country,lhz,lead,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
Ethiopia,ap,0,40,0.3834808479054068,0.488227725462452,0.3639800372213323,0.3456012130940687,0.5189294411155916,0.2814739935007986,0.3973465914355768,0.5411926882885006,0.2184986886740231
Ethiopia,ap,1,40,0.33031414540713194,0.4502347437768804,0.4591163154200564,0.3456012130940687,0.5189294411155916,0.2814739935007986,0.3973465914355768,0.5411926882885006,0.2184986886740231
Ethiopia,ap,2,40,0.34631424372783304,0.44976140162646194,0.46025300452928697,0.3456012130940687,0.5189294411155916,0.2814739935007986,0.3973465914355768,0.5411926882885006,0.2184986886740231
Ethiopia,ap,3,40,0.3654385904997633,0.4804288755097014,0.3841370549224322,0.3456012130940687,0.5189294411155916,0.2814739935007986,0.3973465914355768,0.5411926882885006,0.2184986886740231
Ethiopia,ap,4,40,0.4199352669225296,0.5590356821516682,0.16611736899873308,0.3718236297770817,0.5323262753099292,0.24389575462006574,0.3973465914355768,0.5411926882885006,0.2184986886740231
Ethiopia,ap,8,40,0.4742670735483575,0.6185688635779982,-0.020944140776895326,0.41554672996716063,0.6037103427247575,0.027514571784366226,0.3973465914355768,0.5411926882885006,0.2184986886740231
Ethiopia,ap,12,40,0.48865242218538363,0.6266780053500632,-0.047887777961219014,0.4948514827166871,0.6803320791661784,-0.23500230707572878,0.3973465914355768,0.5411926882885006,0.2184986886740231
Ethiopia,other,0,536,0.3231192111559485,0.5152510803889174,0.5825487469601621,0.27762137617358845,0.5049857162841068,0.5990168390903889,0.34979403937040215,0.6375050678209833,0.36094942512801775
Ethiopia,other,1,536,0.3176261793298283,0.5038431176585406,0.60082934374566,0.27762137617358845,0.5049857162841068,0.5990168390903889,0.34979403937040215,0.6375050678209833,0.36094942512801775
Ethiopia,other,2,536,0.316172138847232,0.5096712910979355,0.5915411697714938,0.27762137617358845,0.5049857162841068,0.5990168390903889,0.34979403937040215,0.6375050678209833,0.36094942512801775
Ethiopia,other,3,536,0.3574150349638128,0.5319432523480836,0.5550629660696339,0.27762137617358845,0.5049857162841068,0.5990168390903889,0.34979403937040215,0.6375050678209833,0.36094942512801775
Ethiopia,other,4,536,0.37075999273382787,0.6210871780053341,0.3934409680580472,0.31121080276033075,0.5689496267280116,0.4910025806165329,0.34979403937040215,0.6375050678209833,0.36094942512801775
Ethiopia,other,8,536,0.384015190863944,0.6254886814079418,0.38481341376388456,0.334879113304541,0.6368071631276278,0.3623478525040804,0.34979403937040215,0.6375050678209833,0.36094942512801775
Ethiopia,other,12,536,0.40244727434956573,0.6484955413074676,0.3387252564821379,0.42810620771762137,0.7459477679421744,0.1250468795617593,0.34979403937040215,0.6375050678209833,0.36094942512801775
Ethiopia,p,0,160,0.3507823596538576,0.44125282770346647,0.4999186778843835,0.33809667727257897,0.48538368732758636,0.3948876953498449,0.5296462933323596,0.67059007815704,-0.1549943984197666
Ethiopia,p,1,160,0.3455649547371725,0.43438118606737375,0.5153729571827488,0.33809667727257897,0.48538368732758636,0.3948876953498449,0.5296462933323596,0.67059007815704,-0.1549943984197666
Ethiopia,p,2,160,0.33171305983129623,0.42729804317047204,0.5310490295214283,0.33809667727257897,0.48538368732758636,0.3948876953498449,0.5296462933323596,0.67059007815704,-0.1549943984197666
Ethiopia,p,3,160,0.38573311237995184,0.4675816559412596,0.43846017746121757,0.33809667727257897,0.48538368732758636,0.3948876953498449,0.5296462933323596,0.67059007815704,-0.1549943984197666
Ethiopia,p,4,160,0.4339864066325756,0.5265326843556699,0.287940473480781,0.42550867949850585,0.5719965802539801,0.15966491605032884,0.5296462933323596,0.67059007815704,-0.1549943984197666
Ethiopia,p,8,160,0.37951878309075215,0.49294028430736403,0.37589989806616486,0.4133793113638675,0.5860654769780503,0.11781857355308001,0.5296462933323596,0.67059007815704,-0.1549943984197666
Ethiopia,p,12,160,0.4052807679013772,0.48246436029608847,0.4021446691978734,0.43649264198808824,0.6056360025743097,0.057917363021664614,0.5296462933323596,0.67059007815704,-0.1549943984197666
Kenya,ap,0,16,0.21221272113115336,0.2783335260229896,0.5084033065667145,0.20547946925449834,0.3108550900442777,0.3868116764803149,0.3825179287906581,0.47213932562351946,-0.4145498629961937
Kenya,ap,1,16,0.26614710218207405,0.3285818025452774,0.3148827131870229,0.20547946925449834,0.3108550900442777,0.3868116764803149,0.3825179287906581,0.47213932562351946,-0.4145498629961937
Kenya,ap,2,16,0.25143417289410863,0.29180510749099986,0.4596642674888235,0.20547946925449834,0.3108550900442777,0.3868116764803149,0.3825179287906581,0.47213932562351946,-0.4145498629961937
Kenya,ap,3,16,0.2662686439410332,0.32686073198793364,0.32204103479775437,0.20547946925449834,0.3108550900442777,0.3868116764803149,0.3825179287906581,0.47213932562351946,-0.4145498629961937
Kenya,ap,4,16,0.29539125184843784,0.329860760837786,0.3095388886548135,0.3735701985802417,0.4459665105150153,-0.26206697966757697,0.3825179287906581,0.47213932562351946,-0.4145498629961937
Kenya,ap,8,16,0.26753462558801294,0.32699466068650923,0.32148534391819894,0.3809425779983355,0.4954421029876542,-0.5576279484743416,0.3825179287906581,0.47213932562351946,-0.4145498629961937
Kenya,ap,12,16,0.24072430872365697,0.28436508401711924,0.48686640314329144,0.42561709729933134,0.5587105269613413,-0.9808501315746239,0.3825179287906581,0.47213932562351946,-0.4145498629961937
Kenya,other,0,264,0.1324754106254221,0.24742052303119413,0.5581878962103284,0.083325920903281,0.28665381683618224,0.4069632242182626,0.1213955269324145,0.24765387175614542,0.5573541342715904
Kenya,other,1,264,0.13589913864014846,0.24474863656936788,0.5676786031699623,0.083325920903281,0.28665381683618224,0.4069632242182626,0.1213955269324145,0.24765387175614542,0.5573541342715904
Kenya,other,2,264,0.12070719178683281,0.22122999273361613,0.6467727677162591,0.083325920903281,0.28665381683618224,0.4069632242182626,0.1213955269324145,0.24765387175614542,0.5573541342715904
Kenya,other,3,264,0.12523380664306719,0.24008854506588498,0.5839849445665785,0.083325920903281,0.28665381683618224,0.4069632242182626,0.1213955269324145,0.24765387175614542,0.5573541342715904
Kenya,other,4,264,0.15407773373726713,0.24885877717222285,0.5530364643155016,0.12239789802563289,0.3314395079016289,0.2071797774244154,0.1213955269324145,0.24765387175614542,0.5573541342715904
Kenya,other,8,264,0.14367077646870074,0.23048176608495738,0.616611294582815,0.11942526136136487,0.29324036324391073,0.37939729259744825,0.1213955269324145,0.24765387175614542,0.5573541342715904
Kenya,other,12,264,0.1551975548864138,0.2526822662192394,0.539196578794345,0.1200713919643086,0.29648262539797265,0.3655978243014355,0.1213955269324145,0.24765387175614542,0.5573541342715904
Kenya,p,0,96,0.26744734040872536,0.3438888372744759,0.6703959419629633,0.24556672067953403,0.4254609227663057,0.49548306586798263,0.4369939781422573,0.5514346651069534,0.15249060673635328
Kenya,p,1,96,0.26290572983413396,0.3491980859808394,0.6601399619129892,0.24556672067953403,0.4254609227663057,0.49548306586798263,0.4369939781422573,0.5514346651069534,0.15249060673635328
Kenya,p,2,96,0.2559193215504056,0.3461599363224675,0.6660280462955932,0.24556672067953403,0.4254609227663057,0.49548306586798263,0.4369939781422573,0.5514346651069534,0.15249060673635328
Kenya,p,3,96,0.3181695548862203,0.44901194171719655,0.43808299454484245,0.24556672067953403,0.4254609227663057,0.49548306586798263,0.4369939781422573,0.5514346651069534,0.15249060673635328
Kenya,p,4,96,0.3249499648488497,0.42942459190838483,0.4860389404349956,0.3558530256773822,0.5072471248532654,0.2828738147156452,0.4369939781422573,0.5514346651069534,0.15249060673635328
