subset,lead,n,accuracy,f1_weighted,f1_macro,precision_weighted,recall_weighted,mae,r2
Pastoral (all 3 countries),0,656,0.6326219512195121,0.6090346025826203,0.46862245610648734,0.6468329261600186,0.6326219512195121,0.3720242650366984,0.499201345237243
Pastoral (all 3 countries),1,656,0.6387195121951219,0.6116674425292731,0.4508335495874918,0.6534691888152531,0.6387195121951219,0.35091156565534326,0.5355195507114416
Pastoral (all 3 countries),2,656,0.6814024390243902,0.6674726236783188,0.5616333910604293,0.690325116751926,0.6814024390243902,0.331049758574581,0.5663948646201804
Pastoral (all 3 countries),3,656,0.6692073170731707,0.6455902696482565,0.5046111321276233,0.6547762329273356,0.6692073170731707,0.3314559264576124,0.5806003283720877
Pastoral (all 3 countries),4,656,0.6280487804878049,0.5849075715162512,0.4037891308802122,0.6224622959320584,0.6280487804878049,0.37740894947955145,0.4773923838656928
Pastoral (all 3 countries),8,656,0.6234756097560976,0.594205665292315,0.3789680992068238,0.5987094138370415,0.6234756097560976,0.3840427560633106,0.46985816258977564
Pastoral (all 3 countries),12,656,0.6326219512195121,0.5896959439753903,0.3286083334260258,0.5523364335824937,0.6326219512195121,0.3904289353885581,0.4831037917279737
