lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
agropastoral,0,ET0410,15,0.4616615210733752,0.5668354486736549,-0.6465787782518431,0.536570342637726,0.6464522400642043,-1.1416149930527792,0.2990577997740816,0.3790003534114216,0.2638814887887372
agropastoral,0,ET0502,15,0.2952533873748562,0.41493993480143015,-1.188233443496764,0.2537503658989206,0.4361136550956909,-1.4172554747391235,0.30875181572800786,0.3636140783433578,-0.6803686175810151
agropastoral,0,ET0707,15,0.28264474934921363,0.3676449557031673,0.005348681563249302,0.33073473605237586,0.42812691329578656,-0.3488346031781544,0.6317979140117312,0.7247179391076283,-2.8650192629956877
agropastoral,0,ET0712,15,0.5828588137618812,0.6943667963279416,-1.1584339378459876,0.5376534102677655,0.7011449009371175,-1.2007789847910764,0.7382647666298451,0.8489272628099347,-2.2262783381075684
agropastoral,0,ET1201,15,0.3220644851575289,0.47018799036389974,-5.169067183324889,0.12703302906446756,0.2460490175971571,-0.6893502733830208,0.10197100930754928,0.18666867253535077,0.02765739890750729
agropastoral,1,ET0410,15,0.47254477418617125,0.5670013126635955,-0.6475425432534236,0.536570342637726,0.6464522400642043,-1.1416149930527792,0.2990577997740816,0.3790003534114216,0.2638814887887372
agropastoral,1,ET0502,15,0.38668082272049337,0.5007124480012716,-2.1863975477357047,0.2537503658989206,0.4361136550956909,-1.4172554747391235,0.30875181572800786,0.3636140783433578,-0.6803686175810151
agropastoral,1,ET0707,15,0.26661337830698517,0.32617118597025074,0.21710264657251777,0.33073473605237586,0.42812691329578656,-0.3488346031781544,0.6317979140117312,0.7247179391076283,-2.8650192629956877
agropastoral,1,ET0712,15,0.587020922660044,0.6929312844406246,-1.149518607315538,0.5376534102677655,0.7011449009371175,-1.2007789847910764,0.7382647666298451,0.8489272628099347,-2.2262783381075684
agropastoral,1,ET1201,15,0.3240233983247787,0.4360410853575567,-4.3055603589392675,0.12703302906446756,0.2460490175971571,-0.6893502733830208,0.10197100930754928,0.18666867253535077,0.02765739890750729
agropastoral,2,ET0410,15,0.439271097103269,0.5527089457803034,-0.5655303696624219,0.536570342637726,0.6464522400642043,-1.1416149930527792,0.2990577997740816,0.3790003534114216,0.2638814887887372
agropastoral,2,ET0502,15,0.3092202529191167,0.41432591900799315,-1.1817620693800932,0.2537503658989206,0.4361136550956909,-1.4172554747391235,0.30875181572800786,0.3636140783433578,-0.6803686175810151
agropastoral,2,ET0707,15,0.23534183368752332,0.28040159907129847,0.42140508641561425,0.33073473605237586,0.42812691329578656,-0.3488346031781544,0.6317979140117312,0.7247179391076283,-2.8650192629956877
agropastoral,2,ET0712,15,0.4975938498568645,0.6132374776962799,-0.6835198744142172,0.5376534102677655,0.7011449009371175,-1.2007789847910764,0.7382647666298451,0.8489272628099347,-2.2262783381075684
agropastoral,2,ET1201,15,0.3445858086198562,0.5450740070307101,-7.29062707395364,0.12703302906446756,0.2460490175971571,-0.6893502733830208,0.10197100930754928,0.18666867253535077,0.02765739890750729
