lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
agropastoral,0,ET0410,2,0.20997073527543764,0.2596202876113923,-4.817304200751416,0.20532817939446102,0.2055693069306015,-2.647212474789135,0.41149029584717745,0.4126668952885851,-13.697510611692252
agropastoral,0,ET0502,2,0.13958339232576344,0.1435737274137195,-173.78010015018995,0.07371147204991135,0.09020254239535498,-67.98895867973732,0.29058796083173555,0.328693934155133,-915.0631467714331
agropastoral,0,ET0707,2,0.21003513594313172,0.22279586596336198,-0.861440151055682,0.17381170704293936,0.23141725471366084,-1.0082893983970842,0.3333614240898489,0.3827858413041257,-4.494732468857751
agropastoral,0,ET0712,2,0.9711872024824763,1.0041855838188185,-3.164525472278066,0.9841498181892363,0.9841498181892363,-3.0,0.6147494602322889,0.8629685841119988,-2.0755835520919357
agropastoral,0,ET1201,2,0.06710186136560681,0.06854494401781902,0.0,0.0,0.0,1.0,0.0,0.0,1.0
agropastoral,1,ET0410,2,0.24689613219463902,0.28490090782605587,-6.005387893558737,0.20532817939446102,0.2055693069306015,-2.647212474789135,0.41149029584717745,0.4126668952885851,-13.697510611692252
agropastoral,1,ET0502,2,0.048385935796535384,0.05732013894231536,-26.858421286178892,0.07371147204991135,0.09020254239535498,-67.98895867973732,0.29058796083173555,0.328693934155133,-915.0631467714331
agropastoral,1,ET0707,2,0.24660942577523504,0.25151638645399976,-1.372287884443684,0.17381170704293936,0.23141725471366084,-1.0082893983970842,0.3333614240898489,0.3827858413041257,-4.494732468857751
agropastoral,1,ET0712,2,1.0060996098180288,1.042097150728781,-3.4849125067212583,0.9841498181892363,0.9841498181892363,-3.0,0.6147494602322889,0.8629685841119988,-2.0755835520919357
agropastoral,1,ET1201,2,0.07962740152779824,0.10227436662577452,0.0,0.0,0.0,1.0,0.0,0.0,1.0
agropastoral,2,ET0410,2,0.2836233727142281,0.2874585142750133,-6.131729698243304,0.20532817939446102,0.2055693069306015,-2.647212474789135,0.41149029584717745,0.4126668952885851,-13.697510611692252
agropastoral,2,ET0502,2,0.10733599710866282,0.11330480191980136,-107.85256433989194,0.07371147204991135,0.09020254239535498,-67.98895867973732,0.29058796083173555,0.328693934155133,-915.0631467714331
agropastoral,2,ET0707,2,0.26414207156283354,0.3110418378675457,-2.6280431182839155,0.17381170704293936,0.23141725471366084,-1.0082893983970842,0.3333614240898489,0.3827858413041257,-4.494732468857751
agropastoral,2,ET0712,2,1.0000010893469142,1.016921610467425,-3.2708322281783317,0.9841498181892363,0.9841498181892363,-3.0,0.6147494602322889,0.8629685841119988,-2.0755835520919357
agropastoral,2,ET1201,2,0.04625177645119616,0.04943041395380541,0.0,0.0,0.0,1.0,0.0,0.0,1.0
agropastoral,3,ET0410,2,0.28915873631219624,0.33718812770429046,-8.81271241442151,0.20532817939446102,0.2055693069306015,-2.647212474789135,0.41149029584717745,0.4126668952885851,-13.697510611692252
agropastoral,3,ET0502,2,0.10325244954415347,0.1364807274936172,-156.93729310712854,0.07371147204991135,0.09020254239535498,-67.98895867973732,0.29058796083173555,0.328693934155133,-915.0631467714331
agropastoral,3,ET0707,2,0.3024669170493627,0.3261497932201941,-2.98904592374074,0.17381170704293936,0.23141725471366084,-1.0082893983970842,0.3333614240898489,0.3827858413041257,-4.494732468857751
agropastoral,3,ET0712,2,0.955247798594731,1.015854738181447,-3.261875702180011,0.9841498181892363,0.9841498181892363,-3.0,0.6147494602322889,0.8629685841119988,-2.0755835520919357
agropastoral,3,ET1201,2,0.04803805804298855,0.0490635589358689,0.0,0.0,0.0,1.0,0.0,0.0,1.0
