lead,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
0,828,0.2983821458658336,0.4507605973836592,0.742830789077371,0.2838651669925179,0.48541768114241485,0.7017652378313505,0.4057532095932889,0.6665115356574907,0.43773322474254583
1,828,0.2985334747297539,0.4521337391534696,0.7412615851447193,0.2838651669925179,0.48541768114241485,0.7017652378313505,0.4057532095932889,0.6665115356574907,0.43773322474254583
2,828,0.30543286496888516,0.45606376163600765,0.7367440408651861,0.2838651669925179,0.48541768114241485,0.7017652378313505,0.4057532095932889,0.6665115356574907,0.43773322474254583
3,828,0.3071078247657265,0.4535675161778422,0.7396179944751216,0.2838651669925179,0.48541768114241485,0.7017652378313505,0.4057532095932889,0.6665115356574907,0.43773322474254583
4,828,0.3428946786277161,0.5147999187096364,0.6645683642469677,0.3226112749410613,0.540388895246358,0.6303932342331882,0.4057532095932889,0.6665115356574907,0.43773322474254583
8,828,0.38601641789822627,0.5939385279137702,0.5535117058499384,0.3594631072004697,0.6130056867190389,0.5243844036442842,0.4142057221745371,0.6775074253401722,0.4190280034499325
12,828,0.38619988511225306,0.6019132792188934,0.541441307771289,0.41620950468569645,0.6802413811039941,0.4143297332060174,0.4142057221745371,0.6775074253401722,0.4190280034499325
