lead,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
0,1943,0.3296608866149677,0.4637724610085657,0.6817519898264499,0.3247313948723736,0.5324771383315433,0.5804751251644849,0.41114708251236537,0.6208188405617132,0.429723388106799
1,1943,0.31390131754262607,0.44894818523908037,0.7017721313843623,0.3247313948723736,0.5324771383315433,0.5804751251644849,0.41114708251236537,0.6208188405617132,0.429723388106799
2,1943,0.313412564027481,0.4533343712980665,0.6959163427073343,0.3247313948723736,0.5324771383315433,0.5804751251644849,0.41114708251236537,0.6208188405617132,0.429723388106799
3,1943,0.30850853063776024,0.45487938888748225,0.693840103970311,0.3247313948723736,0.5324771383315433,0.5804751251644849,0.41114708251236537,0.6208188405617132,0.429723388106799
4,1943,0.33672020825574445,0.5041787037304862,0.6238814279491589,0.3867804828917175,0.6152248902407926,0.4399541558452813,0.41114708251236537,0.6208188405617132,0.429723388106799
8,1943,0.3716759286195083,0.5427543161844356,0.5641246033685523,0.40663750965338386,0.6474701308665558,0.37970931323507917,0.41114708251236537,0.6208188405617132,0.429723388106799
12,1943,0.3764928810142692,0.5497247902486301,0.5528570080822488,0.44494898490210893,0.7200987391372908,0.2327447215064513,0.41114708251236537,0.6208188405617132,0.429723388106799
