country,lead,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
Ethiopia,0,840,0.33002231300673235,0.4871677274351165,0.6764705431930977,0.27792823522995624,0.48478054939352666,0.6796334381767473,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,1,840,0.30894834257448334,0.46477724125363773,0.7055262988063555,0.27792823522995624,0.48478054939352666,0.6796334381767473,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,2,840,0.32514692586621335,0.47927266639111243,0.6868718372191667,0.27792823522995624,0.48478054939352666,0.6796334381767473,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,3,840,0.3353918768678594,0.5187342210404505,0.6331854058324871,0.27792823522995624,0.48478054939352666,0.6796334381767473,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,4,840,0.374279486355853,0.5838990622319192,0.5352361262311007,0.34008991409813094,0.564728702697583,0.565253063341284,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,8,840,0.39112627069021616,0.5938194339101724,0.5193094098295192,0.34927543789656423,0.6093039807374865,0.4939134000272799,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,12,840,0.41261282659523724,0.6315616241568639,0.4562637681241343,0.4064084311590049,0.6816052427299416,0.3666808038656916,0.3744003635031203,0.6127281002890081,0.48820928422147336
Kenya,0,431,0.18713430906400452,0.31901779571417693,0.7630126211465982,0.14619574038728408,0.3430732913780077,0.7259251305435226,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,1,431,0.18448598010910694,0.3150435722877771,0.7688804706966506,0.14619574038728408,0.3430732913780077,0.7259251305435226,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,2,431,0.1812661764044772,0.31472473784854726,0.7693480350859823,0.14619574038728408,0.3430732913780077,0.7259251305435226,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,3,431,0.18615397343240783,0.3216882393154052,0.7590284533317885,0.14619574038728408,0.3430732913780077,0.7259251305435226,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,4,431,0.21301773322743953,0.3596466266916557,0.6988052621066223,0.21420119081364214,0.4179937030167103,0.593149479160962,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,8,431,0.22908169555970512,0.37165278313985634,0.6783599088420402,0.24367502065790586,0.4469299233407327,0.5348700940767845,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,12,431,0.22622550611915826,0.3713626019715329,0.678861976711726,0.2534926665131604,0.48687012591086387,0.44802214770505744,0.2212525354249407,0.3711684761071764,0.6791976319549726
Somalia,0,672,0.42062123892952547,0.5098535855063341,0.4061331977399174,0.4977425871085408,0.6712238556211492,-0.029278400455755582,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,1,672,0.40309552796983833,0.49908772660443573,0.4309481064320193,0.4977425871085408,0.6712238556211492,-0.029278400455755582,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,2,672,0.38349921450512914,0.493512569722724,0.44359050814918066,0.4977425871085408,0.6712238556211492,-0.029278400455755582,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,3,672,0.3533787736767834,0.44220004873556085,0.5532797238300214,0.4977425871085408,0.6712238556211492,-0.029278400455755582,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,4,672,0.3691100492276316,0.47523042289923945,0.4840512516813569,0.5558307100825854,0.7639899715223955,-0.3334397845808901,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,8,672,0.4388185284846581,0.5677847178367911,0.2635123118616096,0.5828591957140674,0.7873610357620282,-0.41626959246289896,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,12,672,0.4277197921627508,0.535467198886363,0.34496600790882714,0.6159188336667581,0.8755186927186707,-0.7511725408414831,0.5788729660874339,0.7461410451204163,-0.2718618923365965
