zone_code,dominant_livelihood_zone,scenario,collection_date,projection_end,lead_end,cs_date,pred_phase,obs_phase,pred_continuous,obs_continuous
ET0305,crop_farming,ML2,2021-06-01,2022-01-31,7,2022-02-01,1,1,1.044907842226814,1.1691705014749654
ET0305,crop_farming,ML1,2022-04-01,2022-05-31,1,2022-06-01,1,3,1.3827404426885803,2.156005144231021
ET0305,crop_farming,ML2,2022-01-01,2022-05-31,4,2022-06-01,1,3,1.1273836519191878,2.156005144231021
ET0305,crop_farming,ML1,2022-05-01,2022-05-31,0,2022-06-01,1,3,1.3827404426885803,2.156005144231021
ET0305,crop_farming,ML2,2021-12-01,2022-05-31,5,2022-06-01,1,3,1.1273836519191878,2.156005144231021
ET0305,crop_farming,ML2,2021-11-01,2022-05-31,6,2022-06-01,1,3,1.1273836519191878,2.156005144231021
ET0305,crop_farming,ML2,2021-10-01,2022-05-31,7,2022-06-01,1,3,1.1273836519191878,2.156005144231021
ET0305,crop_farming,ML1,2022-02-01,2022-05-31,3,2022-06-01,1,3,1.3827404426885803,2.156005144231021
ET0305,crop_farming,ML1,2022-03-01,2022-05-31,2,2022-06-01,1,3,1.3827404426885803,2.156005144231021
ET0305,crop_farming,ML2,2022-02-01,2022-09-30,7,2022-10-01,3,3,1.8947083052813711,2.1558748881752043
ET0305,crop_farming,ML2,2022-04-01,2022-09-30,5,2022-10-01,3,3,1.8947083052813711,2.1558748881752043
ET0305,crop_farming,ML2,2022-03-01,2022-09-30,6,2022-10-01,3,3,1.8947083052813711,2.1558748881752043
ET0305,crop_farming,ML1,2022-09-01,2022-09-30,0,2022-10-01,3,3,2.1607449338958316,2.1558748881752043
ET0305,crop_farming,ML1,2022-08-01,2022-09-30,1,2022-10-01,3,3,2.1607449338958316,2.1558748881752043
ET0305,crop_farming,ML1,2022-06-01,2022-09-30,3,2022-10-01,3,3,2.1607449338958316,2.1558748881752043
ET0305,crop_farming,ML1,2022-07-01,2022-09-30,2,2022-10-01,3,3,2.1607449338958316,2.1558748881752043
ET0305,crop_farming,ML2,2022-05-01,2022-09-30,4,2022-10-01,3,3,1.8947083052813711,2.1558748881752043
ET0305,crop_farming,ML1,2022-10-01,2023-01-31,3,2023-02-01,1,2,1.0055353564781842,1.386151256979426
ET0305,crop_farming,ML1,2022-12-01,2023-01-31,1,2023-02-01,1,2,1.0055353564781842,1.386151256979426
ET0305,crop_farming,ML1,2022-11-01,2023-01-31,2,2023-02-01,1,2,1.0055353564781842,1.386151256979426
ET0305,crop_farming,ML2,2022-09-01,2023-01-31,4,2023-02-01,2,2,1.3845872005221764,1.386151256979426
ET0305,crop_farming,ML2,2022-06-01,2023-01-31,7,2023-02-01,2,2,1.3845872005221764,1.386151256979426
ET0305,crop_farming,ML2,2022-07-01,2023-01-31,6,2023-02-01,2,2,1.3845872005221764,1.386151256979426
ET0305,crop_farming,ML2,2022-08-01,2023-01-31,5,2023-02-01,2,2,1.3845872005221764,1.386151256979426
ET0305,crop_farming,ML1,2023-01-01,2023-01-31,0,2023-02-01,1,2,1.0055353564781842,1.386151256979426
ET0305,crop_farming,ML1,2023-02-01,2023-05-31,3,2023-06-01,2,2,1.386151256979426,1.4561456780655653
ET0305,crop_farming,ML2,2023-01-01,2023-05-31,4,2023-06-01,2,2,1.386151256979426,1.4561456780655653
ET0305,crop_farming,ML2,2022-12-01,2023-05-31,5,2023-06-01,2,2,1.386151256979426,1.4561456780655653
ET0305,crop_farming,ML2,2022-11-01,2023-05-31,6,2023-06-01,2,2,1.386151256979426,1.4561456780655653
ET0305,crop_farming,ML1,2023-05-01,2023-05-31,0,2023-06-01,2,2,1.386151256979426,1.4561456780655653
ET0305,crop_farming,ML1,2023-04-01,2023-05-31,1,2023-06-01,2,2,1.386151256979426,1.4561456780655653
ET0305,crop_farming,ML1,2023-03-01,2023-05-31,2,2023-06-01,2,2,1.386151256979426,1.4561456780655653
ET0305,crop_farming,ML2,2022-10-01,2023-05-31,7,2023-06-01,2,2,1.386151256979426,1.4561456780655653
ET0305,crop_farming,ML2,2023-04-01,2023-09-30,5,2023-10-01,2,2,1.4561456780655653,1.4700960009351862
ET0305,crop_farming,ML2,2023-03-01,2023-09-30,6,2023-10-01,2,2,1.459136184818013,1.4700960009351862
ET0305,crop_farming,ML2,2023-02-01,2023-09-30,7,2023-10-01,2,2,1.459136184818013,1.4700960009351862
ET0305,crop_farming,ML1,2023-09-01,2023-09-30,0,2023-10-01,2,2,1.4561456780655653,1.4700960009351862
ET0305,crop_farming,ML1,2023-08-01,2023-09-30,1,2023-10-01,2,2,1.4561456780655653,1.4700960009351862
ET0305,crop_farming,ML1,2023-07-01,2023-09-30,2,2023-10-01,2,2,1.4561456780655653,1.4700960009351862
ET0305,crop_farming,ML1,2023-06-01,2023-09-30,3,2023-10-01,2,2,1.4561456780655653,1.4700960009351862
ET0305,crop_farming,ML2,2023-05-01,2023-09-30,4,2023-10-01,2,2,1.4561456780655653,1.4700960009351862
ET0305,crop_farming,ML1,2024-01-01,2024-01-31,0,2024-02-01,2,3,1.4704286563139646,2.317027470138711
ET0305,crop_farming,ML1,2023-11-01,2024-01-31,2,2024-02-01,2,3,1.4700960009351862,2.317027470138711
ET0305,crop_farming,ML2,2023-09-01,2024-01-31,4,2024-02-01,1,3,1.079527615765478,2.317027470138711
ET0305,crop_farming,ML2,2023-08-01,2024-01-31,5,2024-02-01,1,3,1.079527615765478,2.317027470138711
ET0305,crop_farming,ML2,2023-07-01,2024-01-31,6,2024-02-01,1,3,1.079527615765478,2.317027470138711
ET0305,crop_farming,ML2,2023-06-01,2024-01-31,7,2024-02-01,1,3,1.079527615765478,2.317027470138711
ET0305,crop_farming,ML1,2023-10-01,2024-01-31,3,2024-02-01,2,3,1.4700960009351862,2.317027470138711
ET0305,crop_farming,ML1,2023-12-01,2024-01-31,1,2024-02-01,2,3,1.4704286563139646,2.317027470138711
ET0305,crop_farming,ML2,2023-10-01,2024-05-31,7,2024-06-01,3,3,2.2572586019826284,2.286057831723234
ET0305,crop_farming,ML2,2023-12-01,2024-05-31,5,2024-06-01,3,3,2.2572586019826284,2.286057831723234
ET0305,crop_farming,ML1,2024-02-01,2024-05-31,3,2024-06-01,3,3,2.28610871179658,2.286057831723234
ET0305,crop_farming,ML1,2024-03-01,2024-05-31,2,2024-06-01,3,3,2.28610871179658,2.286057831723234
ET0305,crop_farming,ML1,2024-04-01,2024-05-31,1,2024-06-01,3,3,2.28610871179658,2.286057831723234
ET0305,crop_farming,ML1,2024-05-01,2024-05-31,0,2024-06-01,3,3,2.28610871179658,2.286057831723234
ET0305,crop_farming,ML2,2023-11-01,2024-05-31,6,2024-06-01,3,3,2.2572586019826284,2.286057831723234
ET0305,crop_farming,ML2,2024-01-01,2024-05-31,4,2024-06-01,3,3,2.2572586019826284,2.286057831723234
ET0305,crop_farming,ML2,2024-02-01,2024-09-30,7,2024-10-01,3,2,2.8566617571375255,1.267756853761645
ET0305,crop_farming,ML2,2024-03-01,2024-09-30,6,2024-10-01,3,2,2.8566617571375255,1.267756853761645
ET0305,crop_farming,ML2,2024-04-01,2024-09-30,5,2024-10-01,3,2,2.8566617571375255,1.267756853761645
ET0305,crop_farming,ML2,2024-05-01,2024-09-30,4,2024-10-01,3,2,2.8566617571375255,1.267756853761645
ET0305,crop_farming,ML1,2024-06-01,2024-09-30,3,2024-10-01,3,2,2.5941076044752864,1.267756853761645
ET0305,crop_farming,ML1,2024-09-01,2024-09-30,0,2024-10-01,3,2,2.5903992562042513,1.267756853761645
ET0305,crop_farming,ML1,2024-08-01,2024-09-30,1,2024-10-01,3,2,2.5903992562042513,1.267756853761645
ET0305,crop_farming,ML1,2024-07-01,2024-09-30,2,2024-10-01,3,2,2.5903992562042513,1.267756853761645
ET0306,crop_farming,ML2,2019-06-01,2020-01-31,7,2020-02-01,1,1,1.0,1.0024264155780795
ET0306,crop_farming,ML1,2019-11-01,2020-01-31,2,2020-02-01,1,1,1.0024264155780795,1.0024264155780795
ET0306,crop_farming,ML2,2019-07-01,2020-01-31,6,2020-02-01,1,1,1.0,1.0024264155780795
ET0306,crop_farming,ML1,2019-12-01,2020-01-31,1,2020-02-01,1,1,1.0024264155780795,1.0024264155780795
ET0306,crop_farming,ML1,2019-10-01,2020-01-31,3,2020-02-01,1,1,1.0024264155780795,1.0024264155780795
ET0306,crop_farming,ML1,2020-05-01,2020-05-31,0,2020-06-01,1,1,1.1808494265269724,1.1792968468315284
ET0306,crop_farming,ML1,2020-04-01,2020-05-31,1,2020-06-01,1,1,1.1808494265269724,1.1792968468315284
ET0306,crop_farming,ML1,2020-03-01,2020-05-31,2,2020-06-01,1,1,1.1808494265269724,1.1792968468315284
ET0306,crop_farming,ML1,2020-02-01,2020-05-31,3,2020-06-01,1,1,1.1808494265269724,1.1792968468315284
ET0306,crop_farming,ML2,2019-12-01,2020-05-31,5,2020-06-01,1,1,1.1809368632376012,1.1792968468315284
ET0306,crop_farming,ML2,2019-11-01,2020-05-31,6,2020-06-01,1,1,1.1809368632376012,1.1792968468315284
ET0306,crop_farming,ML2,2019-10-01,2020-05-31,7,2020-06-01,1,1,1.1809368632376012,1.1792968468315284
ET0306,crop_farming,ML1,2020-09-01,2020-09-30,0,2020-10-01,1,1,1.17926428934239,1.0
ET0306,crop_farming,ML1,2020-08-01,2020-09-30,1,2020-10-01,1,1,1.17926428934239,1.0
ET0306,crop_farming,ML1,2020-07-01,2020-09-30,2,2020-10-01,1,1,1.17926428934239,1.0
ET0306,crop_farming,ML1,2020-06-01,2020-09-30,3,2020-10-01,1,1,1.17926428934239,1.0
ET0306,crop_farming,ML2,2020-05-01,2020-09-30,4,2020-10-01,1,1,1.1809368632376012,1.0
ET0306,crop_farming,ML2,2020-04-01,2020-09-30,5,2020-10-01,1,1,1.1809368632376012,1.0
ET0306,crop_farming,ML2,2020-03-01,2020-09-30,6,2020-10-01,1,1,1.1809368632376012,1.0
ET0306,crop_farming,ML2,2020-02-01,2020-09-30,7,2020-10-01,1,1,1.1809368632376012,1.0
ET0306,crop_farming,ML2,2020-06-01,2021-01-31,7,2021-02-01,1,1,1.0000874367106287,1.0003540943637792
ET0306,crop_farming,ML2,2020-07-01,2021-01-31,6,2021-02-01,1,1,1.0000874367106287,1.0003540943637792
ET0306,crop_farming,ML1,2021-01-01,2021-01-31,0,2021-02-01,1,1,1.0003540943637792,1.0003540943637792
ET0306,crop_farming,ML1,2020-12-01,2021-01-31,1,2021-02-01,1,1,1.0003540943637792,1.0003540943637792
ET0306,crop_farming,ML1,2020-11-01,2021-01-31,2,2021-02-01,1,1,1.0003540943637792,1.0003540943637792
ET0306,crop_farming,ML1,2020-10-01,2021-01-31,3,2021-02-01,1,1,1.0003540943637792,1.0003540943637792
ET0306,crop_farming,ML2,2020-09-01,2021-01-31,4,2021-02-01,1,1,1.0000874367106287,1.0003540943637792
ET0306,crop_farming,ML2,2020-08-01,2021-01-31,5,2021-02-01,1,1,1.0000874367106287,1.0003540943637792
ET0306,crop_farming,ML1,2021-03-01,2021-05-31,2,2021-06-01,1,1,1.17652556315585,1.17652556315585
ET0306,crop_farming,ML1,2021-02-01,2021-05-31,3,2021-06-01,1,1,1.17652556315585,1.17652556315585
ET0306,crop_farming,ML2,2020-11-01,2021-05-31,6,2021-06-01,1,1,1.17652556315585,1.17652556315585
ET0306,crop_farming,ML2,2020-10-01,2021-05-31,7,2021-06-01,1,1,1.17652556315585,1.17652556315585
ET0306,crop_farming,ML1,2021-05-01,2021-05-31,0,2021-06-01,1,1,1.17652556315585,1.17652556315585
ET0306,crop_farming,ML2,2020-12-01,2021-05-31,5,2021-06-01,1,1,1.17652556315585,1.17652556315585
ET0306,crop_farming,ML2,2021-01-01,2021-05-31,4,2021-06-01,1,1,1.17652556315585,1.17652556315585
ET0306,crop_farming,ML1,2021-04-01,2021-05-31,1,2021-06-01,1,1,1.17652556315585,1.17652556315585
ET0306,crop_farming,ML2,2021-05-01,2021-09-30,4,2021-10-01,1,1,1.1769996517193966,1.0000874367106287
ET0306,crop_farming,ML2,2021-04-01,2021-09-30,5,2021-10-01,1,1,1.1769996517193966,1.0000874367106287
ET0306,crop_farming,ML2,2021-03-01,2021-09-30,6,2021-10-01,1,1,1.1769996517193966,1.0000874367106287
ET0306,crop_farming,ML2,2021-02-01,2021-09-30,7,2021-10-01,1,1,1.1769996517193966,1.0000874367106287
ET0306,crop_farming,ML1,2021-06-01,2021-09-30,3,2021-10-01,1,1,1.1769996517193966,1.0000874367106287
ET0306,crop_farming,ML1,2022-01-01,2022-01-31,0,2022-02-01,1,1,1.0000874367106287,1.0000874367106287
ET0306,crop_farming,ML1,2021-12-01,2022-01-31,1,2022-02-01,1,1,1.0000874367106287,1.0000874367106287
ET0306,crop_farming,ML1,2021-11-01,2022-01-31,2,2022-02-01,1,1,1.0000874367106287,1.0000874367106287
ET0306,crop_farming,ML1,2021-10-01,2022-01-31,3,2022-02-01,1,1,1.0000874367106287,1.0000874367106287
ET0306,crop_farming,ML2,2021-06-01,2022-01-31,7,2022-02-01,1,1,1.0,1.0000874367106287
ET0306,crop_farming,ML1,2022-04-01,2022-05-31,1,2022-06-01,1,1,1.0000874367106287,1.1789123173984737
ET0306,crop_farming,ML2,2022-01-01,2022-05-31,4,2022-06-01,1,1,1.0000874367106287,1.1789123173984737
ET0306,crop_farming,ML1,2022-05-01,2022-05-31,0,2022-06-01,1,1,1.0000874367106287,1.1789123173984737
ET0306,crop_farming,ML2,2021-12-01,2022-05-31,5,2022-06-01,1,1,1.0000874367106287,1.1789123173984737
ET0306,crop_farming,ML2,2021-11-01,2022-05-31,6,2022-06-01,1,1,1.0000874367106287,1.1789123173984737
ET0306,crop_farming,ML2,2021-10-01,2022-05-31,7,2022-06-01,1,1,1.0000874367106287,1.1789123173984737
ET0306,crop_farming,ML1,2022-02-01,2022-05-31,3,2022-06-01,1,1,1.0000874367106287,1.1789123173984737
ET0306,crop_farming,ML1,2022-03-01,2022-05-31,2,2022-06-01,1,1,1.0000874367106287,1.1789123173984737
ET0306,crop_farming,ML2,2022-02-01,2022-09-30,7,2022-10-01,1,1,1.0025464097778467,1.1822218567073668
ET0306,crop_farming,ML2,2022-04-01,2022-09-30,5,2022-10-01,1,1,1.0025464097778467,1.1822218567073668
ET0306,crop_farming,ML2,2022-03-01,2022-09-30,6,2022-10-01,1,1,1.0025464097778467,1.1822218567073668
ET0306,crop_farming,ML1,2022-09-01,2022-09-30,0,2022-10-01,1,1,1.1822218567073668,1.1822218567073668
ET0306,crop_farming,ML1,2022-08-01,2022-09-30,1,2022-10-01,1,1,1.1822218567073668,1.1822218567073668
ET0306,crop_farming,ML1,2022-06-01,2022-09-30,3,2022-10-01,1,1,1.1822218567073668,1.1822218567073668
ET0306,crop_farming,ML1,2022-07-01,2022-09-30,2,2022-10-01,1,1,1.1822218567073668,1.1822218567073668
ET0306,crop_farming,ML2,2022-05-01,2022-09-30,4,2022-10-01,1,1,1.0025464097778467,1.1822218567073668
ET0306,crop_farming,ML1,2022-10-01,2023-01-31,3,2023-02-01,1,1,1.0001199941997672,1.0000874367106287
ET0306,crop_farming,ML1,2022-12-01,2023-01-31,1,2023-02-01,1,1,1.0001199941997672,1.0000874367106287
ET0306,crop_farming,ML1,2022-11-01,2023-01-31,2,2023-02-01,1,1,1.0001199941997672,1.0000874367106287
ET0306,crop_farming,ML2,2022-09-01,2023-01-31,4,2023-02-01,1,1,1.0000874367106287,1.0000874367106287
ET0306,crop_farming,ML2,2022-06-01,2023-01-31,7,2023-02-01,1,1,1.0000874367106287,1.0000874367106287
ET0306,crop_farming,ML2,2022-07-01,2023-01-31,6,2023-02-01,1,1,1.0000874367106287,1.0000874367106287
ET0306,crop_farming,ML2,2022-08-01,2023-01-31,5,2023-02-01,1,1,1.0000874367106287,1.0000874367106287
ET0306,crop_farming,ML1,2023-01-01,2023-01-31,0,2023-02-01,1,1,1.0001199941997672,1.0000874367106287
ET0306,crop_farming,ML1,2023-02-01,2023-05-31,3,2023-06-01,1,1,1.0007302580142248,1.002802579228525
ET0306,crop_farming,ML2,2023-01-01,2023-05-31,4,2023-06-01,1,1,1.0000874367106287,1.002802579228525
ET0306,crop_farming,ML2,2022-12-01,2023-05-31,5,2023-06-01,1,1,1.0000874367106287,1.002802579228525
ET0306,crop_farming,ML2,2022-11-01,2023-05-31,6,2023-06-01,1,1,1.0000874367106287,1.002802579228525
ET0306,crop_farming,ML1,2023-05-01,2023-05-31,0,2023-06-01,1,1,1.0007302580142248,1.002802579228525
ET0306,crop_farming,ML1,2023-04-01,2023-05-31,1,2023-06-01,1,1,1.0007302580142248,1.002802579228525
ET0306,crop_farming,ML1,2023-03-01,2023-05-31,2,2023-06-01,1,1,1.0007302580142248,1.002802579228525
ET0306,crop_farming,ML2,2022-10-01,2023-05-31,7,2023-06-01,1,1,1.0000874367106287,1.002802579228525
ET0306,crop_farming,ML2,2023-04-01,2023-09-30,5,2023-10-01,1,1,1.002802579228525,1.0007302580142248
ET0306,crop_farming,ML2,2023-03-01,2023-09-30,6,2023-10-01,1,1,1.002802579228525,1.0007302580142248
ET0306,crop_farming,ML2,2023-02-01,2023-09-30,7,2023-10-01,1,1,1.002802579228525,1.0007302580142248
ET0306,crop_farming,ML1,2023-09-01,2023-09-30,0,2023-10-01,1,1,1.002802579228525,1.0007302580142248
ET0306,crop_farming,ML1,2023-08-01,2023-09-30,1,2023-10-01,1,1,1.002802579228525,1.0007302580142248
ET0306,crop_farming,ML1,2023-07-01,2023-09-30,2,2023-10-01,1,1,1.002802579228525,1.0007302580142248
ET0306,crop_farming,ML1,2023-06-01,2023-09-30,3,2023-10-01,1,1,1.002802579228525,1.0007302580142248
ET0306,crop_farming,ML2,2023-05-01,2023-09-30,4,2023-10-01,1,1,1.002802579228525,1.0007302580142248
ET0306,crop_farming,ML1,2024-01-01,2024-01-31,0,2024-02-01,1,2,1.0007302580142248,1.2233773722690466
ET0306,crop_farming,ML1,2023-11-01,2024-01-31,2,2024-02-01,1,2,1.0007302580142248,1.2233773722690466
ET0306,crop_farming,ML2,2023-09-01,2024-01-31,4,2024-02-01,1,2,1.0004740885635466,1.2233773722690466
ET0306,crop_farming,ML2,2023-08-01,2024-01-31,5,2024-02-01,1,2,1.0004740885635466,1.2233773722690466
ET0306,crop_farming,ML2,2023-07-01,2024-01-31,6,2024-02-01,1,2,1.0004740885635466,1.2233773722690466
ET0306,crop_farming,ML2,2023-06-01,2024-01-31,7,2024-02-01,1,2,1.0004740885635466,1.2233773722690466
ET0306,crop_farming,ML1,2023-10-01,2024-01-31,3,2024-02-01,1,2,1.0007302580142248,1.2233773722690466
ET0306,crop_farming,ML1,2023-12-01,2024-01-31,1,2024-02-01,1,2,1.0007302580142248,1.2233773722690466
ET0306,crop_farming,ML2,2023-10-01,2024-05-31,7,2024-06-01,2,2,1.233852124392887,1.2233773722690466
ET0306,crop_farming,ML2,2023-12-01,2024-05-31,5,2024-06-01,2,2,1.233852124392887,1.2233773722690466
ET0306,crop_farming,ML1,2024-02-01,2024-05-31,3,2024-06-01,2,2,1.2233773722690466,1.2233773722690466
ET0306,crop_farming,ML1,2024-03-01,2024-05-31,2,2024-06-01,2,2,1.2233773722690466,1.2233773722690466
ET0306,crop_farming,ML1,2024-04-01,2024-05-31,1,2024-06-01,2,2,1.2233773722690466,1.2233773722690466
ET0306,crop_farming,ML1,2024-05-01,2024-05-31,0,2024-06-01,2,2,1.2233773722690466,1.2233773722690466
ET0306,crop_farming,ML2,2023-11-01,2024-05-31,6,2024-06-01,2,2,1.233852124392887,1.2233773722690466
ET0306,crop_farming,ML2,2024-01-01,2024-05-31,4,2024-06-01,2,2,1.233852124392887,1.2233773722690466
ET0306,crop_farming,ML2,2024-02-01,2024-09-30,7,2024-10-01,3,1,1.446798116890716,1.0002561694506782
ET0306,crop_farming,ML2,2024-03-01,2024-09-30,6,2024-10-01,3,1,1.446798116890716,1.0002561694506782
ET0306,crop_farming,ML2,2024-04-01,2024-09-30,5,2024-10-01,3,1,1.446798116890716,1.0002561694506782
ET0306,crop_farming,ML2,2024-05-01,2024-09-30,4,2024-10-01,3,1,1.446798116890716,1.0002561694506782
ET0306,crop_farming,ML1,2024-06-01,2024-09-30,3,2024-10-01,3,1,1.446798116890716,1.0002561694506782
ET0306,crop_farming,ML1,2024-09-01,2024-09-30,0,2024-10-01,3,1,1.446798116890716,1.0002561694506782
ET0306,crop_farming,ML1,2024-08-01,2024-09-30,1,2024-10-01,3,1,1.446798116890716,1.0002561694506782
ET0306,crop_farming,ML1,2024-07-01,2024-09-30,2,2024-10-01,3,1,1.446798116890716,1.0002561694506782
ET0307,crop_farming,ML2,2019-06-01,2020-01-31,7,2020-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2019-11-01,2020-01-31,2,2020-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2019-07-01,2020-01-31,6,2020-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2019-12-01,2020-01-31,1,2020-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2019-10-01,2020-01-31,3,2020-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-05-01,2020-05-31,0,2020-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-04-01,2020-05-31,1,2020-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-03-01,2020-05-31,2,2020-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-02-01,2020-05-31,3,2020-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2019-12-01,2020-05-31,5,2020-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2019-11-01,2020-05-31,6,2020-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2019-10-01,2020-05-31,7,2020-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-09-01,2020-09-30,0,2020-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-08-01,2020-09-30,1,2020-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-07-01,2020-09-30,2,2020-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-06-01,2020-09-30,3,2020-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-05-01,2020-09-30,4,2020-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-04-01,2020-09-30,5,2020-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-03-01,2020-09-30,6,2020-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-02-01,2020-09-30,7,2020-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-06-01,2021-01-31,7,2021-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-07-01,2021-01-31,6,2021-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-01-01,2021-01-31,0,2021-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-12-01,2021-01-31,1,2021-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-11-01,2021-01-31,2,2021-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2020-10-01,2021-01-31,3,2021-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-09-01,2021-01-31,4,2021-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-08-01,2021-01-31,5,2021-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-03-01,2021-05-31,2,2021-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-02-01,2021-05-31,3,2021-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-11-01,2021-05-31,6,2021-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-10-01,2021-05-31,7,2021-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-05-01,2021-05-31,0,2021-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2020-12-01,2021-05-31,5,2021-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2021-01-01,2021-05-31,4,2021-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-04-01,2021-05-31,1,2021-06-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2021-05-01,2021-09-30,4,2021-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2021-04-01,2021-09-30,5,2021-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2021-03-01,2021-09-30,6,2021-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2021-02-01,2021-09-30,7,2021-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-06-01,2021-09-30,3,2021-10-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2022-01-01,2022-01-31,0,2022-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-12-01,2022-01-31,1,2022-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-11-01,2022-01-31,2,2022-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2021-10-01,2022-01-31,3,2022-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2021-06-01,2022-01-31,7,2022-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2022-04-01,2022-05-31,1,2022-06-01,1,1,1.0,1.0000292580272163
ET0307,crop_farming,ML2,2022-01-01,2022-05-31,4,2022-06-01,1,1,1.0,1.0000292580272163
ET0307,crop_farming,ML1,2022-05-01,2022-05-31,0,2022-06-01,1,1,1.0,1.0000292580272163
ET0307,crop_farming,ML2,2021-12-01,2022-05-31,5,2022-06-01,1,1,1.0,1.0000292580272163
ET0307,crop_farming,ML2,2021-11-01,2022-05-31,6,2022-06-01,1,1,1.0,1.0000292580272163
ET0307,crop_farming,ML2,2021-10-01,2022-05-31,7,2022-06-01,1,1,1.0,1.0000292580272163
ET0307,crop_farming,ML1,2022-02-01,2022-05-31,3,2022-06-01,1,1,1.0,1.0000292580272163
ET0307,crop_farming,ML1,2022-03-01,2022-05-31,2,2022-06-01,1,1,1.0,1.0000292580272163
ET0307,crop_farming,ML2,2022-02-01,2022-09-30,7,2022-10-01,1,1,1.0,1.0001730440141017
ET0307,crop_farming,ML2,2022-04-01,2022-09-30,5,2022-10-01,1,1,1.0,1.0001730440141017
ET0307,crop_farming,ML2,2022-03-01,2022-09-30,6,2022-10-01,1,1,1.0,1.0001730440141017
ET0307,crop_farming,ML1,2022-09-01,2022-09-30,0,2022-10-01,1,1,1.0001730440141017,1.0001730440141017
ET0307,crop_farming,ML1,2022-08-01,2022-09-30,1,2022-10-01,1,1,1.0001730440141017,1.0001730440141017
ET0307,crop_farming,ML1,2022-06-01,2022-09-30,3,2022-10-01,1,1,1.0001730440141017,1.0001730440141017
ET0307,crop_farming,ML1,2022-07-01,2022-09-30,2,2022-10-01,1,1,1.0001730440141017,1.0001730440141017
ET0307,crop_farming,ML2,2022-05-01,2022-09-30,4,2022-10-01,1,1,1.0,1.0001730440141017
ET0307,crop_farming,ML1,2022-10-01,2023-01-31,3,2023-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2022-12-01,2023-01-31,1,2023-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML1,2022-11-01,2023-01-31,2,2023-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2022-09-01,2023-01-31,4,2023-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2022-06-01,2023-01-31,7,2023-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2022-07-01,2023-01-31,6,2023-02-01,1,1,1.0,1.0
ET0307,crop_farming,ML2,2022-08-01,2023-01-31,5,2023-02-01,1,1,1.0,1.0
