zone_code,dominant_livelihood_zone,scenario,collection_date,projection_end,lead_end,cs_date,pred_phase,obs_phase,pred_continuous,obs_continuous
ET0308,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,3,3,2.5292981207730865,3.0
ET0308,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,3,3,2.5292981207730865,3.0
ET0308,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,3,3,2.3898536465007525,3.0
ET0308,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,3,3,2.3898536465007525,3.0
ET0308,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,3,3,2.5292981207730865,3.0
ET0308,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,3,3,2.5344474720615695,3.0
ET0308,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,3,3,2.5344474720615695,3.0
ET0309,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0309,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0310,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,2,2,1.7253642122868225,1.7323937883865903
ET0310,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,2,2,1.7253642122868225,1.7323937883865903
ET0310,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,2,2,1.7253642122868225,1.7323937883865903
ET0310,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,2,2,1.7253642122868225,1.7323937883865903
ET0310,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,2,3,1.7323937883865903,2.6463163781982297
ET0310,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,2,3,1.7323937883865903,2.6463163781982297
ET0310,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,2,3,1.7323937883865903,2.6463163781982297
ET0310,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,2,3,1.7323937883865903,2.6463163781982297
ET0310,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,2,3,1.7323937883865903,2.6463163781982297
ET0310,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,2,3,1.7323937883865903,2.6463163781982297
ET0310,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,2,3,1.7323937883865903,2.6463163781982297
ET0310,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,2,3,1.7323937883865903,2.6463163781982297
ET0311,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.1609346492197192,1.164957542120475
ET0311,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.1609346492197192,1.164957542120475
ET0311,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.1609346492197192,1.164957542120475
ET0311,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.1609346492197192,1.164957542120475
ET0311,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.164957542120475,1.466117698316821
ET0311,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.164957542120475,1.466117698316821
ET0311,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.164957542120475,1.466117698316821
ET0311,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.164957542120475,1.466117698316821
ET0311,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.164957542120475,1.466117698316821
ET0311,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.164957542120475,1.466117698316821
ET0311,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.164957542120475,1.466117698316821
ET0311,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.164957542120475,1.466117698316821
ET0312,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0312,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0312,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0312,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0312,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.0000000000000002,1.000031720550165
ET0312,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.0000000000000002,1.000031720550165
ET0312,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.0000000000000002,1.000031720550165
ET0312,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.0000000000000002,1.000031720550165
ET0312,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.0000000000000002,1.000031720550165
ET0312,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.0000000000000002,1.000031720550165
ET0312,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.0000000000000002,1.000031720550165
ET0312,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.0000000000000002,1.000031720550165
ET0401,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.1977281529190875,1.1977281529190875
ET0401,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.1977281529190875,1.1977281529190875
ET0402,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.1710172353290142,1.1710172353290142
ET0402,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.1710172353290142,1.1710172353290142
ET0403,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.0,1.0
ET0403,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.0,1.0
ET0403,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.0,1.0
ET0403,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.0,1.0
ET0403,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.0,1.0
ET0403,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.0,1.0
ET0403,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.0,1.0
ET0403,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.0,1.0
ET0403,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.0,1.0
ET0403,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.0,1.0
ET0403,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.0,1.0
ET0403,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.0,1.0
ET0404,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0404,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0404,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0404,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0404,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.0010077266158597,1.0000000000000002
ET0404,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.0010077266158597,1.0000000000000002
ET0404,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.0010077266158597,1.0000000000000002
ET0404,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0404,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0404,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.0010077266158597,1.0000000000000002
ET0404,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0404,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0405,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.0000000000000002,1.0000000000000002
ET0406,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.0006889560724532,1.0006889560724532
ET0406,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.0006889560724532,1.0006889560724532
ET0406,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.0006889560724532,1.0006889560724532
ET0406,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.0006889560724532,1.0006889560724532
ET0406,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,2,1,1.2409336819078405,1.013886523068095
ET0406,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,2,1,1.2409336819078405,1.013886523068095
ET0406,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,2,1,1.2409336819078405,1.013886523068095
ET0406,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.0006889560724532,1.013886523068095
ET0406,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.0006889560724532,1.013886523068095
ET0406,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,2,1,1.2409336819078405,1.013886523068095
ET0406,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.0006889560724532,1.013886523068095
ET0406,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.0006889560724532,1.013886523068095
ET0407,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,2,1.006803529526349,1.246803731703714
ET0407,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,2,1.006803529526349,1.246803731703714
ET0407,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,2,1.006803529526349,1.246803731703714
ET0407,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,2,1.006803529526349,1.246803731703714
ET0407,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,2,2,1.244753210839484,1.5466400645502534
ET0407,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,2,2,1.244753210839484,1.5466400645502534
ET0407,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,2,2,1.244753210839484,1.5466400645502534
ET0407,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,2,2,1.246803731703714,1.5466400645502534
ET0407,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,2,2,1.246803731703714,1.5466400645502534
ET0407,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,2,2,1.244753210839484,1.5466400645502534
ET0407,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,2,2,1.246803731703714,1.5466400645502534
ET0407,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,2,2,1.246803731703714,1.5466400645502534
ET0408,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.083423975987205,1.336425605533019
ET0408,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.083423975987205,1.336425605533019
ET0408,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.083423975987205,1.336425605533019
ET0408,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.083423975987205,1.336425605533019
ET0408,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.3368160925980894,1.4151440474773735
ET0408,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.3368160925980894,1.4151440474773735
ET0408,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.3368160925980894,1.4151440474773735
ET0408,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.3368100442026114,1.4151440474773735
ET0408,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.3368100442026114,1.4151440474773735
ET0408,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.3368160925980894,1.4151440474773735
ET0408,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.3368905338537502,1.4151440474773735
ET0408,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.3368905338537502,1.4151440474773735
ET0409,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,2,3,1.776540565184091,2.594543359780498
ET0409,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,2,3,1.776540565184091,2.594543359780498
ET0409,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,2,3,1.776540565184091,2.594543359780498
ET0409,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,2,3,1.776540565184091,2.594543359780498
ET0409,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,3,3,2.592822469000255,2.338035677822805
ET0409,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,3,3,2.592822469000255,2.338035677822805
ET0409,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,3,3,2.592822469000255,2.338035677822805
ET0409,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,3,3,2.593837994497225,2.338035677822805
ET0409,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,3,3,2.593837994497225,2.338035677822805
ET0409,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,3,3,2.592822469000255,2.338035677822805
ET0409,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,3,3,2.594543359780498,2.338035677822805
ET0409,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,3,3,2.594543359780498,2.338035677822805
ET0410,agropastoral,ML1,2025-12-01,2026-01-31,1,2026-02-01,3,2,1.5674586947575957,2.3712974162766756
ET0410,agropastoral,ML1,2025-11-01,2026-01-31,2,2026-02-01,3,2,1.5674586947575957,2.3712974162766756
ET0410,agropastoral,ML1,2025-10-01,2026-01-31,3,2026-02-01,3,2,1.5674586947575957,2.3712974162766756
ET0410,agropastoral,ML1,2026-01-01,2026-01-31,0,2026-02-01,3,2,1.5674586947575957,2.3712974162766756
ET0410,agropastoral,ML2,2025-10-01,2026-05-31,7,2026-06-01,2,3,2.35275406128162,2.156015408549162
ET0410,agropastoral,ML2,2025-11-01,2026-05-31,6,2026-06-01,2,3,2.35275406128162,2.156015408549162
ET0410,agropastoral,ML2,2025-12-01,2026-05-31,5,2026-06-01,2,3,2.35275406128162,2.156015408549162
ET0410,agropastoral,ML1,2026-04-01,2026-05-31,1,2026-06-01,2,3,2.3340966395486804,2.156015408549162
ET0410,agropastoral,ML1,2026-05-01,2026-05-31,0,2026-06-01,2,3,2.3340966395486804,2.156015408549162
ET0410,agropastoral,ML2,2026-01-01,2026-05-31,4,2026-06-01,2,3,2.35275406128162,2.156015408549162
ET0410,agropastoral,ML1,2026-03-01,2026-05-31,2,2026-06-01,2,3,2.371949085863764,2.156015408549162
ET0410,agropastoral,ML1,2026-02-01,2026-05-31,3,2026-06-01,2,3,2.371949085863764,2.156015408549162
ET0411,pastoral,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,3,1.364771516880391,1.6665630877131552
ET0411,pastoral,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,3,1.364771516880391,1.6665630877131552
ET0411,pastoral,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,3,1.364771516880391,1.6665630877131552
ET0411,pastoral,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,3,1.364771516880391,1.6665630877131552
ET0411,pastoral,ML2,2025-10-01,2026-05-31,7,2026-06-01,3,3,1.670225137948277,1.8448762604004123
ET0411,pastoral,ML2,2025-11-01,2026-05-31,6,2026-06-01,3,3,1.670225137948277,1.8448762604004123
ET0411,pastoral,ML2,2025-12-01,2026-05-31,5,2026-06-01,3,3,1.670225137948277,1.8448762604004123
ET0411,pastoral,ML1,2026-04-01,2026-05-31,1,2026-06-01,3,3,1.632713282572508,1.8448762604004123
ET0411,pastoral,ML1,2026-05-01,2026-05-31,0,2026-06-01,3,3,1.632713282572508,1.8448762604004123
ET0411,pastoral,ML2,2026-01-01,2026-05-31,4,2026-06-01,3,3,1.670225137948277,1.8448762604004123
ET0411,pastoral,ML1,2026-03-01,2026-05-31,2,2026-06-01,3,3,1.670225137948277,1.8448762604004123
ET0411,pastoral,ML1,2026-02-01,2026-05-31,3,2026-06-01,3,3,1.670225137948277,1.8448762604004123
ET0412,pastoral,ML1,2025-12-01,2026-01-31,1,2026-02-01,3,3,2.6399795569569764,2.54547201318819
ET0412,pastoral,ML1,2025-11-01,2026-01-31,2,2026-02-01,3,3,2.6399795569569764,2.54547201318819
ET0412,pastoral,ML1,2025-10-01,2026-01-31,3,2026-02-01,3,3,2.6399795569569764,2.54547201318819
ET0412,pastoral,ML1,2026-01-01,2026-01-31,0,2026-02-01,3,3,2.6399795569569764,2.54547201318819
ET0412,pastoral,ML2,2025-10-01,2026-05-31,7,2026-06-01,3,3,2.6473902413040955,2.640266660324291
ET0412,pastoral,ML2,2025-11-01,2026-05-31,6,2026-06-01,3,3,2.6473902413040955,2.640266660324291
ET0412,pastoral,ML2,2025-12-01,2026-05-31,5,2026-06-01,3,3,2.6473902413040955,2.640266660324291
ET0412,pastoral,ML1,2026-04-01,2026-05-31,1,2026-06-01,3,3,2.546728438749931,2.640266660324291
ET0412,pastoral,ML1,2026-05-01,2026-05-31,0,2026-06-01,3,3,2.546728438749931,2.640266660324291
ET0412,pastoral,ML2,2026-01-01,2026-05-31,4,2026-06-01,3,3,2.6473902413040955,2.640266660324291
ET0412,pastoral,ML1,2026-03-01,2026-05-31,2,2026-06-01,3,3,2.6473902413040955,2.640266660324291
ET0412,pastoral,ML1,2026-02-01,2026-05-31,3,2026-06-01,3,3,2.6473902413040955,2.640266660324291
ET0413,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.0087990336794117,1.0087990336794117
ET0413,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.0087990336794117,1.0087990336794117
ET0413,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.0087990336794117,1.0087990336794117
ET0413,crop_farming,ML1,2026-01-01,2026-01-31,0,2026-02-01,1,1,1.0087990336794117,1.0087990336794117
ET0413,crop_farming,ML2,2025-10-01,2026-05-31,7,2026-06-01,1,1,1.0087990336794117,1.0059130927193125
ET0413,crop_farming,ML2,2025-11-01,2026-05-31,6,2026-06-01,1,1,1.0087990336794117,1.0059130927193125
ET0413,crop_farming,ML2,2025-12-01,2026-05-31,5,2026-06-01,1,1,1.0087990336794117,1.0059130927193125
ET0413,crop_farming,ML1,2026-04-01,2026-05-31,1,2026-06-01,1,1,1.0087990336794117,1.0059130927193125
ET0413,crop_farming,ML1,2026-05-01,2026-05-31,0,2026-06-01,1,1,1.0087990336794117,1.0059130927193125
ET0413,crop_farming,ML2,2026-01-01,2026-05-31,4,2026-06-01,1,1,1.0087990336794117,1.0059130927193125
ET0413,crop_farming,ML1,2026-03-01,2026-05-31,2,2026-06-01,1,1,1.0087990336794117,1.0059130927193125
ET0413,crop_farming,ML1,2026-02-01,2026-05-31,3,2026-06-01,1,1,1.0087990336794117,1.0059130927193125
ET0414,pastoral,ML1,2025-12-01,2026-01-31,1,2026-02-01,2,2,1.4737603738486216,1.4692828845520685
ET0414,pastoral,ML1,2025-11-01,2026-01-31,2,2026-02-01,2,2,1.4737603738486216,1.4692828845520685
ET0414,pastoral,ML1,2025-10-01,2026-01-31,3,2026-02-01,2,2,1.4737603738486216,1.4692828845520685
ET0414,pastoral,ML1,2026-01-01,2026-01-31,0,2026-02-01,2,2,1.4737603738486216,1.4692828845520685
ET0414,pastoral,ML2,2025-10-01,2026-05-31,7,2026-06-01,2,3,1.489367867078071,1.6580512625059594
ET0414,pastoral,ML2,2025-11-01,2026-05-31,6,2026-06-01,2,3,1.489367867078071,1.6580512625059594
ET0414,pastoral,ML2,2025-12-01,2026-05-31,5,2026-06-01,2,3,1.489367867078071,1.6580512625059594
ET0414,pastoral,ML1,2026-04-01,2026-05-31,1,2026-06-01,2,3,1.4884604296166248,1.6580512625059594
ET0414,pastoral,ML1,2026-05-01,2026-05-31,0,2026-06-01,2,3,1.4884604296166248,1.6580512625059594
ET0414,pastoral,ML2,2026-01-01,2026-05-31,4,2026-06-01,2,3,1.489367867078071,1.6580512625059594
ET0414,pastoral,ML1,2026-03-01,2026-05-31,2,2026-06-01,2,3,1.489367867078071,1.6580512625059594
ET0414,pastoral,ML1,2026-02-01,2026-05-31,3,2026-06-01,2,3,1.489367867078071,1.6580512625059594
ET0415,pastoral,ML1,2025-12-01,2026-01-31,1,2026-02-01,2,2,1.2528785834684464,1.4419507806475602
ET0415,pastoral,ML1,2025-11-01,2026-01-31,2,2026-02-01,2,2,1.2528785834684464,1.4419507806475602
ET0415,pastoral,ML1,2025-10-01,2026-01-31,3,2026-02-01,2,2,1.2528785834684464,1.4419507806475602
ET0415,pastoral,ML1,2026-01-01,2026-01-31,0,2026-02-01,2,2,1.2528785834684464,1.4419507806475602
ET0415,pastoral,ML2,2025-10-01,2026-05-31,7,2026-06-01,2,2,1.4419507806475602,1.9447728724692956
ET0415,pastoral,ML2,2025-11-01,2026-05-31,6,2026-06-01,2,2,1.4419507806475602,1.9447728724692956
ET0415,pastoral,ML2,2025-12-01,2026-05-31,5,2026-06-01,2,2,1.4419507806475602,1.9447728724692956
ET0415,pastoral,ML1,2026-04-01,2026-05-31,1,2026-06-01,2,2,1.4419507806475602,1.9447728724692956
ET0415,pastoral,ML1,2026-05-01,2026-05-31,0,2026-06-01,2,2,1.4419507806475602,1.9447728724692956
ET0415,pastoral,ML2,2026-01-01,2026-05-31,4,2026-06-01,2,2,1.4419507806475602,1.9447728724692956
ET0415,pastoral,ML1,2026-03-01,2026-05-31,2,2026-06-01,2,2,1.4419507806475602,1.9447728724692956
ET0415,pastoral,ML1,2026-02-01,2026-05-31,3,2026-06-01,2,2,1.4419507806475602,1.9447728724692956
ET0416,crop_farming,ML1,2025-12-01,2026-01-31,1,2026-02-01,1,1,1.0,1.0
ET0416,crop_farming,ML1,2025-11-01,2026-01-31,2,2026-02-01,1,1,1.0,1.0
ET0416,crop_farming,ML1,2025-10-01,2026-01-31,3,2026-02-01,1,1,1.0,1.0
