livelihood_zone,n,weighted_f1,balanced_accuracy,accuracy,window,lead
agropastoral,45,0.04,0.037037037037037035,0.022222222222222223,default,0
crop_farming,603,0.026880140602548883,0.2549715909090909,0.05970149253731343,default,0
pastoral,180,0.02004965859714463,0.2236842105263158,0.09444444444444444,default,0
agropastoral,45,0.3148839841539332,0.3703703703703704,0.3333333333333333,default,1
crop_farming,603,0.42875895660181285,0.25072514522105743,0.41459369817578773,default,1
pastoral,180,0.38567538126361656,0.2867076684397163,0.34444444444444444,default,1
agropastoral,45,0.3300110741971207,0.33796296296296297,0.35555555555555557,default,2
crop_farming,603,0.4278907804138792,0.23217460262130507,0.4709784411276949,default,2
pastoral,180,0.14912210958722588,0.18880208333333331,0.15555555555555556,default,2
agropastoral,45,0.3507017543859649,0.39814814814814814,0.37777777777777777,default,3
crop_farming,603,0.40411146328841,0.24874947713329615,0.42122719734660036,default,3
pastoral,180,0.17404817404817405,0.13671875,0.19444444444444445,default,3
agropastoral,45,0.10758377425044091,0.06481481481481481,0.06666666666666667,default,4
crop_farming,603,0.20696345636703745,0.10856425611092947,0.12769485903814262,default,4
pastoral,180,0.08191089640365003,0.20182291666666666,0.06111111111111111,default,4
agropastoral,45,0.3710144927536232,0.3333333333333333,0.5333333333333333,default,8
crop_farming,603,0.11504271505830292,0.25,0.2703150912106136,default,8
pastoral,180,0.18652094717668488,0.25,0.35555555555555557,default,8
agropastoral,45,0.06666666666666667,0.3333333333333333,0.2,default,12
crop_farming,603,0.4303230791939083,0.25,0.5837479270315091,default,12
pastoral,180,0.000546448087431694,0.25,0.016666666666666666,default,12
agropastoral,90,0.02,0.018518518518518517,0.011111111111111112,extended,0
crop_farming,1206,0.03426402609114822,0.24537836210357286,0.04892205638474295,extended,0
pastoral,360,0.03231124299373558,0.20408163265306123,0.1111111111111111,extended,0
agropastoral,90,0.4368253968253968,0.46296296296296297,0.4666666666666667,extended,1
crop_farming,1206,0.4785089046675135,0.28252630214693647,0.48839137645107794,extended,1
pastoral,360,0.29774236903567713,0.32085893497183815,0.28055555555555556,extended,1
agropastoral,90,0.41332624490519226,0.358974358974359,0.43333333333333335,extended,2
crop_farming,1206,0.4031392598046861,0.2289542352468888,0.4253731343283582,extended,2
pastoral,360,0.13784567911745285,0.22004608294930875,0.1638888888888889,extended,2
agropastoral,90,0.23745670025144625,0.31125356125356124,0.26666666666666666,extended,3
crop_farming,1206,0.4582103804322843,0.2562458182791382,0.5033167495854063,extended,3
pastoral,360,0.12269521786126951,0.22148617511520735,0.11944444444444445,extended,3
agropastoral,90,0.0594115063680281,0.03133903133903134,0.03333333333333333,extended,4
crop_farming,1206,0.11297461042810156,0.06332463535394085,0.06467661691542288,extended,4
pastoral,360,0.04685228964188775,0.089573732718894,0.030555555555555555,extended,4
agropastoral,90,0.41269841269841273,0.32051282051282054,0.5555555555555556,extended,8
crop_farming,1206,0.1207094707816001,0.2598792716717245,0.2669983416252073,extended,8
pastoral,360,0.18863834422657955,0.2602040816326531,0.35,extended,8
agropastoral,90,0.06666666666666667,0.3333333333333333,0.2,extended,12
crop_farming,1206,0.4319988109765637,0.25,0.5845771144278606,extended,12
pastoral,360,0.0007458143074581431,0.25,0.019444444444444445,extended,12
