window,lhz,lead,zone_code,n,accuracy,f1_weighted,mae,rmse,r2,accuracy_baseline,f1_weighted_baseline,mae_baseline,rmse_baseline,r2_baseline
default,crop_farming,0,ET0604,9,0.6666666666666666,0.7238095238095239,0.3333333333333333,0.5773502691896257,-0.5,0.8888888888888888,0.8917748917748918,0.1111111111111111,0.3333333333333333,0.5
default,crop_farming,0,ET0605,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET0701,9,0.4444444444444444,0.47530864197530864,0.5555555555555556,0.7453559924999299,-1.25,0.7777777777777778,0.7592592592592593,0.2222222222222222,0.4714045207910317,0.10000000000000009
default,crop_farming,0,ET0702,9,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.6666666666666666,-1.0,0.5555555555555556,0.606060606060606,0.7777777777777778,1.2018504251546631,-5.5
default,crop_farming,0,ET0703,9,0.5555555555555556,0.5333333333333333,0.4444444444444444,0.6666666666666666,-0.38461538461538436,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.9428090415820634,-1.7692307692307687
default,crop_farming,0,ET0705,9,0.5555555555555556,0.5444444444444445,0.4444444444444444,0.6666666666666666,-0.8000000000000003,0.4444444444444444,0.4511784511784512,0.5555555555555556,0.7453559924999299,-1.2500000000000004
default,crop_farming,0,ET0706,9,0.6666666666666666,0.6222222222222222,0.3333333333333333,0.5773502691896257,-0.9285714285714288,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.816496580927726,-2.8571428571428577
default,crop_farming,0,ET0710,9,0.4444444444444444,0.43001443001442996,0.5555555555555556,0.7453559924999299,-1.2500000000000004,0.2222222222222222,0.25044091710758376,0.7777777777777778,0.8819171036881969,-2.1500000000000004
default,crop_farming,0,ET0713,9,0.5555555555555556,0.5666666666666667,0.4444444444444444,0.6666666666666666,-1.0,0.5555555555555556,0.5666666666666667,0.4444444444444444,0.6666666666666666,-1.0
default,crop_farming,0,ET0714,9,0.8888888888888888,0.886002886002886,0.1111111111111111,0.3333333333333333,0.5499999999999999,0.6666666666666666,0.6051282051282052,0.3333333333333333,0.5773502691896257,-0.3500000000000003
default,crop_farming,0,ET0715,9,1.0,1.0,0.0,0.0,1.0,0.5555555555555556,0.462962962962963,0.6666666666666666,1.0540925533894598,-3.500000000000001
default,crop_farming,0,ET0716,9,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.4714045207910317,-1.25,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.4714045207910317,-1.25
default,crop_farming,0,ET0720,9,0.6666666666666666,0.5940170940170941,0.3333333333333333,0.5773502691896257,0.15625,0.4444444444444444,0.37037037037037035,0.6666666666666666,0.9428090415820634,-1.25
default,crop_farming,0,ET0721,9,0.6666666666666666,0.6753246753246753,0.3333333333333333,0.5773502691896257,-0.5,0.4444444444444444,0.4102564102564103,0.5555555555555556,0.7453559924999299,-1.5
default,crop_farming,0,ET0722,9,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.816496580927726,-1.7000000000000006,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.8819171036881969,-2.1500000000000004
default,crop_farming,0,ET0723,9,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.8819171036881969,-2.1500000000000004,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.816496580927726,-1.7000000000000006
default,crop_farming,0,ET0724,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1101,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1102,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1103,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1104,9,0.3333333333333333,0.36507936507936506,0.6666666666666666,0.816496580927726,-0.5000000000000002,0.3333333333333333,0.4,0.8888888888888888,1.1547005383792515,-2.0000000000000004
default,crop_farming,0,ET1105,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1106,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1202,9,0.7777777777777778,0.875,0.2222222222222222,0.4714045207910317,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1203,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1204,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1301,9,0.7777777777777778,0.738095238095238,0.2222222222222222,0.4714045207910317,0.0,0.6666666666666666,0.5333333333333334,0.3333333333333333,0.5773502691896257,-0.5
default,crop_farming,0,ET1401,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,0,ET1501,9,0.6666666666666666,0.5333333333333334,0.3333333333333333,0.5773502691896257,-0.5,0.0,0.0,1.2222222222222223,1.2909944487358056,-6.5
default,crop_farming,0,ET1502,9,0.7777777777777778,0.738095238095238,0.2222222222222222,0.4714045207910317,0.0,0.8888888888888888,0.882051282051282,0.1111111111111111,0.3333333333333333,0.5
default,crop_farming,0,ET1600,9,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.816496580927726,-1.0769230769230766,0.5555555555555556,0.5555555555555556,0.6666666666666666,1.0540925533894598,-2.4615384615384612
default,crop_farming,1,ET0101,9,0.1111111111111111,0.13333333333333336,1.0,1.1055415967851334,0.3486842105263158,0.7777777777777778,0.7795414462081128,0.3333333333333333,0.7453559924999299,0.7039473684210527
default,crop_farming,1,ET0102,9,0.2222222222222222,0.18518518518518517,1.0,1.2909944487358056,-0.00746268656716409,0.5555555555555556,0.606060606060606,0.6666666666666666,1.1547005383792515,0.19402985074626866
default,crop_farming,1,ET0103,9,0.2222222222222222,0.1111111111111111,0.7777777777777778,0.8819171036881969,0.2674418604651163,0.5555555555555556,0.5493827160493827,0.5555555555555556,0.8819171036881969,0.2674418604651163
default,crop_farming,1,ET0104,9,0.3333333333333333,0.2222222222222222,0.7777777777777778,1.0,-0.6200000000000001,0.6666666666666666,0.692063492063492,0.4444444444444444,0.816496580927726,-0.08000000000000007
default,crop_farming,1,ET0105,9,0.5555555555555556,0.5820105820105819,0.5555555555555556,0.8819171036881969,0.30000000000000004,0.6666666666666666,0.6190476190476191,0.3333333333333333,0.5773502691896257,0.7
default,crop_farming,1,ET0106,9,0.1111111111111111,0.1111111111111111,1.1111111111111112,1.3333333333333333,-0.180327868852459,0.4444444444444444,0.5333333333333334,0.8888888888888888,1.3333333333333333,-0.180327868852459
default,crop_farming,1,ET0107,9,0.4444444444444444,0.5777777777777778,0.6666666666666666,0.9428090415820634,-0.2857142857142858,0.5555555555555556,0.6481481481481483,0.6666666666666666,1.0540925533894598,-0.6071428571428574
default,crop_farming,1,ET0301,9,0.4444444444444444,0.4202020202020202,0.5555555555555556,0.7453559924999299,-0.2500000000000002,0.2222222222222222,0.19753086419753085,1.0,1.2018504251546631,-2.2500000000000004
default,crop_farming,1,ET0302,9,0.4444444444444444,0.39191919191919194,0.5555555555555556,0.7453559924999299,-0.25,0.1111111111111111,0.04938271604938271,1.0,1.1055415967851334,-1.75
default,crop_farming,1,ET0303,9,0.6666666666666666,0.6772486772486772,0.4444444444444444,0.816496580927726,-0.5000000000000002,0.4444444444444444,0.5502645502645502,0.7777777777777778,1.1055415967851334,-1.7500000000000004
default,crop_farming,1,ET0304,9,0.2222222222222222,0.1212121212121212,0.7777777777777778,0.8819171036881969,-0.6578947368421055,0.3333333333333333,0.35185185185185186,0.8888888888888888,1.1547005383792515,-1.8421052631578951
default,crop_farming,1,ET0305,9,0.5555555555555556,0.5277777777777778,0.4444444444444444,0.6666666666666666,0.33333333333333337,0.4444444444444444,0.37037037037037035,0.6666666666666666,0.9428090415820634,-0.33333333333333326
default,crop_farming,1,ET0306,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0307,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0308,9,0.7777777777777778,0.6807760141093474,0.3333333333333333,0.7453559924999299,-0.022727272727272707,0.4444444444444444,0.42857142857142855,0.5555555555555556,0.7453559924999299,-0.022727272727272707
default,crop_farming,1,ET0309,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0310,9,0.4444444444444444,0.40909090909090906,0.5555555555555556,0.7453559924999299,-0.022727272727272707,0.3333333333333333,0.35714285714285715,0.7777777777777778,1.0,-0.8409090909090908
default,crop_farming,1,ET0311,9,0.7777777777777778,0.8174603174603174,0.2222222222222222,0.4714045207910317,-1.25,0.8888888888888888,0.8366013071895425,0.1111111111111111,0.3333333333333333,-0.125
default,crop_farming,1,ET0312,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0401,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0402,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0403,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0404,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0405,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0406,9,0.8888888888888888,0.874074074074074,0.1111111111111111,0.3333333333333333,0.3571428571428571,0.8888888888888888,0.874074074074074,0.1111111111111111,0.3333333333333333,0.3571428571428571
default,crop_farming,1,ET0407,9,0.5555555555555556,0.47619047619047616,0.4444444444444444,0.6666666666666666,-1.0,0.6666666666666666,0.6153846153846154,0.5555555555555556,1.0,-3.5
default,crop_farming,1,ET0408,9,0.4444444444444444,0.43636363636363634,0.5555555555555556,0.7453559924999299,-0.40625,0.4444444444444444,0.4259259259259259,0.6666666666666666,0.9428090415820634,-1.25
default,crop_farming,1,ET0409,9,0.5555555555555556,0.6296296296296295,0.4444444444444444,0.6666666666666666,-3.5,0.5555555555555556,0.6296296296296295,0.4444444444444444,0.6666666666666666,-3.5
default,crop_farming,1,ET0413,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0416,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0417,9,0.5555555555555556,0.48148148148148145,0.4444444444444444,0.6666666666666666,0.0,0.3333333333333333,0.303030303030303,0.7777777777777778,1.0,-1.25
default,crop_farming,1,ET0418,9,0.7777777777777778,0.6805555555555556,0.2222222222222222,0.4714045207910317,-0.2857142857142858,0.7777777777777778,0.6805555555555556,0.2222222222222222,0.4714045207910317,-0.2857142857142858
default,crop_farming,1,ET0419,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0420,9,0.7777777777777778,0.6805555555555556,0.2222222222222222,0.4714045207910317,-0.2857142857142858,0.7777777777777778,0.6805555555555556,0.2222222222222222,0.4714045207910317,-0.2857142857142858
default,crop_farming,1,ET0602,9,0.6666666666666666,0.5714285714285714,0.4444444444444444,0.816496580927726,0.0357142857142857,0.5555555555555556,0.5128205128205129,0.5555555555555556,0.8819171036881969,-0.125
default,crop_farming,1,ET0603,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0604,9,0.5555555555555556,0.6444444444444445,0.4444444444444444,0.6666666666666666,-1.0,0.8888888888888888,0.8917748917748918,0.1111111111111111,0.3333333333333333,0.5
default,crop_farming,1,ET0605,9,1.0,1.0,0.0,0.0,,1.0,1.0,0.0,0.0,
default,crop_farming,1,ET0701,9,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.816496580927726,-1.6999999999999997,0.7777777777777778,0.7592592592592593,0.2222222222222222,0.4714045207910317,0.10000000000000009
default,crop_farming,1,ET0702,9,0.4444444444444444,0.4102564102564103,0.5555555555555556,0.7453559924999299,-1.5,0.5555555555555556,0.606060606060606,0.7777777777777778,1.2018504251546631,-5.5
default,crop_farming,1,ET0703,9,0.5555555555555556,0.5333333333333333,0.4444444444444444,0.6666666666666666,-0.38461538461538436,0.4444444444444444,0.4444444444444444,0.6666666666666666,0.9428090415820634,-1.7692307692307687
default,crop_farming,1,ET0705,9,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.6666666666666666,-0.8000000000000003,0.4444444444444444,0.4511784511784512,0.5555555555555556,0.7453559924999299,-1.2500000000000004
default,crop_farming,1,ET0706,9,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.6666666666666666,-1.5714285714285716,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.816496580927726,-2.8571428571428577
default,crop_farming,1,ET0710,9,0.4444444444444444,0.3418803418803419,0.5555555555555556,0.7453559924999299,-1.2500000000000004,0.2222222222222222,0.25044091710758376,0.7777777777777778,0.8819171036881969,-2.1500000000000004
default,crop_farming,1,ET0713,9,0.7777777777777778,0.7833333333333334,0.2222222222222222,0.4714045207910317,0.0,0.5555555555555556,0.5666666666666667,0.4444444444444444,0.6666666666666666,-1.0
default,crop_farming,1,ET0714,9,0.8888888888888888,0.886002886002886,0.1111111111111111,0.3333333333333333,0.5499999999999999,0.6666666666666666,0.6051282051282052,0.3333333333333333,0.5773502691896257,-0.3500000000000003
default,crop_farming,1,ET0715,9,0.7777777777777778,0.7592592592592593,0.2222222222222222,0.4714045207910317,0.09999999999999987,0.5555555555555556,0.462962962962963,0.6666666666666666,1.0540925533894598,-3.500000000000001
default,crop_farming,1,ET0716,9,0.8888888888888888,0.8366013071895425,0.1111111111111111,0.3333333333333333,-0.125,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.4714045207910317,-1.25
default,crop_farming,1,ET0720,9,0.6666666666666666,0.5940170940170941,0.3333333333333333,0.5773502691896257,0.15625,0.4444444444444444,0.37037037037037035,0.6666666666666666,0.9428090415820634,-1.25
default,crop_farming,1,ET0721,9,0.4444444444444444,0.4102564102564103,0.5555555555555556,0.7453559924999299,-1.5,0.4444444444444444,0.4102564102564103,0.5555555555555556,0.7453559924999299,-1.5
