window,lhz,lead,n,accuracy,f1_weighted,mae,rmse,r2,accuracy_baseline,f1_weighted_baseline,mae_baseline,rmse_baseline,r2_baseline
default,agropastoral,0,45,0.6666666666666666,0.6671023965141611,0.35555555555555557,0.6324555320336759,0.15094339622641506,0.6222222222222222,0.6066951566951567,0.4,0.6666666666666666,0.05660377358490565
default,agropastoral,1,45,0.5777777777777777,0.5729629629629629,0.4444444444444444,0.699205898780101,-0.037735849056603765,0.6222222222222222,0.6066951566951567,0.4,0.6666666666666666,0.05660377358490565
default,agropastoral,2,45,0.6444444444444445,0.6434886499402628,0.37777777777777777,0.6497862896539309,0.10377358490566035,0.6222222222222222,0.6066951566951567,0.4,0.6666666666666666,0.05660377358490565
default,agropastoral,3,45,0.6,0.5656177156177157,0.4,0.6324555320336759,0.15094339622641506,0.6222222222222222,0.6066951566951567,0.4,0.6666666666666666,0.05660377358490565
default,agropastoral,4,45,0.5777777777777777,0.571496642841672,0.4444444444444444,0.699205898780101,-0.037735849056603765,0.6,0.5662640901771336,0.4222222222222222,0.6831300510639732,0.009433962264150941
default,agropastoral,8,45,0.6222222222222222,0.6161973048563437,0.4,0.6666666666666666,0.05660377358490565,0.5111111111111111,0.45863142705247967,0.5111111111111111,0.7453559924999299,-0.179245283018868
default,agropastoral,12,45,0.5111111111111111,0.49455840455840455,0.5111111111111111,0.7453559924999299,-0.179245283018868,0.5111111111111111,0.4754882154882155,0.5333333333333333,0.7888106377466155,-0.3207547169811322
default,crop_farming,0,603,0.7014925373134329,0.6894786371852768,0.31343283582089554,0.5859040724295678,0.5970188284518828,0.6998341625207297,0.6753803731025678,0.36318407960199006,0.7041690585493247,0.41791608554160853
default,crop_farming,1,603,0.7048092868988391,0.6878493254508704,0.31343283582089554,0.5971185648019809,0.5814446768944677,0.6998341625207297,0.6753803731025678,0.36318407960199006,0.7041690585493247,0.41791608554160853
default,crop_farming,2,603,0.6865671641791045,0.6651558459481112,0.3333333333333333,0.6162530547827099,0.5541899116689911,0.6998341625207297,0.6753803731025678,0.36318407960199006,0.7041690585493247,0.41791608554160853
default,crop_farming,3,603,0.6749585406301825,0.6435358667654634,0.351575456053068,0.6413087778834634,0.5172013017201301,0.6998341625207297,0.6753803731025678,0.36318407960199006,0.7041690585493247,0.41791608554160853
default,crop_farming,4,603,0.6650082918739635,0.623860124541076,0.3747927031509121,0.676543747873018,0.46269177126917704,0.681592039800995,0.6495140711278635,0.3880597014925373,0.7375275805057282,0.3614597861459786
default,crop_farming,8,603,0.648424543946932,0.6084932097620475,0.417910447761194,0.7508977490438171,0.33809855880985584,0.6285240464344942,0.5834486959642545,0.4560530679933665,0.8093565611754467,0.23102626685262662
default,crop_farming,12,603,0.6650082918739635,0.6249803019858836,0.41459369817578773,0.7662014595502382,0.3108437935843793,0.6301824212271974,0.5802996425977319,0.5008291873963516,0.8903387843467824,0.06944444444444442
default,pastoral,0,180,0.6277777777777778,0.6263273125342091,0.37777777777777777,0.6236095644623235,0.04624933767315076,0.5833333333333334,0.5998593015187725,0.4166666666666667,0.6454972243679028,-0.0218757096359099
default,pastoral,1,180,0.6277777777777778,0.6292337313949463,0.37777777777777777,0.6236095644623235,0.04624933767315076,0.5833333333333334,0.5998593015187725,0.4166666666666667,0.6454972243679028,-0.0218757096359099
default,pastoral,2,180,0.6166666666666667,0.6048703549554372,0.38333333333333336,0.6191391873668903,0.05987434713496298,0.5833333333333334,0.5998593015187725,0.4166666666666667,0.6454972243679028,-0.0218757096359099
default,pastoral,3,180,0.5277777777777778,0.5108544739198655,0.4722222222222222,0.6871842709362768,-0.15812580425403122,0.5833333333333334,0.5998593015187725,0.4166666666666667,0.6454972243679028,-0.0218757096359099
default,pastoral,4,180,0.5111111111111111,0.49853479853479854,0.49444444444444446,0.711024300256718,-0.23987586102490388,0.5166666666666667,0.5257617532697066,0.5,0.7302967433402214,-0.30800090833396454
default,pastoral,8,180,0.4666666666666667,0.4439235007416826,0.5666666666666667,0.7958224257542215,-0.553251078646583,0.5166666666666667,0.49525129247157135,0.5277777777777778,0.7852812659593165,-0.5123760502611465
default,pastoral,12,180,0.5777777777777777,0.5273475495697718,0.4388888888888889,0.6871842709362768,-0.15812580425403122,0.4777777777777778,0.45035724701079033,0.5666666666666667,0.8096638534327413,-0.6077511164938314
extended,agropastoral,0,75,0.64,0.6395833333333333,0.37333333333333335,0.6324555320336759,0.16851441241685106,0.6,0.5894372294372294,0.41333333333333333,0.6633249580710799,0.08536585365853622
extended,agropastoral,1,75,0.5733333333333334,0.5773576290169725,0.44,0.6831300510639732,0.02993348115299288,0.6,0.5894372294372294,0.41333333333333333,0.6633249580710799,0.08536585365853622
extended,agropastoral,2,75,0.6266666666666667,0.6284949951280008,0.38666666666666666,0.6429100507328637,0.14079822616407944,0.6,0.5894372294372294,0.41333333333333333,0.6633249580710799,0.08536585365853622
extended,agropastoral,3,75,0.6533333333333333,0.622387104712686,0.3466666666666667,0.5887840577551898,0.2793791574279376,0.6,0.5894372294372294,0.41333333333333333,0.6633249580710799,0.08536585365853622
extended,agropastoral,4,75,0.6533333333333333,0.6469761542364282,0.36,0.621825270205921,0.19623059866962267,0.64,0.628975468975469,0.37333333333333335,0.6324555320336759,0.16851441241685106
extended,agropastoral,8,75,0.6533333333333333,0.6454256854256853,0.36,0.621825270205921,0.19623059866962267,0.5866666666666667,0.5720430107526883,0.4266666666666667,0.6733003292241385,0.057649667405764604
extended,agropastoral,12,75,0.5466666666666666,0.5392884510125889,0.4666666666666667,0.7023769168568492,-0.025498891352550235,0.5066666666666667,0.4905073566717402,0.52,0.7571877794400365,-0.19179600886918013
extended,crop_farming,0,1005,0.6885572139303483,0.6757312052238418,0.3243781094527363,0.5918181783444181,0.5742109735518768,0.672636815920398,0.6491202871486338,0.38109452736318405,0.7018100265975371,0.4012341815573267
extended,crop_farming,1,1005,0.6975124378109453,0.6815945595463226,0.3174129353233831,0.5926582329593738,0.5730013456358309,0.672636815920398,0.6491202871486338,0.38109452736318405,0.7018100265975371,0.4012341815573267
extended,crop_farming,2,1005,0.672636815920398,0.6499244141806895,0.34626865671641793,0.6229443807375883,0.5282451127421361,0.672636815920398,0.6491202871486338,0.38109452736318405,0.7018100265975371,0.4012341815573267
extended,crop_farming,3,1005,0.6945273631840796,0.6661966077962974,0.32935323383084575,0.6173285408623062,0.5367125081544568,0.672636815920398,0.6491202871486338,0.38109452736318405,0.7018100265975371,0.4012341815573267
extended,crop_farming,4,1005,0.6507462686567164,0.6154019543833735,0.38308457711442784,0.672856833515095,0.4496192981991589,0.6676616915422886,0.6425315460095788,0.3880597014925373,0.7137595787927529,0.3806705069845481
extended,crop_farming,8,1005,0.6666666666666666,0.6364148367575407,0.3850746268656716,0.7060506091538815,0.3939764140610519,0.6437810945273632,0.6126147184601263,0.4218905472636816,0.7570563574518141,0.30325432035761657
extended,crop_farming,12,1005,0.6547263681592039,0.6081863816688592,0.4109452736318408,0.7417875411591283,0.33107576242667003,0.6308457711442786,0.5963827958194351,0.4696517412935323,0.8297934766737735,0.1629374820963032
extended,pastoral,0,300,0.6166666666666667,0.5994943000294725,0.39,0.6350852961085883,0.0969250671708628,0.58,0.594781619654231,0.4266666666666667,0.6633249580710799,0.01482734600457769
extended,pastoral,1,300,0.6066666666666667,0.59348303870043,0.4,0.6429100507328637,0.07453477958005783,0.58,0.594781619654231,0.4266666666666667,0.6633249580710799,0.01482734600457769
extended,pastoral,2,300,0.6,0.5680573939560498,0.4,0.6324555320336759,0.1043884963677979,0.58,0.594781619654231,0.4266666666666667,0.6633249580710799,0.01482734600457769
extended,pastoral,3,300,0.54,0.49029579267317236,0.46,0.6782329983125268,-0.02995322917703236,0.58,0.594781619654231,0.4266666666666667,0.6633249580710799,0.01482734600457769
extended,pastoral,4,300,0.5133333333333333,0.4707947175348496,0.49333333333333335,0.7118052168020874,-0.13444123793412266,0.5066666666666667,0.5165376805376806,0.51,0.7371114795831993,-0.21653895910040788
extended,pastoral,8,300,0.5033333333333333,0.44917708554072194,0.5233333333333333,0.7593857166596345,-0.291173251069758,0.5233333333333333,0.5255481295321867,0.5033333333333333,0.7461009761866464,-0.24639267588814806
extended,pastoral,12,300,0.5266666666666666,0.46173134042349334,0.49333333333333335,0.7302967433402214,-0.1941486715096028,0.45,0.4481541817244199,0.58,0.8,-0.43297840581152336
