window,lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline
default,crop_farming,1,ET1202,9,0.45871701836586,0.5185625610903248,-55.480613708496094,0.04802534356713295,0.08319457025830009,-0.45374107360839844
default,crop_farming,1,ET1203,9,0.08337491005659103,0.08934748462798443,-33737.11328125,0.0002600087027531117,0.0005515617632380681,-0.28571414947509766
default,crop_farming,1,ET1204,9,0.10029314458370209,0.10318307722295626,-172.07640075683594,0.005832009948790073,0.009421068180212284,-0.44285011291503906
default,crop_farming,1,ET1301,9,0.44384539127349854,0.4888253499263685,-351.962646484375,0.02707657590508461,0.03803102189934407,-1.136472463607788
default,crop_farming,1,ET1401,9,0.16648688912391663,0.20459024433834216,-5156069.5,4.8160552978515625e-05,0.00010216396079040713,-0.2857142686843872
default,crop_farming,1,ET1501,9,0.3605080544948578,0.45786652490352225,-2.6390674114227295,0.15025150775909424,0.3193105518388407,-0.7698596715927124
default,crop_farming,1,ET1502,9,0.11664768308401108,0.18521237589032633,0.7559479475021362,0.12020659446716309,0.21454308018083224,0.6725300550460815
default,crop_farming,1,ET1600,9,0.46038901805877686,0.5873081705734138,-1.4439866542816162,0.5233294367790222,0.5948764255167536,-1.507380485534668
default,crop_farming,2,ET0101,9,0.5731834769248962,0.7465571217844192,0.6582128405570984,0.4225214719772339,0.7902979102547169,0.6169888973236084
default,crop_farming,2,ET0102,9,0.557945728302002,0.9341563361246381,0.44327330589294434,0.5292166471481323,0.9185656291189143,0.46170133352279663
default,crop_farming,2,ET0103,9,0.612877607345581,0.9160893132028978,0.30512261390686035,0.6204403638839722,0.9139340302263808,0.30838847160339355
default,crop_farming,2,ET0104,9,0.6097438335418701,0.7985792448532354,0.3214518427848816,0.5836002826690674,0.760148449629372,0.3851892352104187
default,crop_farming,2,ET0105,9,0.4120863080024719,0.5612070004700874,0.7140814065933228,0.3323628604412079,0.5742461528856802,0.7006409168243408
default,crop_farming,2,ET0106,9,0.7226445078849792,1.120065037678237,0.1387748122215271,0.737506091594696,1.1035133024208135,0.164040207862854
default,crop_farming,2,ET0107,9,0.6312911510467529,0.9794620650005836,-0.4041823148727417,0.5964927673339844,0.9446502446517502,-0.30614185333251953
default,crop_farming,2,ET0301,9,0.619959831237793,0.8001654513455186,-1.1040067672729492,0.6443601250648499,0.7654896830655269,-0.9256007671356201
default,crop_farming,2,ET0302,9,0.3192206621170044,0.43693127451158326,-1.7627160549163818,0.17566841840744019,0.24400095186770926,0.13842511177062988
default,crop_farming,2,ET0303,9,0.7448358535766602,0.9379395090476778,-0.21943163871765137,0.7433272004127502,0.832203019012131,0.040010809898376465
default,crop_farming,2,ET0304,9,0.624353289604187,0.8359940768196319,-0.8140325546264648,0.5560177564620972,0.6404140869548648,-0.0645362138748169
default,crop_farming,2,ET0305,9,0.6841109395027161,0.8350447763212798,-2.9875171184539795,0.3248427212238312,0.43355073801412713,-0.07488715648651123
default,crop_farming,2,ET0306,9,0.2270233929157257,0.29181173100373237,-9.80282211303711,0.1186293512582779,0.14479995570595403,-1.6599197387695312
default,crop_farming,2,ET0307,9,0.13542979955673218,0.1782663474678929,-10888702.0,1.923243144119624e-05,4.893995972781995e-05,0.1793375015258789
default,crop_farming,2,ET0308,9,0.6201077699661255,0.7400806035785855,0.18244433403015137,0.5675532817840576,0.6918606746469002,0.2855093479156494
default,crop_farming,2,ET0309,9,0.09527277946472168,0.10561781521631877,-2161.634033203125,0.0015184349613264203,0.0027319888017946423,-0.446993350982666
default,crop_farming,2,ET0310,9,0.6092259287834167,0.7494657521022684,-0.030272364616394043,0.6783285737037659,0.816379674451579,-0.22245490550994873
default,crop_farming,2,ET0311,9,0.17702072858810425,0.2665307646147765,-6.012748718261719,0.15170492231845856,0.19726446359122546,-2.8414156436920166
default,crop_farming,2,ET0312,9,0.09752054512500763,0.11284547467182794,-11890.33984375,0.0006254249019548297,0.001004022674613518,0.058653414249420166
default,crop_farming,2,ET0401,9,0.07267145067453384,0.07712020538530234,0.015857398509979248,0.021916057914495468,0.0629211704047979,0.34488844871520996
