lhz,lead,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
agropastoral,0,45,0.4036129174878995,0.5452402189892938,0.23492959070160846,0.3396526166420552,0.4959526740056148,0.3669965015344797,0.44175858945638496,0.5791462026695346,0.13681861857709476
agropastoral,1,45,0.38004476616577815,0.49354414831225124,0.37312976082490856,0.3396526166420552,0.4959526740056148,0.3669965015344797,0.44175858945638496,0.5791462026695346,0.13681861857709476
agropastoral,2,45,0.4083785983570424,0.5265224892415489,0.28655665761846993,0.3396526166420552,0.4959526740056148,0.3669965015344797,0.44175858945638496,0.5791462026695346,0.13681861857709476
agropastoral,3,45,0.4077457777708861,0.5408519290404888,0.2471951576415895,0.3396526166420552,0.4959526740056148,0.3669965015344797,0.44175858945638496,0.5791462026695346,0.13681861857709476
agropastoral,4,45,0.441893635952955,0.5587134246515052,0.19665175144910396,0.36484710589711794,0.507015585084112,0.33844149599875495,0.44175858945638496,0.5791462026695346,0.13681861857709476
agropastoral,8,45,0.4231058578658835,0.5187045701011087,0.30758608545321375,0.4287118228488675,0.5984142379980666,0.07842756933206319,0.44175858945638496,0.5791462026695346,0.13681861857709476
agropastoral,12,45,0.41174020674723927,0.5045487484237408,0.344863336874766,0.47235127488991696,0.6556413483914932,-0.10626279687629236,0.44175858945638496,0.5791462026695346,0.13681861857709476
crop_farming,0,603,0.31807332614506334,0.5141740355522297,0.5984785452666885,0.2634561118466196,0.4843416106671752,0.6437195146596164,0.35305264071658177,0.6559653866038714,0.34649288702612846
crop_farming,1,603,0.32036888654490253,0.5132223735838312,0.5999634863715592,0.2634561118466196,0.4843416106671752,0.6437195146596164,0.35305264071658177,0.6559653866038714,0.34649288702612846
crop_farming,2,603,0.318922369101716,0.5089292973275255,0.6066280607256154,0.2634561118466196,0.4843416106671752,0.6437195146596164,0.35305264071658177,0.6559653866038714,0.34649288702612846
crop_farming,3,603,0.329518013985106,0.5395970604043171,0.5577909543845252,0.2634561118466196,0.4843416106671752,0.6437195146596164,0.35305264071658177,0.6559653866038714,0.34649288702612846
crop_farming,4,603,0.3531120211496624,0.5684615246268196,0.5092157434205908,0.29445845439193163,0.5393069422265868,0.5582663401978049,0.35305264071658177,0.6559653866038714,0.34649288702612846
crop_farming,8,603,0.3972968707330483,0.6579815452831148,0.34246950745185356,0.3355291599901303,0.6210466861564822,0.4142167227171273,0.35305264071658177,0.6559653866038714,0.34649288702612846
crop_farming,12,603,0.3927578093171264,0.6556925725921674,0.347036357235155,0.3999172544503842,0.6997555816119351,0.25632836926788904,0.35305264071658177,0.6559653866038714,0.34649288702612846
pastoral,0,180,0.38655438280263166,0.5042799415545126,0.35873064608619354,0.3382886393188928,0.48635528787038795,0.4035083314116319,0.5732987703644838,0.7198381989899996,-0.3066728769919784
pastoral,1,180,0.40087947234437443,0.5110832376290857,0.34131105805922524,0.3382886393188928,0.48635528787038795,0.4035083314116319,0.5732987703644838,0.7198381989899996,-0.3066728769919784
pastoral,2,180,0.4217759665962281,0.521751939244729,0.3135241843150871,0.3382886393188928,0.48635528787038795,0.4035083314116319,0.5732987703644838,0.7198381989899996,-0.3066728769919784
pastoral,3,180,0.43636463163504857,0.541599489721657,0.26030345371928043,0.3382886393188928,0.48635528787038795,0.4035083314116319,0.5732987703644838,0.7198381989899996,-0.3066728769919784
pastoral,4,180,0.4549872654981611,0.5875696903169286,0.1294056039264998,0.40636426604163156,0.5519713763664915,0.2317010988082523,0.5732987703644838,0.7198381989899996,-0.3066728769919784
pastoral,8,180,0.42616826221419574,0.559061801643802,0.2118357401383374,0.42232965144300727,0.5890271356370795,0.12508129173108717,0.5732987703644838,0.7198381989899996,-0.3066728769919784
pastoral,12,180,0.4485984657045293,0.6099554535798151,0.061804522194110034,0.4567531004229377,0.6170332858805453,0.03990483339511064,0.5732987703644838,0.7198381989899996,-0.3066728769919784
