zone_id,zone_name,zone_code,time,scenario,ipc_continuous,ipc_continuous_area,ipc_phase_20pct,pct_phase3plus,pop_coverage,pop_total,low_coverage,pct_phase1,pct_phase2,pct_phase3,pct_phase4,pct_phase5,ha_share
31,Fanti-Zone 4,ET0204,2011-04-01,CS,2.9794773595221797,2.9898245623951096,3,0.9794773595221797,1.0,345580.1718623514,False,0.0,0.020522640477820292,0.9794773595221797,0.0,0.0,0.0
32,Finfine Special,ET0420,2011-04-01,CS,1.016566389924495,1.026253308300179,1,0.0,0.7768639865115472,1409622.8308836774,False,0.9834336100755047,0.01656638992449525,0.0,0.0,0.0,0.0
33,Gabi-Zone 3,ET0203,2011-04-01,CS,2.967566350663961,2.9883809569134483,3,0.9675663506639609,0.955943945536686,277450.4936113413,False,0.0,0.032433649336039,0.9675663506639609,0.0,0.0,0.0
34,Gamo,ET0710,2011-04-01,CS,2.6541560235589237,2.7614005631874843,3,0.6541560235589231,0.9860436254507468,1804773.6082971995,False,0.0,0.34584397644107684,0.6541560235589231,0.0,0.0,0.0
35,Gedeo,ET0705,2011-04-01,CS,2.939880938590402,2.9064537218127673,3,0.9443483848139579,1.0,1266808.429285286,False,0.004467446223556015,0.051184168962486336,0.9443483848139579,0.0,0.0,0.0
36,Gofa,ET0715,2011-04-01,CS,2.3441130247540722,2.190440839605035,3,0.5994117100083974,1.0,745290.620385392,False,0.2552986852543251,0.1452896047372775,0.5994117100083974,0.0,0.0,0.0
37,Guji,ET0414,2011-04-01,CS,2.041580973541688,2.6214124362612172,3,0.43472023525472747,1.0,1721894.6175645248,False,0.39313926171303937,0.1721405030322333,0.43472023525472747,0.0,0.0,0.0
38,Guraghe,ET0701,2011-04-01,CS,1.8198092496042004,1.7304958976399334,2,0.015034758289774627,1.0,1949479.7307290754,False,0.19522550868557434,0.7897397330246511,0.015034758289774627,0.0,0.0,0.0
39,Hadiya,ET0702,2011-04-01,CS,2.973053167887647,2.9512028225774367,3,0.9754112820679262,1.0,1985560.9725683639,False,0.0023581141802796572,0.022230603751794184,0.9754112820679262,0.0,0.0,0.0
40,Halaba,ET0714,2011-04-01,CS,2.116518546117325,2.123257205518506,2,0.11651854611732491,0.9937911761025008,413528.94707524707,False,0.0,0.8834814538826751,0.11651854611732491,0.0,0.0,0.0
41,Harari,ET1301,2011-04-01,CS,2.64276269706153,2.8792451888482007,3,0.6427626970615303,0.1370831882433987,282662.8455420481,True,0.0,0.3572373029384698,0.6427626970615303,0.0,0.0,0.0
42,Hari-Zone 5,ET0205,2011-04-01,CS,2.943163400995383,2.978651311658975,3,0.9431634009953822,1.0,270663.36764761095,False,0.0,0.05683659900461786,0.9431634009953822,0.0,0.0,0.0
43,Horo Gudru Wellega,ET0419,2011-04-01,CS,1.0108053547573064,1.0096961415665753,1,0.0,1.0,934096.1790902439,False,0.989194645242694,0.010805354757306172,0.0,0.0,0.0,0.0
44,Ilu Aba Bora,ET0403,2011-04-01,CS,1.0012289515331452,1.0109860637083181,1,0.0,1.0,1176327.4471070457,False,0.9987710484668546,0.0012289515331453799,0.0,0.0,0.0,0.0
45,Itang Special woreda,ET1204,2011-04-01,CS,1.9961470772215517,1.9854466423877162,2,0.0,0.999350570178506,71371.08987589851,False,0.003852922778448712,0.9961470772215516,0.0,0.0,0.0,0.0
46,Jarar,ET0503,2011-04-01,CS,3.9951516311456823,3.995870706948207,4,1.0,0.9974743523447588,698739.3566098043,False,0.0,0.0,0.004848368854317637,0.9951516311456824,0.0,0.0
47,Jimma,ET0404,2011-04-01,CS,1.002187358882573,1.0058791672841314,1,0.0003320886196977431,1.0,4242556.797243193,False,0.9981447297371248,0.0015231816431775732,0.0003320886196977431,0.0,0.0,0.0
48,Kamashi,ET0604,2011-04-01,CS,1.131615512173159,1.2281610546216744,1,0.0,0.9997005073720736,189260.69721508544,False,0.868384487826841,0.131615512173159,0.0,0.0,0.0,0.0
49,Kefa,ET1102,2011-04-01,CS,1.0003555089939904,1.0036521741391524,1,0.00017775449699518862,1.0,1387553.498768316,False,0.9998222455030048,0.0,0.00017775449699518862,0.0,0.0,0.0
50,Kellem Wollega,ET0418,2011-04-01,CS,1.0024895101069393,1.0162660772810883,1,0.0,0.9998392854102819,1328817.2187591335,False,0.9975104898930605,0.0024895101069394706,0.0,0.0,0.0,0.0
51,Kembata Tembaro,ET0703,2011-04-01,CS,2.9956479752876404,2.9867116074189313,3,0.9956479752876412,1.0,1071114.1653439677,False,0.0,0.004352024712358701,0.9956479752876412,0.0,0.0,0.0
52,Kilbati-Zone 2,ET0202,2011-04-01,CS,2.961600836495857,2.9904844522716245,3,0.9616008364958565,0.994042643253905,547557.016720673,False,0.0,0.038399163504143456,0.9616008364958565,0.0,0.0,0.0
53,Konso,ET0713,2011-04-01,CS,3.0,3.0000000836284695,3,1.0,1.0,414840.07740495313,False,0.0,0.0,1.0,0.0,0.0,0.0
54,Konta Special,ET1106,2011-04-01,CS,1.0365068806679485,1.0345409414578148,1,0.0,1.0,154800.0045190492,False,0.9634931193320515,0.036506880667948584,0.0,0.0,0.0,0.0
55,Korahe,ET0505,2011-04-01,CS,4.0,3.9999998226182094,4,1.0,1.0,461397.0061978053,False,0.0,0.0,0.0,1.0,0.0,0.0
56,Liban,ET0509,2011-04-01,CS,3.0,3.0000000291785587,3,1.0,0.9967195057185021,522127.11648477043,False,0.0,0.0,1.0,0.0,0.0,0.0
57,Majang,ET1203,2011-04-01,CS,1.9037933713887263,1.9378196712612106,2,0.0,1.0,124512.24703814066,False,0.09620662861127378,0.9037933713887261,0.0,0.0,0.0,0.0
58,Mao Komo Special,ET0605,2011-04-01,CS,1.922934725340447,1.981384487392685,2,0.0,0.9953995088209834,84048.01374891962,False,0.07706527465955298,0.9229347253404471,0.0,0.0,0.0,0.0
59,Mekelle Tigray,ET0107,2011-04-01,CS,1.9999999999999993,1.9999998650195423,2,0.0,1.0,414697.5184258082,False,0.0,0.9999999999999999,0.0,0.0,0.0,0.0
60,Metekel,ET0602,2011-04-01,CS,1.0030321480379802,1.0093315150604845,1,0.0,0.9997288038491731,523263.33101065387,False,0.99696785196202,0.00303214803798012,0.0,0.0,0.0,0.0
61,Mirab Omo,ET1105,2011-04-01,CS,1.0042764553116357,1.0133241993997062,1,0.0021382276558178683,0.999312139461974,325931.74967438576,False,0.997861772344182,0.0,0.0021382276558178683,0.0,0.0,0.0
62,Nogob,ET0510,2011-04-01,CS,3.9999151423710972,3.9998281950837176,4,1.0,1.0,208200.2347308145,False,0.0,0.0,8.485762890158819e-05,0.9999151423710985,0.0,0.0
63,North Gondar,ET0301,2011-04-01,CS,1.998690575468969,1.9951501278271597,2,0.0014223672680613016,1.0,970532.4620399072,False,0.0027317917990925026,0.9958458409328462,0.0014223672680613016,0.0,0.0,0.0
64,North Shewa (AM),ET0305,2011-04-01,CS,2.061981307817336,2.0677967234869308,2,0.09552953310767173,1.0,2656205.510196898,False,0.03354822529033616,0.870922241601992,0.09552953310767173,0.0,0.0,0.0
65,North Shewa (OR),ET0406,2011-04-01,CS,1.9634596559568456,1.9467196307321053,2,0.0,1.0,1938824.0761119395,False,0.03654034404315432,0.9634596559568458,0.0,0.0,0.0,0.0
66,North Wello,ET0303,2011-04-01,CS,2.1800769902552157,2.2285838797687076,2,0.1800769902552153,1.0,1977193.9587202754,False,0.0,0.8199230097447847,0.1800769902552153,0.0,0.0,0.0
67,North Western Tigray,ET0101,2011-04-01,CS,1.994377880599762,1.9906330316451106,2,0.0,0.992548311355679,1116838.2079859169,False,0.005622119400238053,0.994377880599762,0.0,0.0,0.0,0.0
68,Nuwer,ET1201,2011-04-01,CS,2.74457161089786,2.871712793102899,3,0.7445716108978601,0.9832116581689526,213948.3800163466,False,0.0,0.2554283891021397,0.7445716108978601,0.0,0.0,0.0
69,Oromia,ET0310,2011-04-01,CS,2.0171811601911385,2.0413465356030085,2,0.017181160191137988,1.0,672290.1599369282,False,0.0,0.9828188398088622,0.017181160191137988,0.0,0.0,0.0
70,Region 14,ET1401,2011-04-01,CS,1.0,1.0000000227656636,1,0.0,0.009025856267574435,3646509.1812690133,True,1.0,0.0,0.0,0.0,0.0,0.0
71,Shabelle,ET0506,2011-04-01,CS,3.8490151796286303,3.6402415746021832,4,0.9999999999999998,0.999584442959705,752634.2864424471,False,0.0,0.0,0.15098482037136865,0.8490151796286312,0.0,0.0
72,Sheka,ET1101,2011-04-01,CS,1.0216259932204315,1.0351974059070561,1,0.0,1.0,324139.6499691203,False,0.9783740067795685,0.021625993220431343,0.0,0.0,0.0,0.0
73,Sidama,ET1600,2011-04-01,CS,2.277502695163399,2.314627162812844,3,0.28291407904020244,0.9801234771504373,5079774.632431726,False,0.0054113838768033926,0.7116745370829941,0.28291407904020244,0.0,0.0,0.0
74,Siltie,ET0720,2011-04-01,CS,2.018733913766563,2.0102428534692383,2,0.021754603249319934,1.0,1221152.8928924603,False,0.0030206894827568814,0.9752247072679232,0.021754603249319934,0.0,0.0,0.0
75,Siti,ET0501,2011-04-01,CS,2.9718466561917514,2.9955845819409364,3,0.9718466561917515,0.9975015263266415,889945.5018412191,False,0.0,0.028153343808248694,0.9718466561917515,0.0,0.0,0.0
76,South Eastern Tigray,ET0106,2011-04-01,CS,2.005158527822379,2.0127378775653075,2,0.0051585278223788954,1.0,647334.9243523604,False,0.0,0.9948414721776212,0.0051585278223788954,0.0,0.0,0.0
77,South Gondar,ET0302,2011-04-01,CS,1.786719714058368,1.9188558866334966,2,0.10671093923721638,0.9999449865202772,2899050.6623414885,False,0.3199912251788483,0.5732978355839352,0.10671093923721638,0.0,0.0,0.0
78,South Omo,ET0707,2011-04-01,CS,2.3636453673582816,2.809078668179498,3,0.3821690994324531,0.9874538198819577,952178.1164152668,False,0.018523732074171233,0.5993071684933756,0.3821690994324531,0.0,0.0,0.0
79,South Wello,ET0304,2011-04-01,CS,2.3574847400970524,2.223983267098707,3,0.35852185383537816,1.0,3848853.5303042307,False,0.0010371137383260252,0.6404410324262957,0.35852185383537816,0.0,0.0,0.0
80,South West Shewa,ET0413,2011-04-01,CS,1.0187123342620426,1.021929878757406,1,0.0,1.0,1515708.5829794428,False,0.9812876657379578,0.018712334262042298,0.0,0.0,0.0,0.0
81,Southern Tigray,ET0104,2011-04-01,CS,2.0090606433874107,2.027810730150889,2,0.00906064338741052,1.0,934927.9269023073,False,0.0,0.9909393566125896,0.00906064338741052,0.0,0.0,0.0
82,Wag Hamra,ET0308,2011-04-01,CS,2.9641139511361314,2.968409170960293,3,0.964113951136131,1.0,619745.1755550075,False,0.0,0.035886048863869105,0.964113951136131,0.0,0.0,0.0
83,West Arsi,ET0417,2011-04-01,CS,2.2038680898637617,2.0806084896987587,3,0.26407746506144264,0.9868918753338439,3285793.7703287606,False,0.060209375197680375,0.675713159740877,0.26407746506144264,0.0,0.0,0.0
84,West Gojam,ET0307,2011-04-01,CS,1.0001437859868851,1.000201818436275,1,0.0,0.9977795672235891,3303490.08317033,False,0.9998562140131145,0.0001437859868853946,0.0,0.0,0.0,0.0
85,West Gondar,ET0312,2011-04-01,CS,1.0000000000000002,0.9999999728820838,1,0.0,0.9934621000196949,411915.94093694736,False,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
86,West Guji,ET0415,2011-04-01,CS,1.834555679023732,2.1489995525964205,2,0.15145653188238284,0.9958598706873859,1609332.7614857913,False,0.31690085285865094,0.5316426152589663,0.15145653188238284,0.0,0.0,0.0
87,West Hararge,ET0409,2011-04-01,CS,2.2335190236145275,2.451495488317436,3,0.23351902361452812,1.0,3021164.5549682076,False,0.0,0.7664809763854719,0.23351902361452812,0.0,0.0,0.0
88,West Shewa,ET0405,2011-04-01,CS,1.7025689269665236,1.7015822776673295,2,0.0,1.0,3106119.6729136715,False,0.29743107303347627,0.7025689269665237,0.0,0.0,0.0,0.0
89,West Wellega,ET0401,2011-04-01,CS,1.0018028247709727,1.005083021990448,1,0.0,1.0,2135243.6196930325,False,0.9981971752290272,0.0018028247709727721,0.0,0.0,0.0,0.0
90,Western Tigray,ET0105,2011-04-01,CS,1.004191181696267,1.0037108338862772,1,0.0,0.9912880974292285,537464.9032415606,False,0.995808818303733,0.004191181696267003,0.0,0.0,0.0,0.0
91,Welayta,ET0706,2011-04-01,CS,2.9953092119649933,2.984987996404167,3,0.995309211964993,0.9993190352466818,2432732.6350727873,False,0.0,0.004690788035007014,0.995309211964993,0.0,0.0,0.0
92,Yem Special,ET0724,2011-04-01,CS,1.083252224383338,1.0801434629182183,1,0.03817553228953212,1.0,137947.3691869144,False,0.9549233079061941,0.006901159804273941,0.03817553228953212,0.0,0.0,0.0
1,Afder,ET0508,2011-07-01,CS,3.2544011820903,3.340603350924985,4,0.9999999999999998,0.9978942787098174,680918.3788221662,False,0.0,0.0,0.7455988179097,0.2544011820902999,0.0,0.0
2,Agnewak,ET1202,2011-07-01,CS,2.009008224644034,2.000805017213153,2,0.022506957884962448,0.9987480319145489,230382.36987470678,False,0.013498733240927523,0.9639943088741099,0.022506957884962448,0.0,0.0,0.0
3,Alle,ET0712,2011-07-01,CS,2.986097514022208,2.9848545901470898,3,0.9860975140222081,1.0,58305.004910187556,False,0.0,0.01390248597779179,0.9860975140222081,0.0,0.0,0.0
4,Amaro,ET0721,2011-07-01,CS,3.0,3.000000079795898,3,1.0,0.9925992205031157,241980.49351918703,False,0.0,0.0,1.0,0.0,0.0,0.0
5,Arsi,ET0408,2011-07-01,CS,2.87207720299678,2.8402073589633967,3,0.8719967133456409,0.9988238755065837,4210136.990821458,False,0.0,0.12800328665435928,0.8719162236945021,8.048965113878359e-05,0.0,0.0
6,Asosa,ET0603,2011-07-01,CS,1.6141842846941614,1.655728964477134,2,0.0,0.9985371256397245,504181.0616138397,False,0.38581571530583847,0.6141842846941614,0.0,0.0,0.0,0.0
7,Awi,ET0309,2011-07-01,CS,1.0000000000000002,1.0000000276799268,1,0.0,1.0,1415460.417511528,False,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
8,Awsi-Zone 1,ET0201,2011-07-01,CS,2.9916632308604916,2.9982273384467812,3,0.9916632308604912,0.9940833534298206,601500.6130281079,False,0.0,0.00833676913950879,0.9916632308604912,0.0,0.0,0.0
9,Bale,ET0411,2011-07-01,CS,2.8515212571697615,3.351086306937173,4,0.5623292606739527,1.0,1543786.3085614843,False,0.0,0.4376707393260472,0.2731372641781443,0.28919199649580846,0.0,0.0
10,Basketo,ET0716,2011-07-01,CS,1.0204250045068184,1.1091997854009712,1,0.010212502253409307,1.0,82208.88451237368,False,0.9897874977465906,0.0,0.010212502253409307,0.0,0.0,0.0
11,Bench Sheko,ET1103,2011-07-01,CS,1.005415532046237,1.03355836724101,1,0.0,1.0,732544.3859843061,False,0.9945844679537628,0.005415532046237183,0.0,0.0,0.0,0.0
12,Borena,ET0412,2011-07-01,CS,3.5338968706479106,3.616413863380935,4,1.0,0.9897307377108561,615139.3692973542,False,0.0,0.0,0.4661031293520896,0.5338968706479104,0.0,0.0
13,Buno Bedele,ET0416,2011-07-01,CS,0.9999999999999999,0.9999999999533756,1,0.0,1.0,944882.7237688008,False,1.0000000000000002,0.0,0.0,0.0,0.0,0.0
14,Burji,ET0722,2011-07-01,CS,3.0000000000000004,3.0000000662448767,3,1.0000000000000002,1.0,97011.85118671751,False,0.0,0.0,1.0000000000000002,0.0,0.0,0.0
15,Central Tigray,ET0102,2011-07-01,CS,2.0012308159542376,2.004062239235777,2,0.0012308159542374663,0.9991328163180881,1738347.974431763,False,0.0,0.9987691840457626,0.0012308159542374663,0.0,0.0,0.0
16,Central Gondar,ET0311,2011-07-01,CS,1.2570026826758918,1.2978118728435837,2,0.00036169199914496623,0.9977217067048536,2785710.0478665177,False,0.7433590093232532,0.2562792986776019,0.00036169199914496623,0.0,0.0,0.0
17,Daawa,ET0511,2011-07-01,CS,3.9960805144236553,3.996293047272092,4,0.9999999999999998,0.9743508338690308,327517.25981538265,False,0.0,0.0,0.00391948557634371,0.9960805144236561,0.0,0.0
18,Dawuro,ET1104,2011-07-01,CS,2.008940053262686,2.000349538974147,2,0.014678432899119945,1.0,800305.3285543523,False,0.005738379636433821,0.9795831874644463,0.014678432899119945,0.0,0.0,0.0
19,Derashe,ET0723,2011-07-01,CS,2.9899625310210896,2.9817289876220916,3,0.9899625310210891,0.9988097514164804,120815.75138614127,False,0.0,0.010037468978910821,0.9899625310210891,0.0,0.0,0.0
20,Dire Dawa rural,ET1502,2011-07-01,CS,2.1476273798876915,2.140579257422805,2,0.14762737988769156,0.8650893019764254,345695.04949532216,False,0.0,0.8523726201123084,0.14762737988769156,0.0,0.0,0.0
21,Dire Dawa urban,ET1501,2011-07-01,CS,2.010322269527536,2.0696517660144633,2,0.010322269527536046,0.7238473462438701,181035.97489324183,False,0.0,0.989677730472464,0.010322269527536046,0.0,0.0,0.0
22,Doolo,ET0507,2011-07-01,CS,3.688696429283103,3.743131492575002,4,1.0,0.9988260465126301,408404.7855043834,False,0.0,0.0,0.3113035707168966,0.6886964292831034,0.0,0.0
23,East Bale,ET0421,2011-07-01,CS,3.279822817146661,3.7107728119988757,4,0.8007607226056292,1.0,769384.832106998,False,0.0,0.19923927739437072,0.32169862806459754,0.47906209454103177,0.0,0.0
24,East Gojam,ET0306,2011-07-01,CS,1.005699140488173,1.0134135587849336,1,0.0,1.0,3134639.9001112464,False,0.9943008595118268,0.005699140488173194,0.0,0.0,0.0,0.0
25,East Hararge,ET0410,2011-07-01,CS,2.9989852830412596,3.002664614809802,3,0.9983794713289857,0.9918819372364177,4483274.682379481,False,0.0,0.0016205286710141104,0.9977736596167116,0.0006058117122740963,0.0,0.0
26,East Shewa,ET0407,2011-07-01,CS,1.7040867500949304,1.7393354296495174,2,0.04024234523832949,0.992682722722075,2519473.956333109,False,0.33615559514339877,0.6236020596182715,0.04024234523832949,0.0,0.0,0.0
27,East Wellega,ET0402,2011-07-01,CS,1.0031008875327128,1.00264591388218,1,0.0,1.0,1960298.183289499,False,0.996899112467287,0.0031008875327129463,0.0,0.0,0.0,0.0
28,Eastern Tigray,ET0103,2011-07-01,CS,2.1762062853838047,2.3025422624235925,2,0.17620628538380517,0.994856500541504,1170762.83261326,False,0.0,0.8237937146161948,0.17620628538380517,0.0,0.0,0.0
29,Erer,ET0504,2011-07-01,CS,3.4670547381769103,3.5143767245724313,4,1.0,1.0,392472.3213470652,False,0.0,0.0,0.5329452618230897,0.4670547381769103,0.0,0.0
30,Fafan,ET0502,2011-07-01,CS,3.0130563599042994,3.0572197519734017,3,1.0000000000000002,0.9958539235963293,1533687.7401154041,False,0.0,0.0,0.9869436400957007,0.013056359904299531,0.0,0.0
31,Fanti-Zone 4,ET0204,2011-07-01,CS,2.9834854082035274,2.992550608293529,3,0.9834854082035277,1.0,345580.1718623514,False,0.0,0.016514591796472293,0.9834854082035277,0.0,0.0,0.0
32,Finfine Special,ET0420,2011-07-01,CS,1.016566389924495,1.026253308300179,1,0.0,0.7768639865115472,1409622.8308836774,False,0.9834336100755049,0.01656638992449525,0.0,0.0,0.0,0.0
33,Gabi-Zone 3,ET0203,2011-07-01,CS,2.972386900325084,2.9923596584240477,3,0.9723869003250842,0.955943945536686,277450.4936113413,False,0.0,0.027613099674915736,0.9723869003250842,0.0,0.0,0.0
34,Gamo,ET0710,2011-07-01,CS,2.654276248770417,2.761945621267993,3,0.6542762487704166,0.9860436254507468,1804773.6082971995,False,0.0,0.3457237512295835,0.6542762487704166,0.0,0.0,0.0
35,Gedeo,ET0705,2011-07-01,CS,2.95118379564904,2.936136653444247,3,0.9549012339194995,1.0,1266808.429285286,False,0.0037174382704599274,0.0413813278100406,0.9549012339194995,0.0,0.0,0.0
36,Gofa,ET0715,2011-07-01,CS,2.352819101302122,2.1993141919762573,3,0.6081177865564472,1.0,745290.620385392,False,0.25529868525432514,0.13658352818922778,0.6081177865564472,0.0,0.0,0.0
37,Guji,ET0414,2011-07-01,CS,2.255319582702162,2.7714728285547663,3,0.5995038272337413,1.0,1721894.6175645248,False,0.34767167884602995,0.052824493920228775,0.5960163929192904,0.003487434314450864,0.0,0.0
38,Guraghe,ET0701,2011-07-01,CS,1.8198092496042004,1.7304958976399334,2,0.015034758289774627,1.0,1949479.7307290754,False,0.19522550868557434,0.7897397330246511,0.015034758289774627,0.0,0.0,0.0
39,Hadiya,ET0702,2011-07-01,CS,2.9760478584678776,2.956132634551422,3,0.9784059726481572,1.0,1985560.9725683639,False,0.0023581141802796572,0.019235913171563073,0.9784059726481572,0.0,0.0,0.0
40,Halaba,ET0714,2011-07-01,CS,2.880651601139971,2.892268582072986,3,0.8806516011399705,0.9937911761025008,413528.94707524707,False,0.0,0.11934839886002944,0.8806516011399705,0.0,0.0,0.0
41,Harari,ET1301,2011-07-01,CS,2.9999999999999996,2.9999998987845693,3,1.0,0.1370831882433987,282662.8455420481,True,0.0,0.0,1.0,0.0,0.0,0.0
42,Hari-Zone 5,ET0205,2011-07-01,CS,2.943163400995383,2.978651311658975,3,0.9431634009953821,1.0,270663.36764761095,False,0.0,0.05683659900461787,0.9431634009953821,0.0,0.0,0.0
43,Horo Gudru Wellega,ET0419,2011-07-01,CS,1.0108053547573064,1.0096961415665753,1,0.0,1.0,934096.1790902439,False,0.989194645242694,0.010805354757306172,0.0,0.0,0.0,0.0
44,Ilu Aba Bora,ET0403,2011-07-01,CS,1.0012289515331452,1.0109860637083181,1,0.0,1.0,1176327.4471070457,False,0.9987710484668546,0.0012289515331453797,0.0,0.0,0.0,0.0
