lhz,lead,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
agropastoral,0,75,0.368264940984071,0.4871802744065655,0.40594038225134554,0.35714837678425115,0.5183690893376601,0.3274434094051879,0.415968661090243,0.5579597204042525,0.2207867371167077
agropastoral,1,75,0.38823925089621514,0.5014078945640819,0.37073587169005073,0.35714837678425115,0.5183690893376601,0.3274434094051879,0.415968661090243,0.5579597204042525,0.2207867371167077
agropastoral,2,75,0.36387534901733487,0.4850073478250616,0.41122782624406173,0.35714837678425115,0.5183690893376601,0.3274434094051879,0.415968661090243,0.5579597204042525,0.2207867371167077
agropastoral,3,75,0.3569398269067432,0.46062417408492545,0.46893938624865494,0.35714837678425115,0.5183690893376601,0.3274434094051879,0.415968661090243,0.5579597204042525,0.2207867371167077
agropastoral,4,75,0.38463953973469417,0.4848428326582261,0.41162718318153246,0.3622982923577901,0.5127642993082934,0.3419086225450816,0.415968661090243,0.5579597204042525,0.2207867371167077
agropastoral,8,75,0.31969770776559286,0.44835471079340833,0.49685389571743765,0.37101524576768746,0.5465509124811474,0.25232667325350633,0.43138518018607575,0.5764866621511954,0.16818036524360858
agropastoral,12,75,0.38215261396256234,0.518649955995822,0.3267143925668837,0.4796402282455107,0.6493773924218741,-0.05546775484617039,0.43138518018607575,0.5764866621511954,0.16818036524360858
crop_farming,0,1005,0.27504114367480054,0.42817288735320447,0.7127533786600662,0.2795063517449428,0.4944420178951895,0.6169571656070426,0.3588258597375399,0.63893313599941,0.36037206066866656
crop_farming,1,1005,0.2748123133858179,0.4324985687718054,0.7069201562850261,0.2795063517449428,0.4944420178951895,0.6169571656070426,0.3588258597375399,0.63893313599941,0.36037206066866656
crop_farming,2,1005,0.26698261291532754,0.42225946855466656,0.7206328125266941,0.2795063517449428,0.4944420178951895,0.6169571656070426,0.3588258597375399,0.63893313599941,0.36037206066866656
crop_farming,3,1005,0.27558757315931437,0.4292192091587497,0.7113477799366643,0.2795063517449428,0.4944420178951895,0.6169571656070426,0.3588258597375399,0.63893313599941,0.36037206066866656
crop_farming,4,1005,0.3003159630560797,0.46802979913285264,0.656787092487983,0.2939650611584523,0.5237405242806904,0.5702172709465615,0.3588258597375399,0.63893313599941,0.36037206066866656
crop_farming,8,1005,0.3570924382925615,0.5550256959339401,0.5173383623383094,0.3167085596951055,0.5723443111138051,0.4867471815368589,0.3620836720531229,0.6440470623274157,0.35009211018615605
crop_farming,12,1005,0.35041507129900495,0.5585774246230051,0.5111412863058915,0.3769902414078271,0.6493912951290033,0.3392616301463841,0.3620836720531229,0.6440470623274157,0.35009211018615605
pastoral,0,300,0.36325798521123054,0.4682416282700744,0.5132596256101546,0.33434192757746006,0.487615971446439,0.47214678214479633,0.6261588783293232,0.7834214078962676,-0.3625366694178773
pastoral,1,300,0.37074865389287504,0.46823588649931835,0.5132715627568905,0.33434192757746006,0.487615971446439,0.47214678214479633,0.6261588783293232,0.7834214078962676,-0.3625366694178773
pastoral,2,300,0.40525127741380723,0.4971470085298526,0.451310069507616,0.33434192757746006,0.487615971446439,0.47214678214479633,0.6261588783293232,0.7834214078962676,-0.3625366694178773
pastoral,3,300,0.3989203107263488,0.48262628467293023,0.4828943649056232,0.33434192757746006,0.487615971446439,0.47214678214479633,0.6261588783293232,0.7834214078962676,-0.3625366694178773
pastoral,4,300,0.4418464232630622,0.5413712880158746,0.34934950120252206,0.4194296924281871,0.5724261831279288,0.2725614539599973,0.6261588783293232,0.7834214078962676,-0.3625366694178773
pastoral,8,300,0.4173471985940792,0.5246009575469619,0.3890361883021404,0.4244166128081379,0.5844735584796714,0.24161965964770937,0.6533008127217234,0.809861736670971,-0.45605939215861224
pastoral,12,300,0.48614909376345367,0.6251989572224267,0.13225160488932086,0.4810124405768402,0.6387786705501586,0.09414613528455307,0.6533008127217234,0.809861736670971,-0.45605939215861224
