Country;Admin 1;Admin 2;Market Name;Commodity;Price Type;Price Date;Collection Frequency;Price;Unit;Currency;Data Source;Trend;Pewi;ALPS Phase;Data Type;Upper (95%) CI;Lower (95%) CI;Forecast Methodology
Ethiopia;Afar;ZONE2;Abaala;Maize (white);Retail;15-1-2020;Monthly;1200;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Maize (white);Retail;15-2-2020;Monthly;1200;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Maize (white);Retail;15-2-2023;Monthly;6400;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-5-2011;Monthly;4,2;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-6-2011;Monthly;4,1;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-7-2011;Monthly;5;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-9-2011;Monthly;6,2;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-1-2012;Monthly;9;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-2-2012;Monthly;9;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-3-2012;Monthly;8;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-12-2013;Monthly;13,5;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-1-2014;Monthly;10;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-2-2014;Monthly;10;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-3-2014;Monthly;10;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-4-2014;Monthly;10;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-3-2015;Monthly;9;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum;Retail;15-4-2015;Monthly;9;KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum (white);Retail;15-1-2020;Monthly;1200;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum (white);Retail;15-2-2020;Monthly;1800;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Sorghum (white);Retail;15-2-2023;Monthly;6400;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Teff (red);Retail;15-1-2020;Monthly;2900;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Teff (red);Retail;15-2-2020;Monthly;2900;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Teff (red);Retail;15-2-2023;Monthly;7600;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Teff (white);Retail;15-1-2020;Monthly;3100;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Teff (white);Retail;15-2-2020;Monthly;3100;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Wheat (white);Retail;15-1-2020;Monthly;2000;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Wheat (white);Retail;15-2-2020;Monthly;2000;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Afar;ZONE2;Abaala;Wheat (white);Retail;15-2-2023;Monthly;4400;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Fuel (diesel);Retail;15-5-2022;Monthly;543,33;L;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Fuel (diesel);Retail;15-7-2022;Monthly;422;L;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Fuel (diesel);Retail;15-8-2022;Monthly;331,25;L;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Fuel (diesel);Retail;15-9-2022;Monthly;318;L;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Fuel (diesel);Retail;15-12-2022;Monthly;195;L;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Fuel (diesel);Retail;15-1-2023;Monthly;90;L;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Fuel (diesel);Retail;15-2-2023;Monthly;80;L;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Fuel (diesel);Retail;15-3-2023;Monthly;65,5;L;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (food aid);Retail;15-2-2023;Monthly;3140;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2006;Monthly;190;100 KG;ETB;WFP;204,3556;-0,1445;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-8-2006;Monthly;194;100 KG;ETB;WFP;228,3556;-0,3457;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2006;Monthly;196;100 KG;ETB;WFP;208,0222;-0,121;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-10-2006;Monthly;220;100 KG;ETB;WFP;199,0222;0,2111;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-11-2006;Monthly;182;100 KG;ETB;WFP;205,3556;-0,235;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-12-2006;Monthly;210;100 KG;ETB;WFP;177,6889;0,3251;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2007;Monthly;210;100 KG;ETB;WFP;132,0222;0,7847;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-2-2007;Monthly;140;100 KG;ETB;WFP;140,3556;-0,0036;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-3-2007;Monthly;220;100 KG;ETB;WFP;156,0222;0,6438;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-4-2007;Monthly;220;100 KG;ETB;WFP;169,6889;0,5063;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2007;Monthly;225;100 KG;ETB;WFP;218,0222;0,0702;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2007;Monthly;240;100 KG;ETB;WFP;380;-1,4088;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-8-2007;Monthly;245;100 KG;ETB;WFP;404;-1,6;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2007;Monthly;245;100 KG;ETB;WFP;383,6667;-1,3954;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-10-2007;Monthly;240;100 KG;ETB;WFP;374,6667;-1,3551;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-12-2007;Monthly;250;100 KG;ETB;WFP;353,3333;-1,0398;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2008;Monthly;253;100 KG;ETB;WFP;307,6667;-0,5501;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-2-2008;Monthly;358;100 KG;ETB;WFP;316;0,4226;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-3-2008;Monthly;360;100 KG;ETB;WFP;331,6667;0,2851;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-4-2008;Monthly;370;100 KG;ETB;WFP;345,3333;0,2482;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2008;Monthly;540;100 KG;ETB;WFP;393,6667;1,4726;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-6-2008;Monthly;690;100 KG;ETB;WFP;537,1778;1,5378;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2008;Monthly;710;100 KG;ETB;WFP;555,6445;1,5533;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-8-2008;Monthly;773;100 KG;ETB;WFP;579,6445;1,9457;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2008;Monthly;710;100 KG;ETB;WFP;559,3111;1,5164;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-10-2008;Monthly;664;100 KG;ETB;WFP;550,3111;1,144;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-11-2008;Monthly;580;100 KG;ETB;WFP;556,6445;0,235;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-12-2008;Monthly;600;100 KG;ETB;WFP;528,9778;0,7147;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2009;Monthly;460;100 KG;ETB;WFP;483,3111;-0,2346;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-2-2009;Monthly;450;100 KG;ETB;WFP;491,6444;-0,4191;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-3-2009;Monthly;415;100 KG;ETB;WFP;507,3111;-0,9289;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-4-2009;Monthly;446;100 KG;ETB;WFP;520,9778;-0,7545;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2009;Monthly;416;100 KG;ETB;WFP;569,3111;-1,5428;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-6-2009;Monthly;560;100 KG;ETB;WFP;712,8222;-1,5378;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2009;Monthly;446;100 KG;ETB;WFP;634,7941;-1,7864;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-8-2009;Monthly;476;100 KG;ETB;WFP;640,8947;-1,5048;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2009;Monthly;476;100 KG;ETB;WFP;611,3929;-1,2147;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-10-2009;Monthly;545;100 KG;ETB;WFP;615,2065;-0,6335;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-11-2009;Monthly;476;100 KG;ETB;WFP;580,5471;-0,9379;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-12-2009;Monthly;476;100 KG;ETB;WFP;565,6307;-0,8048;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2010;Monthly;416;100 KG;ETB;WFP;509,4044;-0,8386;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-2-2010;Monthly;476;100 KG;ETB;WFP;527,1029;-0,4628;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-3-2010;Monthly;370;100 KG;ETB;WFP;503,667;-1,1952;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-4-2010;Monthly;410;100 KG;ETB;WFP;517,3658;-0,9567;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2010;Monthly;405;100 KG;ETB;WFP;544,352;-1,2254;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-6-2010;Monthly;400;100 KG;ETB;WFP;641,9882;-1,9993;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2010;Monthly;388;100 KG;ETB;WFP;563,3081;-1,4201;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-10-2010;Monthly;350;100 KG;ETB;WFP;555,635;-1,6191;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-11-2010;Monthly;300;100 KG;ETB;WFP;504,8109;-1,5694;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2011;Monthly;420;100 KG;ETB;WFP;530,8633;-0,8498;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-6-2011;Monthly;460;100 KG;ETB;WFP;618,4714;-1,2022;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2011;Monthly;476;100 KG;ETB;WFP;552,6522;-0,5847;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2011;Monthly;532;100 KG;ETB;WFP;587,1686;-0,4239;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-10-2011;Monthly;532;100 KG;ETB;WFP;561,579;-0,2293;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-11-2011;Monthly;472;100 KG;ETB;WFP;519,2805;-0,3694;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2012;Monthly;555;100 KG;ETB;WFP;530,2767;0,1948;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-2-2012;Monthly;666;100 KG;ETB;WFP;576,7982;0,705;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-3-2012;Monthly;666;100 KG;ETB;WFP;572,1191;0,7437;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-4-2012;Monthly;666;100 KG;ETB;WFP;593,4352;0,5776;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2012;Monthly;710;100 KG;ETB;WFP;610,397;0,7943;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-6-2012;Monthly;730;100 KG;ETB;WFP;695,2945;0,2789;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2012;Monthly;666;100 KG;ETB;WFP;637,913;0,2274;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-8-2012;Monthly;648;100 KG;ETB;WFP;694,1704;-0,3763;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2012;Monthly;630;100 KG;ETB;WFP;662,4089;-0,2661;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-10-2012;Monthly;620;100 KG;ETB;WFP;639,1705;-0,1586;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-11-2012;Monthly;610;100 KG;ETB;WFP;602,4573;0,0629;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-12-2012;Monthly;600;100 KG;ETB;WFP;647,5044;-0,3984;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2013;Monthly;680;100 KG;ETB;WFP;625,5703;0,4591;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-2-2013;Monthly;690;100 KG;ETB;WFP;661,3;0,2437;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-3-2013;Monthly;686;100 KG;ETB;WFP;652,361;0,2875;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2013;Monthly;690;100 KG;ETB;WFP;676,1341;0,1194;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-6-2013;Monthly;700;100 KG;ETB;WFP;746,7256;-0,4045;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2013;Monthly;730;100 KG;ETB;WFP;701,5427;0,248;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-8-2013;Monthly;730;100 KG;ETB;WFP;751,567;-0,1892;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2013;Monthly;730;100 KG;ETB;WFP;726,9847;0,0266;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-10-2013;Monthly;716;100 KG;ETB;WFP;706,0738;0,0882;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-11-2013;Monthly;690;100 KG;ETB;WFP;671,2057;0,1682;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2014;Monthly;675;100 KG;ETB;WFP;688,964;-0,1257;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-2-2014;Monthly;680;100 KG;ETB;WFP;717,6191;-0,3406;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-3-2015;Monthly;660;100 KG;ETB;WFP;753,8711;-0,8506;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-4-2015;Monthly;660;100 KG;ETB;WFP;752,0214;-0,8344;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2020;Monthly;1075;100 KG;ETB;WFP;1047,9432;0,2467;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-2-2020;Monthly;1130;100 KG;ETB;WFP;1087,6879;0,3877;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2022;Monthly;7410;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2022;Monthly;8190;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-8-2022;Monthly;9025;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2022;Monthly;9100;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-12-2022;Monthly;6960;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-1-2023;Monthly;3680;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-3-2023;Monthly;3960;100 KG;ETB;WFP;;;;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-4-2023;Monthly;1001,0888;100 KG;ETB;WFP;;;;Forecast;3436,8774;0;AR(0),I(0),MA(0)
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-5-2023;Monthly;1001,0888;100 KG;ETB;WFP;;;;Forecast;3436,8774;0;AR(0),I(0),MA(0)
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-6-2023;Monthly;1001,0888;100 KG;ETB;WFP;;;;Forecast;3436,8774;0;AR(0),I(0),MA(0)
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-7-2023;Monthly;1001,0888;100 KG;ETB;WFP;;;;Forecast;3436,8774;0;AR(0),I(0),MA(0)
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-8-2023;Monthly;1001,0888;100 KG;ETB;WFP;;;;Forecast;3436,8774;0;AR(0),I(0),MA(0)
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Maize (white);Retail;15-9-2023;Monthly;1001,0888;100 KG;ETB;WFP;;;;Forecast;3436,8774;0;AR(0),I(0),MA(0)
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-1-2007;Monthly;2,19;KG;ETB;WFP;1,8179;0,3874;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-2-2007;Monthly;2,2;KG;ETB;WFP;1,7046;0,5158;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-3-2007;Monthly;2,25;KG;ETB;WFP;1,8579;0,4082;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-4-2007;Monthly;2,3;KG;ETB;WFP;2,2413;0,0612;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-5-2007;Monthly;2,3;KG;ETB;WFP;2,8412;-0,5635;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-6-2007;Monthly;2,45;KG;ETB;WFP;2,9879;-0,56;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-7-2007;Monthly;2,4;KG;ETB;WFP;3,4746;-1,1188;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-8-2007;Monthly;2,45;KG;ETB;WFP;2,9546;-0,5253;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-9-2007;Monthly;2,5;KG;ETB;WFP;3,5079;-1,0494;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-10-2007;Monthly;2,5;KG;ETB;WFP;3,2879;-0,8203;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-11-2007;Monthly;2,5;KG;ETB;WFP;3,2879;-0,8203;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-12-2007;Monthly;2,5;KG;ETB;WFP;3,0746;-0,5982;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-1-2008;Monthly;2,6;KG;ETB;WFP;3,48;-0,9162;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-2-2008;Monthly;2,6;KG;ETB;WFP;3,3667;-0,7982;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-3-2008;Monthly;2,6;KG;ETB;WFP;3,52;-0,9578;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-4-2008;Monthly;3,7;KG;ETB;WFP;3,9033;-0,2117;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-5-2008;Monthly;5,5;KG;ETB;WFP;4,5033;1,0377;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-6-2008;Monthly;5,5;KG;ETB;WFP;4,65;0,885;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-7-2008;Monthly;7,3;KG;ETB;WFP;5,1367;2,2523;Crisis;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-8-2008;Monthly;5,6;KG;ETB;WFP;4,6167;1,0238;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-9-2008;Monthly;7,3;KG;ETB;WFP;5,17;2,2176;Crisis;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-10-2008;Monthly;6,64;KG;ETB;WFP;4,95;1,7595;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-11-2008;Monthly;6,64;KG;ETB;WFP;4,95;1,7595;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-12-2008;Monthly;6;KG;ETB;WFP;4,7367;1,3153;Alert;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-1-2009;Monthly;5,65;KG;ETB;WFP;5,1421;0,5288;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-2-2009;Monthly;5,3;KG;ETB;WFP;5,0287;0,2824;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-3-2009;Monthly;5,71;KG;ETB;WFP;5,1821;0,5496;Stress;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-4-2009;Monthly;5,71;KG;ETB;WFP;5,5654;0,1505;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-5-2009;Monthly;5,71;KG;ETB;WFP;6,1654;-0,4741;Normal;Aggregated;;;
Ethiopia;Tigray;C. TIGRAY;Abi Adi;Sorghum;Retail;15-6-2009;Monthly;6;KG;ETB;WFP;6,3121;-0,3249;Normal;Aggregated;;;
