window,lhz,lead,zone_code,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline
default,crop_farming,1,ET0101,9,2.019557476043701,2.312609592624568,-2.2797017097473145,0.4225214719772339,0.7902979102547169,0.6169888973236084
default,crop_farming,1,ET0102,9,2.308919668197632,2.6656910681279293,-3.533384323120117,0.5292166471481323,0.9185656291189143,0.46170133352279663
default,crop_farming,1,ET0103,9,2.36315655708313,2.6522325540192293,-4.824460983276367,0.6204403638839722,0.9139340302263808,0.30838847160339355
default,crop_farming,1,ET0104,9,2.261328935623169,2.486433699674535,-5.57806921005249,0.5836002826690674,0.760148449629372,0.3851892352104187
default,crop_farming,1,ET0105,9,1.7509255409240723,2.0602074800095393,-2.853170156478882,0.3323628604412079,0.5742461528856802,0.7006409168243408
default,crop_farming,1,ET0106,9,2.4318981170654297,2.7709483837440088,-4.270927906036377,0.737506091594696,1.1035133024208135,0.164040207862854
default,crop_farming,1,ET0107,9,1.5312833786010742,1.7237375200579177,-3.3490114212036133,0.5964927673339844,0.9446502446517502,-0.30614185333251953
default,crop_farming,1,ET0301,9,0.4930930733680725,0.5703856800106906,-0.06911587715148926,0.6443601250648499,0.7654896830655269,-0.9256007671356201
default,crop_farming,1,ET0302,9,0.5318664908409119,0.6048992555062846,-4.29512357711792,0.17566841840744019,0.24400095186770926,0.13842511177062988
default,crop_farming,1,ET0303,9,1.4940600395202637,1.8254881532567293,-3.619190216064453,0.7433272004127502,0.832203019012131,0.040010809898376465
default,crop_farming,1,ET0304,9,0.679118812084198,0.8723290754748071,-0.9751467704772949,0.5560177564620972,0.6404140869548648,-0.0645362138748169
default,crop_farming,1,ET0305,9,0.4387243390083313,0.5046481799229764,-0.4563322067260742,0.3248427212238312,0.43355073801412713,-0.07488715648651123
default,crop_farming,1,ET0306,9,0.3819313943386078,0.4582465714640122,-25.63974952697754,0.1186293512582779,0.14479995570595403,-1.6599197387695312
default,crop_farming,1,ET0307,9,0.4255302846431732,0.4367422797018025,-65356360.0,1.923243144119624e-05,4.893995972781995e-05,0.1793375015258789
default,crop_farming,1,ET0308,9,1.6337010860443115,1.960571984500618,-4.737528324127197,0.5675532817840576,0.6918606746469002,0.2855093479156494
default,crop_farming,1,ET0309,9,0.4555162787437439,0.45857442850874747,-40767.84375,0.0015184349613264203,0.0027319888017946423,-0.446993350982666
default,crop_farming,1,ET0310,9,1.1442177295684814,1.396173914831615,-2.5754237174987793,0.6783285737037659,0.816379674451579,-0.22245490550994873
default,crop_farming,1,ET0311,9,0.4630703926086426,0.5118430765558503,-24.862306594848633,0.15170492231845856,0.19726446359122546,-2.8414156436920166
default,crop_farming,1,ET0312,9,0.4435758590698242,0.44691370149565673,-186512.3125,0.0006254249019548297,0.001004022674613518,0.058653414249420166
default,crop_farming,1,ET0401,9,0.4095688760280609,0.45670668986394597,-33.51408767700195,0.021916057914495468,0.0629211704047979,0.34488844871520996
default,crop_farming,1,ET0402,9,0.45155060291290283,0.46619956454535316,-72.38386535644531,0.01550730038434267,0.044161479483869046,0.34151774644851685
default,crop_farming,1,ET0403,9,0.40231019258499146,0.41837700843157993,-478875.96875,0.0002137687406502664,0.0005094005855359548,0.290083646774292
default,crop_farming,1,ET0404,9,0.40625858306884766,0.42054926999661085,-195907.34375,0.0007851918344385922,0.0010296339799456414,-0.17431581020355225
default,crop_farming,1,ET0405,9,0.4241929352283478,0.43389859523484253,-18602.740234375,0.0022689634934067726,0.004034381879221967,-0.608339786529541
default,crop_farming,1,ET0406,9,0.2720111608505249,0.3511316944766114,-0.9009674787521362,0.09745875000953674,0.18689507016241683,0.4614446759223938
default,crop_farming,1,ET0407,9,0.2803170382976532,0.3491622367037679,-1.8093383312225342,0.2535824179649353,0.30986277486745945,-1.2125256061553955
default,crop_farming,1,ET0408,9,0.7893352508544922,0.8634109744823889,-9.539209365844727,0.3278557062149048,0.3674747074272662,-0.9090961217880249
default,crop_farming,1,ET0409,9,1.0693641901016235,1.2416674407000763,-8.056947708129883,0.3213166296482086,0.41586899299972796,-0.015978217124938965
default,crop_farming,1,ET0413,9,0.4694381356239319,0.4791907705242914,-93.27706909179688,0.05398058891296387,0.0803803491883255,-1.6527049541473389
default,crop_farming,1,ET0416,9,0.43438100814819336,0.440874505250684,-60940.69140625,0.0008418824872933328,0.0017859024679747187,0.0
default,crop_farming,1,ET0417,9,0.441315233707428,0.48223088611319254,-3.0517702102661133,0.2740275263786316,0.3418267918164171,-1.0358555316925049
default,crop_farming,1,ET0418,9,0.45829254388809204,0.488440922379173,-29.274337768554688,0.04462464526295662,0.09485277635711792,-0.14169657230377197
default,crop_farming,1,ET0419,9,0.4526030719280243,0.4599739931363524,-341242.875,0.00021044413733761758,0.0006313323974609375,0.3571428656578064
default,crop_farming,1,ET0420,9,0.5053296685218811,0.5149437999615448,-33.37455368041992,0.047387175261974335,0.09968130469129659,-0.2880859375
default,crop_farming,1,ET0602,9,0.6626374125480652,0.8081711111462457,-3.347576141357422,0.2661852240562439,0.4701915826322334,-0.4716014862060547
default,crop_farming,1,ET0603,9,0.2633703947067261,0.3222727803678587,-5793.3388671875,0.001131508033722639,0.003394524255458034,0.3571428656578064
default,crop_farming,1,ET0604,9,0.4315987527370453,0.48943359202068276,-2.046905517578125,0.14376485347747803,0.28798263766766613,-0.05488240718841553
