subject,k_pct,k_n,baseline_f1,top_f1,top_degradation,bottom_f1,bottom_degradation
Ensemble,10,33,0.722027507450196,0.7018622219054945,0.020165285544701254,0.7221830325558656,-0.00015552510566967697
Ensemble,25,82,0.722027507450196,0.6803164405109925,0.041711066939203345,0.7220874280998372,-5.9920649641300094e-05
Ensemble,50,163,0.722027507450196,0.6779572675716583,0.044070239878537545,0.7177641004762839,0.004263406973911984
RandomForest,10,22,0.7092527974279594,0.7090586404877568,0.0001941569402027023,0.7092527974279594,0.0
RandomForest,25,54,0.7092527974279594,0.7057937153515825,0.0034590820763769703,0.7092527974279594,0.0
RandomForest,50,108,0.7092527974279594,0.7022604856695676,0.00699231175839191,0.707847281270867,0.0014055161570924219
XGBoost,10,22,0.7074220796890781,0.5133937181260013,0.19402836156307682,0.7074220796890781,0.0
XGBoost,25,54,0.7074220796890781,0.525572696739044,0.18184938295003408,0.7074220796890781,0.0
XGBoost,50,108,0.7074220796890781,0.5320935370724733,0.17532854261660485,0.7064437019289753,0.0009783777601028204
