subject,lead,zone_code,time,top1_feature,rho
lstm,1,ET1106,2020-10-01,idps_ethiopia_yoy_change,0.8874110446394172
lstm,1,ET1106,2021-02-01,idps_ethiopia_yoy_change,0.8289967216451379
lstm,1,ET1106,2021-06-01,idps_ethiopia_yoy_change,0.8446884835973221
lstm,1,ET1106,2021-10-01,idps_ethiopia_yoy_change,0.8242798159469067
lstm,1,ET1106,2022-02-01,idps_ethiopia_yoy_change,0.8644970887336535
lstm,1,ET1106,2022-06-01,idps_ethiopia_yoy_change,0.8795673443871803
lstm,1,ET1106,2022-10-01,idps_ethiopia_yoy_change,0.8470084103250005
lstm,1,ET1201,2020-02-01,goat_maize_tot,0.9697952373509174
lstm,1,ET1201,2020-06-01,idps_ethiopia,0.9485239859105268
lstm,1,ET1201,2020-10-01,idps_ethiopia_yoy_change,0.7779735987031962
lstm,1,ET1201,2021-02-01,idps_ethiopia_yoy_change,0.8206830754021618
lstm,1,ET1201,2021-06-01,wheat_price_etb_lag6,0.8851747123261782
lstm,1,ET1201,2021-10-01,idps_ethiopia_yoy_change,0.9226911586185841
lstm,1,ET1201,2022-02-01,idps_ethiopia_yoy_change,0.9183427952518373
lstm,1,ET1201,2022-06-01,idps_ethiopia_yoy_change,0.8966918419120586
lstm,1,ET1201,2022-10-01,idps_ethiopia_yoy_change,0.9279601509060907
lstm,1,ET1202,2020-02-01,wheat_price_etb,0.7901213744870028
lstm,1,ET1202,2020-06-01,wheat_price_etb,0.8816582393974534
lstm,1,ET1202,2020-10-01,wheat_price_etb_lag1,0.8150495387769047
lstm,1,ET1202,2021-02-01,wheat_price_etb_lag6,0.8851732585102748
lstm,1,ET1202,2021-06-01,idps_ethiopia_yoy_change,0.8481605594283596
lstm,1,ET1202,2021-10-01,idps_ethiopia_yoy_change,0.9015068801837623
lstm,1,ET1202,2022-02-01,wheat_price_etb_lag1,0.91041731785504
lstm,1,ET1202,2022-06-01,idps_ethiopia_yoy_change,0.9110533623127305
lstm,1,ET1202,2022-10-01,wheat_price_etb_lag3,0.916613844688847
lstm,1,ET1203,2020-02-01,livestock_sheep_price_etb,0.9284799290437262
lstm,1,ET1203,2020-06-01,livestock_sheep_price_etb_lag1,0.9625512997139213
lstm,1,ET1203,2020-10-01,idps_ethiopia_yoy_change,0.8889517260429312
lstm,1,ET1203,2021-02-01,idps_ethiopia_yoy_change,0.8982583285478559
lstm,1,ET1203,2021-06-01,idps_ethiopia_yoy_change,0.8630719856944515
lstm,1,ET1203,2021-10-01,idps_ethiopia_yoy_change,0.8962200786514404
lstm,1,ET1203,2022-02-01,idps_ethiopia_yoy_change,0.9149793921595708
lstm,1,ET1203,2022-06-01,idps_ethiopia_yoy_change,0.9123265415900385
lstm,1,ET1203,2022-10-01,idps_ethiopia_yoy_change,0.9014897978468986
lstm,1,ET1204,2020-02-01,headline_cpi_chainlinked_lag3,0.9731951043079038
lstm,1,ET1204,2020-06-01,idps_ethiopia,0.960470230716942
lstm,1,ET1204,2020-10-01,idps_ethiopia_yoy_change,0.8224301986639433
lstm,1,ET1204,2021-02-01,idps_ethiopia_yoy_change,0.8387103926029846
lstm,1,ET1204,2021-06-01,idps_ethiopia_yoy_change,0.8494813511765005
lstm,1,ET1204,2021-10-01,idps_ethiopia_yoy_change,0.8456894358467387
lstm,1,ET1204,2022-02-01,idps_ethiopia_yoy_change,0.8435675915358838
lstm,1,ET1204,2022-06-01,idps_ethiopia_yoy_change,0.8902129113390371
lstm,1,ET1204,2022-10-01,idps_ethiopia_yoy_change,0.8681058232596006
lstm,1,ET1301,2020-02-01,wheat_price_etb,0.8446486537573746
lstm,1,ET1301,2020-06-01,wheat_price_etb,0.8471433920152383
lstm,1,ET1301,2020-10-01,idps_ethiopia_yoy_change,0.8789712798668305
lstm,1,ET1301,2021-02-01,wheat_price_etb_lag3,0.8927661755191941
lstm,1,ET1301,2021-06-01,idps_ethiopia_yoy_change,0.8484048005001128
lstm,1,ET1301,2021-10-01,idps_ethiopia_yoy_change,0.8934302059330227
lstm,1,ET1301,2022-02-01,idps_ethiopia_yoy_change,0.9206736255987904
lstm,1,ET1301,2022-06-01,wheat_price_etb_lag6,0.8666741780488337
lstm,1,ET1301,2022-10-01,wheat_price_etb_lag12,0.9105361673051341
lstm,1,ET1401,2020-02-01,fuel_diesel_price_index_lag1,0.9037025250600046
lstm,1,ET1401,2020-06-01,fuel_petrol_price_etb_lag3,0.9171253146278145
lstm,1,ET1401,2020-10-01,wheat_price_etb,0.966375196305252
lstm,1,ET1401,2021-02-01,idps_ethiopia_yoy_change,0.8221681243813299
lstm,1,ET1401,2021-06-01,idps_ethiopia_yoy_change,0.8088690455014407
lstm,1,ET1401,2021-10-01,idps_ethiopia_yoy_change,0.8720653891562985
lstm,1,ET1401,2022-02-01,idps_ethiopia_yoy_change,0.8090778312596496
lstm,1,ET1401,2022-06-01,idps_ethiopia_yoy_change,0.8783686731749158
lstm,1,ET1401,2022-10-01,idps_ethiopia_yoy_change,0.8897916681810583
lstm,1,ET1501,2020-02-01,wheat_price_index,0.8175253272458279
lstm,1,ET1501,2020-06-01,wheat_price_etb_lag3,0.8080465577846522
lstm,1,ET1501,2020-10-01,idps_ethiopia_yoy_change,0.8356333912436668
lstm,1,ET1501,2021-02-01,wheat_price_etb,0.9324996910641206
lstm,1,ET1501,2021-06-01,idps_ethiopia_yoy_change,0.8872071469589807
lstm,1,ET1501,2021-10-01,idps_ethiopia_yoy_change,0.8989005517231352
lstm,1,ET1501,2022-02-01,idps_ethiopia_yoy_change,0.9081453670521702
lstm,1,ET1501,2022-06-01,wheat_price_etb,0.9123839673182185
lstm,1,ET1501,2022-10-01,wheat_price_etb,0.9315401725679476
lstm,1,ET1502,2020-02-01,food_cpi_chainlinked,0.9487061021668562
lstm,1,ET1502,2020-06-01,idps_ethiopia,0.9195704091981433
lstm,1,ET1502,2020-10-01,idps_ethiopia_yoy_change,0.881818941767404
lstm,1,ET1502,2021-02-01,idps_ethiopia_yoy_change,0.8176424194404261
lstm,1,ET1502,2021-06-01,idps_ethiopia_yoy_change,0.8074289992658229
lstm,1,ET1502,2021-10-01,idps_ethiopia_yoy_change,0.8514032958006528
lstm,1,ET1502,2022-02-01,idps_ethiopia_yoy_change,0.8383458482652343
lstm,1,ET1502,2022-06-01,idps_ethiopia_yoy_change,0.8809902667025276
lstm,1,ET1502,2022-10-01,idps_ethiopia_yoy_change,0.8905760018608844
lstm,1,ET1600,2020-02-01,wheat_price_index,0.8253479656414601
lstm,1,ET1600,2020-06-01,wheat_price_index_lag1,0.8560507308278111
lstm,1,ET1600,2020-10-01,wheat_price_etb_lag3,0.8837241675086683
lstm,1,ET1600,2021-02-01,idps_ethiopia_yoy_change,0.8949850620415937
lstm,1,ET1600,2021-06-01,idps_ethiopia_yoy_change,0.8764899795738865
lstm,1,ET1600,2021-10-01,wheat_price_etb,0.8662634750561536
lstm,1,ET1600,2022-02-01,wheat_price_index_lag3,0.9037930056916893
lstm,1,ET1600,2022-06-01,wheat_price_etb_lag6,0.9102054241871351
lstm,1,ET1600,2022-10-01,wheat_price_index,0.8872554863377651
lstm,2,ET0101,2020-02-01,idps_ethiopia,0.9534429423589327
lstm,2,ET0101,2020-06-01,wheat_price_etb_lag3,0.8961995469466127
lstm,2,ET0101,2020-10-01,idps_ethiopia_yoy_change,0.8788949337052848
lstm,2,ET0101,2021-02-01,idps_ethiopia_yoy_change,0.7539497593121804
lstm,2,ET0101,2021-06-01,idps_ethiopia_yoy_change,0.8890883890082782
lstm,2,ET0101,2021-10-01,idps_ethiopia_yoy_change,0.880469541115737
lstm,2,ET0101,2022-02-01,idps_ethiopia_yoy_change,0.8966635964997555
lstm,2,ET0101,2022-06-01,idps_ethiopia_yoy_change,0.8983282172373084
lstm,2,ET0101,2022-10-01,idps_ethiopia_yoy_change,0.8701355198559103
lstm,2,ET0102,2020-02-01,wheat_price_etb,0.9388710973140578
lstm,2,ET0102,2020-06-01,wheat_price_etb_lag3,0.8895399891368915
lstm,2,ET0102,2020-10-01,idps_ethiopia_yoy_change,0.7611436054045563
lstm,2,ET0102,2021-02-01,wheat_price_etb_lag3,0.9169614763275971
lstm,2,ET0102,2021-06-01,idps_ethiopia_yoy_change,0.872703260930776
lstm,2,ET0102,2021-10-01,idps_ethiopia_yoy_change,0.9013398925520318
lstm,2,ET0102,2022-02-01,idps_ethiopia_yoy_change,0.9281962518040789
lstm,2,ET0102,2022-06-01,idps_ethiopia_yoy_change,0.9083009253538225
lstm,2,ET0102,2022-10-01,wheat_price_index_lag1,0.8770004793306801
lstm,2,ET0103,2020-02-01,ipc_lag1,0.96609220680555
lstm,2,ET0103,2020-06-01,wheat_price_etb_lag3,0.8479727949978836
lstm,2,ET0103,2020-10-01,idps_ethiopia_yoy_change,0.7596194762349724
lstm,2,ET0103,2021-02-01,idps_ethiopia_yoy_change,0.8494192345028556
lstm,2,ET0103,2021-06-01,idps_ethiopia_yoy_change,0.8867551822295531
lstm,2,ET0103,2021-10-01,idps_ethiopia_yoy_change,0.9271180290509623
lstm,2,ET0103,2022-02-01,idps_ethiopia_yoy_change,0.9178690073827552
lstm,2,ET0103,2022-06-01,wheat_price_index,0.9006266460811917
lstm,2,ET0103,2022-10-01,wheat_price_index,0.8858488510588849
lstm,2,ET0104,2020-02-01,exchange_rate_lag12,0.9715077117692177
lstm,2,ET0104,2020-06-01,wheat_price_index_lag3,0.8835489303107975
lstm,2,ET0104,2020-10-01,idps_ethiopia_yoy_change,0.7690577441907559
lstm,2,ET0104,2021-02-01,wheat_price_etb_lag3,0.9087669210211594
lstm,2,ET0104,2021-06-01,idps_ethiopia_yoy_change,0.8560060455560259
lstm,2,ET0104,2021-10-01,idps_ethiopia_yoy_change,0.9076667742951259
lstm,2,ET0104,2022-02-01,idps_ethiopia_yoy_change,0.9024944303635086
lstm,2,ET0104,2022-06-01,wheat_price_etb,0.9342711833620926
lstm,2,ET0104,2022-10-01,wheat_price_etb,0.8851294919094791
lstm,2,ET0105,2020-02-01,ipc_lag1,0.9754183039560306
lstm,2,ET0105,2020-06-01,headline_cpi_chainlinked_lag6,0.9741573033707865
lstm,2,ET0105,2020-10-01,idps_ethiopia_yoy_change,0.8695396491942226
lstm,2,ET0105,2021-02-01,idps_ethiopia_yoy_change,0.8837230771467409
lstm,2,ET0105,2021-06-01,idps_ethiopia_yoy_change,0.8837692358016704
lstm,2,ET0105,2021-10-01,idps_ethiopia_yoy_change,0.9050556448036985
lstm,2,ET0105,2022-02-01,idps_ethiopia_yoy_change,0.9037272205220653
lstm,2,ET0105,2022-06-01,idps_ethiopia_yoy_change,0.9055841068845452
lstm,2,ET0105,2022-10-01,idps_ethiopia_yoy_change,0.8986381379525911
lstm,2,ET0106,2020-02-01,headline_cpi_yoy_change,0.9666978069713087
lstm,2,ET0106,2020-06-01,headline_cpi_yoy_change,0.9674887949429115
lstm,2,ET0106,2020-10-01,idps_ethiopia_yoy_change,0.9140089700441233
lstm,2,ET0106,2021-02-01,idps_ethiopia_yoy_change,0.9070124810095298
lstm,2,ET0106,2021-06-01,idps_ethiopia_yoy_change,0.8752571436878948
lstm,2,ET0106,2021-10-01,idps_ethiopia_yoy_change,0.937362341806657
lstm,2,ET0106,2022-02-01,idps_ethiopia_yoy_change,0.9124482986719391
lstm,2,ET0106,2022-06-01,idps_ethiopia_yoy_change,0.9271609156132559
lstm,2,ET0106,2022-10-01,idps_ethiopia_yoy_change,0.9068438383647479
lstm,2,ET0107,2020-02-01,idps_ethiopia,0.9345930010650713
lstm,2,ET0107,2020-06-01,wheat_price_etb_lag3,0.8924047252705332
lstm,2,ET0107,2020-10-01,wheat_price_etb_lag3,0.862051054331609
lstm,2,ET0107,2021-02-01,idps_ethiopia_yoy_change,0.8764332980088431
lstm,2,ET0107,2021-06-01,idps_ethiopia_yoy_change,0.8349941052195601
lstm,2,ET0107,2021-10-01,idps_ethiopia_yoy_change,0.7810055817197089
lstm,2,ET0107,2022-02-01,idps_ethiopia_yoy_change,0.8944602717433867
lstm,2,ET0107,2022-06-01,wheat_price_etb,0.8234877849423305
lstm,2,ET0107,2022-10-01,wheat_price_etb_lag1,0.8797987537402316
lstm,2,ET0201,2020-02-01,ndvi_rangeland_lag3,0.96759166699988
lstm,2,ET0201,2020-06-01,wheat_price_etb,0.8045447031446701
lstm,2,ET0201,2020-10-01,idps_ethiopia_yoy_change,0.8797935742118507
lstm,2,ET0201,2021-02-01,idps_ethiopia_yoy_change,0.8380754418512577
lstm,2,ET0201,2021-06-01,idps_ethiopia_yoy_change,0.8683929592725851
lstm,2,ET0201,2021-10-01,idps_ethiopia_yoy_change,0.8869683134426614
lstm,2,ET0201,2022-02-01,idps_ethiopia_yoy_change,0.8728979971112933
lstm,2,ET0201,2022-06-01,wheat_price_etb,0.8618675869584962
lstm,2,ET0201,2022-10-01,wheat_price_etb_lag3,0.8932989714125893
lstm,2,ET0202,2020-02-01,ipc_lag1,0.9329525007360987
lstm,2,ET0202,2020-06-01,wheat_price_etb_lag3,0.8281590664266368
lstm,2,ET0202,2020-10-01,idps_ethiopia_yoy_change,0.7763082547613146
lstm,2,ET0202,2021-02-01,idps_ethiopia_yoy_change,0.870458101431232
lstm,2,ET0202,2021-06-01,idps_ethiopia_yoy_change,0.8883450472036579
lstm,2,ET0202,2021-10-01,idps_ethiopia_yoy_change,0.8687817082253643
lstm,2,ET0202,2022-02-01,idps_ethiopia_yoy_change,0.9121955279012396
lstm,2,ET0202,2022-06-01,idps_ethiopia_yoy_change,0.9143302633587509
lstm,2,ET0202,2022-10-01,idps_ethiopia_yoy_change,0.9132333592597169
lstm,2,ET0203,2020-02-01,headline_cpi_chainlinked_lag3,0.9699788076292536
lstm,2,ET0203,2020-06-01,wheat_price_etb_lag1,0.8433858356446226
lstm,2,ET0203,2020-10-01,wheat_price_etb_lag6,0.9580748569808605
lstm,2,ET0203,2021-02-01,idps_ethiopia_yoy_change,0.8091412309459253
lstm,2,ET0203,2021-06-01,idps_ethiopia_yoy_change,0.645060297014589
lstm,2,ET0203,2021-10-01,idps_ethiopia_yoy_change,0.8687753054830666
lstm,2,ET0203,2022-02-01,idps_ethiopia_yoy_change,0.8951653352136019
lstm,2,ET0203,2022-06-01,idps_ethiopia_yoy_change,0.8747319526928304
lstm,2,ET0203,2022-10-01,wheat_price_etb,0.8957126969011914
lstm,2,ET0204,2020-02-01,headline_cpi_chainlinked_lag3,0.9328310898985457
lstm,2,ET0204,2020-06-01,wheat_price_etb_lag3,0.8735773960148014
lstm,2,ET0204,2020-10-01,wheat_price_etb_lag6,0.9621321462851622
lstm,2,ET0204,2021-02-01,idps_ethiopia_yoy_change,0.795794660281016
lstm,2,ET0204,2021-06-01,idps_ethiopia_yoy_change,0.7206186522115873
lstm,2,ET0204,2021-10-01,idps_ethiopia_yoy_change,0.9070373567661749
lstm,2,ET0204,2022-02-01,idps_ethiopia_yoy_change,0.8866397952866731
lstm,2,ET0204,2022-06-01,wheat_price_etb_lag3,0.863620757620071
lstm,2,ET0204,2022-10-01,idps_ethiopia_yoy_change,0.8995571271472795
lstm,2,ET0205,2020-02-01,ssmi_3,0.9632532288376185
lstm,2,ET0205,2020-06-01,wheat_price_etb_lag3,0.8723059698508536
lstm,2,ET0205,2020-10-01,idps_ethiopia_yoy_change,0.8962229862832469
lstm,2,ET0205,2021-02-01,idps_ethiopia_yoy_change,0.8443806380798
lstm,2,ET0205,2021-06-01,idps_ethiopia_yoy_change,0.8574827904542448
lstm,2,ET0205,2021-10-01,idps_ethiopia_yoy_change,0.8725450501203033
lstm,2,ET0205,2022-02-01,idps_ethiopia_yoy_change,0.8778518416212955
lstm,2,ET0205,2022-06-01,idps_ethiopia_yoy_change,0.8576703327057695
lstm,2,ET0205,2022-10-01,idps_ethiopia_yoy_change,0.926624820998917
lstm,2,ET0301,2020-02-01,idps_ethiopia,0.9607915695804056
lstm,2,ET0301,2020-06-01,livestock_sheep_price_etb_lag1,0.9559496762983508
lstm,2,ET0301,2020-10-01,idps_ethiopia_yoy_change,0.8952725541364696
lstm,2,ET0301,2021-02-01,wheat_price_etb,0.8952133111384106
lstm,2,ET0301,2021-06-01,idps_ethiopia_yoy_change,0.7583038329856291
lstm,2,ET0301,2021-10-01,wheat_price_index,0.8746040168933408
lstm,2,ET0301,2022-02-01,idps_ethiopia_yoy_change,0.8039798210352624
lstm,2,ET0301,2022-06-01,wheat_price_etb_lag3,0.9082871141027412
lstm,2,ET0301,2022-10-01,wheat_price_etb_lag6,0.907568565592539
lstm,2,ET0302,2020-02-01,idps_ethiopia,0.9410394076314346
lstm,2,ET0302,2020-06-01,sorghum_price_index,0.9488834928516644
lstm,2,ET0302,2020-10-01,idps_ethiopia_yoy_change,0.8690126409292792
lstm,2,ET0302,2021-02-01,idps_ethiopia_yoy_change,0.8683377068961757
lstm,2,ET0302,2021-06-01,idps_ethiopia_yoy_change,0.8898552726268272
lstm,2,ET0302,2021-10-01,idps_ethiopia_yoy_change,0.9066599306529814
lstm,2,ET0302,2022-02-01,idps_ethiopia_yoy_change,0.9018848723186184
lstm,2,ET0302,2022-06-01,wheat_price_index,0.8782385566515712
lstm,2,ET0302,2022-10-01,wheat_price_etb_lag1,0.9140253254730353
lstm,2,ET0303,2020-02-01,idps_ethiopia,0.9351611601641592
lstm,2,ET0303,2020-06-01,maize_price_index,0.9527051501670339
lstm,2,ET0303,2020-10-01,livestock_goat_price_etb,0.9638088336652384
lstm,2,ET0303,2021-02-01,idps_ethiopia_yoy_change,0.871240143876922
lstm,2,ET0303,2021-06-01,idps_ethiopia_yoy_change,0.8708766667635011
lstm,2,ET0303,2021-10-01,idps_ethiopia_yoy_change,0.8966764574536451
lstm,2,ET0303,2022-02-01,idps_ethiopia_yoy_change,0.880026431494142
lstm,2,ET0303,2022-06-01,idps_ethiopia_yoy_change,0.8699502957531569
lstm,2,ET0303,2022-10-01,idps_ethiopia_yoy_change,0.9171811291587965
lstm,2,ET0304,2020-02-01,idps_ethiopia,0.9362574927571529
lstm,2,ET0304,2020-06-01,wheat_price_index_lag3,0.9435076099876772
lstm,2,ET0304,2020-10-01,idps_ethiopia_yoy_change,0.7834068721877748
lstm,2,ET0304,2021-02-01,idps_ethiopia_yoy_change,0.8535803851158328
lstm,2,ET0304,2021-06-01,wheat_price_etb_lag3,0.8491600578618729
lstm,2,ET0304,2021-10-01,wheat_price_etb_lag12,0.814428395932223
lstm,2,ET0304,2022-02-01,wheat_price_etb,0.9034600818498354
lstm,2,ET0304,2022-06-01,wheat_price_etb,0.8950017809244816
lstm,2,ET0304,2022-10-01,wheat_price_etb,0.935306646119402
lstm,2,ET0305,2020-02-01,ipc_lag1,0.9585073010080007
lstm,2,ET0305,2020-06-01,wheat_price_etb_lag1,0.7966476955859084
lstm,2,ET0305,2020-10-01,wheat_price_etb_lag3,0.8824041357804399
lstm,2,ET0305,2021-02-01,idps_ethiopia_yoy_change,0.8938463648011887
lstm,2,ET0305,2021-06-01,idps_ethiopia_yoy_change,0.8535601368518803
lstm,2,ET0305,2021-10-01,wheat_price_etb_lag1,0.7416321447632603
lstm,2,ET0305,2022-02-01,idps_ethiopia_yoy_change,0.8636396312661341
lstm,2,ET0305,2022-06-01,wheat_price_etb_lag1,0.862951185572082
lstm,2,ET0305,2022-10-01,wheat_price_etb_lag3,0.8628484443416631
lstm,2,ET0306,2020-02-01,ipc_lag1,0.9771947553426221
lstm,2,ET0306,2020-06-01,livestock_sheep_price_etb,0.9405566723252357
lstm,2,ET0306,2020-10-01,idps_ethiopia_yoy_change,0.8919236892032362
lstm,2,ET0306,2021-02-01,idps_ethiopia_yoy_change,0.9329191169522203
lstm,2,ET0306,2021-06-01,idps_ethiopia_yoy_change,0.8721997688432714
lstm,2,ET0306,2021-10-01,idps_ethiopia_yoy_change,0.9010398418248298
lstm,2,ET0306,2022-02-01,idps_ethiopia_yoy_change,0.8824786107335229
lstm,2,ET0306,2022-06-01,wheat_price_index_lag1,0.9394482041739055
lstm,2,ET0306,2022-10-01,wheat_price_etb_lag1,0.8748697017496674
lstm,2,ET0307,2020-02-01,idps_ethiopia,0.9532366626535892
lstm,2,ET0307,2020-06-01,ipc_lag1,0.9753401502731744
lstm,2,ET0307,2020-10-01,idps_ethiopia_yoy_change,0.8690609803080636
lstm,2,ET0307,2021-02-01,idps_ethiopia_yoy_change,0.877061692677856
lstm,2,ET0307,2021-06-01,idps_ethiopia_yoy_change,0.874620008868277
lstm,2,ET0307,2021-10-01,idps_ethiopia_yoy_change,0.8901333149183318
lstm,2,ET0307,2022-02-01,idps_ethiopia_yoy_change,0.8756987402685198
lstm,2,ET0307,2022-06-01,idps_ethiopia_yoy_change,0.8817146304763428
lstm,2,ET0307,2022-10-01,idps_ethiopia_yoy_change,0.8938151036934192
lstm,2,ET0308,2020-02-01,ipc_lag1,0.975468467715259
lstm,2,ET0308,2020-06-01,livestock_goat_price_etb_lag3,0.9617057859170699
lstm,2,ET0308,2020-10-01,idps_ethiopia_yoy_change,0.9172120899330518
lstm,2,ET0308,2021-02-01,idps_ethiopia_yoy_change,0.8811120237844281
lstm,2,ET0308,2021-06-01,idps_ethiopia_yoy_change,0.8815303593106005
lstm,2,ET0308,2021-10-01,idps_ethiopia_yoy_change,0.9146515566733786
lstm,2,ET0308,2022-02-01,idps_ethiopia_yoy_change,0.8903212206238325
lstm,2,ET0308,2022-06-01,wheat_price_etb,0.8896909914297553
lstm,2,ET0308,2022-10-01,wheat_price_etb_lag1,0.8987075576619732
lstm,2,ET0309,2020-02-01,ipc_lag1,0.97259277569166
lstm,2,ET0309,2020-06-01,ipc_lag1,0.9758425148764626
lstm,2,ET0309,2020-10-01,idps_ethiopia_yoy_change,0.8674926764023871
lstm,2,ET0309,2021-02-01,idps_ethiopia_yoy_change,0.8982441538427988
lstm,2,ET0309,2021-06-01,idps_ethiopia_yoy_change,0.8547427109305148
lstm,2,ET0309,2021-10-01,idps_ethiopia_yoy_change,0.8389509991349795
lstm,2,ET0309,2022-02-01,idps_ethiopia_yoy_change,0.8731320282912575
lstm,2,ET0309,2022-06-01,idps_ethiopia_yoy_change,0.9119492763631342
lstm,2,ET0309,2022-10-01,idps_ethiopia_yoy_change,0.8801052562713984
lstm,2,ET0310,2020-02-01,idps_ethiopia,0.9592372200553255
lstm,2,ET0310,2020-06-01,goat_maize_tot,0.905992751700297
lstm,2,ET0310,2020-10-01,idps_ethiopia_yoy_change,0.872878337416133
lstm,2,ET0310,2021-02-01,idps_ethiopia_yoy_change,0.8807322143796932
lstm,2,ET0310,2021-06-01,idps_ethiopia_yoy_change,0.8851307343951036
lstm,2,ET0310,2021-10-01,idps_ethiopia_yoy_change,0.8855915940364472
lstm,2,ET0310,2022-02-01,idps_ethiopia_yoy_change,0.8476611736655788
lstm,2,ET0310,2022-06-01,idps_ethiopia_yoy_change,0.8728568936315595
lstm,2,ET0310,2022-10-01,idps_ethiopia_yoy_change,0.9045773393715153
lstm,2,ET0311,2020-02-01,idps_ethiopia,0.9213973878494651
lstm,2,ET0311,2020-06-01,idps_ethiopia,0.9610645622121492
lstm,2,ET0311,2020-10-01,idps_ethiopia_yoy_change,0.8524017038722386
lstm,2,ET0311,2021-02-01,idps_ethiopia_yoy_change,0.8865231265764817
lstm,2,ET0311,2021-06-01,idps_ethiopia_yoy_change,0.8793758041419215
lstm,2,ET0311,2021-10-01,idps_ethiopia_yoy_change,0.8735714441480276
lstm,2,ET0311,2022-02-01,idps_ethiopia_yoy_change,0.8804763427807136
lstm,2,ET0311,2022-06-01,idps_ethiopia_yoy_change,0.8640954720903691
lstm,2,ET0311,2022-10-01,idps_ethiopia_yoy_change,0.8798046798333927
lstm,2,ET0312,2020-02-01,ipc_lag1,0.9515109106176323
lstm,2,ET0312,2020-06-01,ipc_lag1,0.975443022330143
lstm,2,ET0312,2020-10-01,idps_ethiopia_yoy_change,0.8351231018616113
lstm,2,ET0312,2021-02-01,idps_ethiopia_yoy_change,0.8738574824270002
lstm,2,ET0312,2021-06-01,idps_ethiopia_yoy_change,0.8681432590191104
lstm,2,ET0312,2021-10-01,idps_ethiopia_yoy_change,0.862411589820381
lstm,2,ET0312,2022-02-01,idps_ethiopia_yoy_change,0.8793572679891546
lstm,2,ET0312,2022-06-01,idps_ethiopia_yoy_change,0.8737509904120841
lstm,2,ET0312,2022-10-01,idps_ethiopia_yoy_change,0.8880412738334944
lstm,2,ET0401,2020-02-01,ipc_lag1,0.9802732834361448
lstm,2,ET0401,2020-06-01,ipc_lag1,0.9690922177107151
lstm,2,ET0401,2020-10-01,idps_ethiopia_yoy_change,0.8753567300772703
lstm,2,ET0401,2021-02-01,idps_ethiopia_yoy_change,0.87748511655969
lstm,2,ET0401,2021-06-01,idps_ethiopia_yoy_change,0.8575671117766357
lstm,2,ET0401,2021-10-01,idps_ethiopia_yoy_change,0.9159959729299479
lstm,2,ET0401,2022-02-01,idps_ethiopia_yoy_change,0.8754101578117164
lstm,2,ET0401,2022-06-01,idps_ethiopia_yoy_change,0.9034789814565781
lstm,2,ET0401,2022-10-01,idps_ethiopia_yoy_change,0.9090376465628158
lstm,2,ET0402,2020-02-01,ipc_lag1,0.9833358172875947
lstm,2,ET0402,2020-06-01,idps_ethiopia,0.9548798796069777
lstm,2,ET0402,2020-10-01,idps_ethiopia_yoy_change,0.8752778605645167
lstm,2,ET0402,2021-02-01,idps_ethiopia_yoy_change,0.8689406770420661
lstm,2,ET0402,2021-06-01,idps_ethiopia_yoy_change,0.8863977349548227
lstm,2,ET0402,2021-10-01,idps_ethiopia_yoy_change,0.9016217316401224
lstm,2,ET0402,2022-02-01,idps_ethiopia_yoy_change,0.899903321242431
lstm,2,ET0402,2022-06-01,idps_ethiopia_yoy_change,0.9025492661864228
lstm,2,ET0402,2022-10-01,idps_ethiopia_yoy_change,0.9125704192078157
lstm,2,ET0403,2020-02-01,idps_ethiopia,0.9051486919254522
lstm,2,ET0403,2020-06-01,idps_ethiopia,0.9315820849948564
lstm,2,ET0403,2020-10-01,idps_ethiopia_yoy_change,0.8944558730527953
lstm,2,ET0403,2021-02-01,idps_ethiopia_yoy_change,0.8465024823906548
lstm,2,ET0403,2021-06-01,idps_ethiopia_yoy_change,0.8709963727293213
lstm,2,ET0403,2021-10-01,idps_ethiopia_yoy_change,0.9088326585204516
lstm,2,ET0403,2022-02-01,idps_ethiopia_yoy_change,0.9130701684245724
lstm,2,ET0403,2022-06-01,idps_ethiopia_yoy_change,0.9135153995449556
lstm,2,ET0403,2022-10-01,idps_ethiopia_yoy_change,0.9174050839942137
lstm,2,ET0404,2020-02-01,idps_ethiopia,0.900548166296497
lstm,2,ET0404,2020-06-01,ipc_lag1,0.9782300190113379
lstm,2,ET0404,2020-10-01,idps_ethiopia_yoy_change,0.8698954706365534
lstm,2,ET0404,2021-02-01,idps_ethiopia_yoy_change,0.8780666429210069
lstm,2,ET0404,2021-06-01,idps_ethiopia_yoy_change,0.8902594334479426
lstm,2,ET0404,2021-10-01,idps_ethiopia_yoy_change,0.8789712798668305
lstm,2,ET0404,2022-02-01,idps_ethiopia_yoy_change,0.888958268214496
lstm,2,ET0404,2022-06-01,idps_ethiopia_yoy_change,0.8870803015214184
lstm,2,ET0404,2022-10-01,idps_ethiopia_yoy_change,0.8893239029141741
lstm,2,ET0405,2020-02-01,ipc_lag1,0.9811376995190823
lstm,2,ET0405,2020-06-01,ipc_lag1,0.9850337514858287
lstm,2,ET0405,2020-10-01,idps_ethiopia_yoy_change,0.8580319694117133
lstm,2,ET0405,2021-02-01,idps_ethiopia_yoy_change,0.8496699837899525
lstm,2,ET0405,2021-06-01,idps_ethiopia_yoy_change,0.8617326577935437
lstm,2,ET0405,2021-10-01,idps_ethiopia_yoy_change,0.8992861763914834
