lhz,lead,county,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
other,2,South Eastern Tigray,9,1.0666068156997315,1.225182372711846,0.00014666252448669592,0.738525910711171,1.1047626988056605,0.1870331710678812,1.3360062518529077,1.5594809550382005,-0.6199252384231644
other,2,South Gondar,9,0.15985408942044388,0.18689808184695852,0.24871878212511056,0.1750123609869506,0.24318190231388342,-0.27190696654523006,0.18652145210027882,0.23251845168269372,-0.1628071349050808
other,2,South Wello,9,0.35677663149492717,0.463539414222618,0.15136505362413422,0.4682960111187113,0.5521804226511587,-0.2042303994068897,0.4965617763776024,0.55531764640242,-0.21795298816876407
other,2,South West Shewa,9,0.07480197799668087,0.08784553699121504,-1.6345109136482079,0.053313791469707224,0.08531969506416964,-1.4851876528256849,0.03036874206950367,0.05666938740747,-0.09637123843778617
other,2,Southern Tigray,10,0.845987930773757,1.0141168991708065,0.007318426407145973,0.6181749690888166,0.7753662493532357,0.41970649931481974,1.044912710544158,1.2676886187034442,-0.5511689518100402
other,2,Taita Taveta,10,0.4024539478162573,0.49943445485198745,-0.2355596708332679,0.46563375701781223,0.6432355810960023,-1.0494949084601797,0.38742004593854,0.4466839530610232,0.011657602314031235
other,2,Tharaka-Nithi,10,0.34814293368456584,0.43649377511701654,-0.46257136047604974,0.3146407788134156,0.4953665055399752,-0.8837108194721215,0.4029438794157897,0.49619470558372464,-0.8900148126460259
other,2,Trans Nzoia,10,0.023316027416413344,0.025366491029005248,-6916.88408921473,0.00022873626109165546,0.0004176133663976365,-0.875,0.0007827436046194735,0.0012316542330009928,-15.309103866847003
other,2,Uasin Gishu,10,0.02068793773651123,0.02388445889410929,0.0,0.0,0.0,1.0,0.0,0.0,1.0
other,2,Vihiga,10,0.03792263269424438,0.05678591948308842,0.0,0.0,0.0,1.0,0.0,0.0,1.0
other,2,Wag Hamra,10,0.6369522242417716,0.8698965263864272,-0.1925886543292017,0.7201212608039412,0.9156680643695152,-0.32139182399195,0.6512984001811745,0.9130157624891347,-0.3137478877278461
other,2,Welayta,10,0.44034610758665976,0.48685230537217106,-1.2237504579272147,0.47351357809649075,0.5903041240838381,-2.269213047916307,0.24992772437216287,0.2934690057514214,0.19199123803520735
other,2,West Arsi,10,0.22468357924987256,0.26264361311211676,-0.15803586397166414,0.27205364788940256,0.3518996600858907,-1.0788636993828442,0.2526967497487278,0.2989465842020937,-0.5002910278331949
other,2,West Gojam,10,0.036906659603118896,0.03773679875785978,0.0,0.0,0.0,1.0,0.0,0.0,1.0
other,2,West Gondar,10,0.07228988219150993,0.0876680298321134,-1166.7145874286489,0.002433851904576456,0.0031420892978532727,-0.4999999999999456,0.003511268483695207,0.004267749106595998,-1.7672727868400187
other,2,West Hararge,10,0.27948996488745953,0.366314025819126,-0.023186922745837668,0.3611720360940471,0.4690734445629956,-0.6777590096323249,0.28753266400894667,0.35714871691514066,0.02737355427937993
other,2,West Shewa,10,0.0429099440574646,0.04318105170415062,0.0,0.0,0.0,1.0,0.04009496331873674,0.07276646987709441,0.0
other,2,West Wellega,10,0.05124015329558518,0.0596692992168006,-0.2215720143660529,0.017995758039542696,0.05690758362624138,-0.11111111111111116,0.017995758039542696,0.05690758362624138,-0.11111111111111116
other,2,Western Tigray,10,0.4837486264936256,0.62345758377288,0.5388435815356623,0.26195065932117456,0.46817669842874615,0.7399516977522884,0.9309616778574176,1.3070446469568964,-1.02682045671235
other,2,Yem Special,10,0.043868076801300046,0.04440684834533633,0.0,0.0,0.0,1.0,0.029268375090882114,0.053436497529328164,0.0
other,3,Agnewak,9,0.48177339363377175,0.529030189645911,-39.421667783832646,0.04447739261772021,0.09435079778845935,-0.2857142857142858,0.10821627903452691,0.17203147501783578,-3.2743407594933505
other,3,Amaro,9,0.38677403661939835,0.4887543146109396,-0.3820959417225398,0.549968001176388,0.7380118113368388,-2.1512554376776585,0.42830453439208244,0.5393954727104344,-0.683338968172968
other,3,Arsi,9,0.26716739065282274,0.34733064260330143,-0.8238656394799706,0.2856970587237865,0.34285494379097153,-0.7771638651718844,0.2361148730556768,0.2828995505451884,-0.20996040014520378
other,3,Asosa,9,0.183902509307598,0.19357312285790673,-142873.22593354483,0.0006990177944704455,0.0008366923546814787,-1.6692876603308955,0.03507345564552554,0.06017795355924882,-13807.248913199863
other,3,Awi,9,0.15218077765570748,0.16295933458949455,0.0,0.0,0.0,1.0,1.3412953278280071e-05,2.3231916557528616e-05,0.0
other,3,Banadir,9,0.21046622594197592,0.3350946937127173,-0.13692059426350056,0.1111111111111111,0.3333333333333333,-0.125,0.5111111111111112,0.5981452814975454,-2.6225000000000005
other,3,Basketo,9,0.3833773401048448,0.4402540866298548,-0.9624645655421629,0.242737369875525,0.47540515749343054,-1.2883518956849542,0.3552186785657121,0.3785045467004688,-0.4505651302133893
other,3,Bench Sheko,9,0.16161317295498318,0.17220823554936948,0.0,0.0,0.0,1.0,0.0038007368907631753,0.006583069401003181,0.0
other,3,Bomet,9,0.013000713454352485,0.01325159989691408,0.0,0.0,0.0,1.0,0.0,0.0,1.0
other,3,Bossaso,9,0.41519936114851164,0.4681393729665004,-0.05281896532174479,0.5329253881748127,0.6840548783940469,-1.2479427697612975,0.376682682693506,0.44614041751362216,0.043804930016113075
other,3,Bungoma,9,0.016323738627963595,0.01652707411609537,0.0,0.0,0.0,1.0,0.007923229191443726,0.013723435519593409,0.0
other,3,Buno Bedele,9,0.15138578414916992,0.16270507984563998,0.0,0.0,0.0,1.0,0.005238114329571664,0.009072680154672708,0.0
other,3,Burji,9,0.6045078701443143,0.7791167039705038,-1.45844249554374,0.6666666666666666,0.816496580927726,-1.7000000000000006,0.497371927045609,0.6905687632063545,-0.9313851277012348
other,3,Busia,9,0.016050179799397785,0.016602685238832512,0.0,0.0,0.0,1.0,0.0015041532913551887,0.0026052699229991397,0.0
other,3,Caluula,9,0.3708123101128472,0.4368096017584577,-0.10392949166135534,0.4444444444444444,0.6666666666666666,-1.5714285714285716,0.4079166675666866,0.4252260433872325,-0.04615658756825769
other,3,Central Gondar,9,0.2985425507566213,0.32517798821211463,-6.434365188369449,0.1582932659446925,0.20364055867710829,-1.9156149636870436,0.10678465315653368,0.13915331759640795,-0.3614093867670647
