country,lead,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
Ethiopia,0,840,0.324909701680383,0.4705917948282798,0.6981122374986724,0.27792823522995624,0.48478054939352666,0.6796334381767473,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,1,840,0.3123885001815273,0.46369791342860045,0.7068923924402006,0.27792823522995624,0.48478054939352666,0.6796334381767473,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,2,840,0.31837181390234054,0.4813416329627743,0.6841625232996098,0.27792823522995624,0.48478054939352666,0.6796334381767473,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,3,840,0.36891780377252026,0.5182955916545304,0.6338054830469095,0.27792823522995624,0.48478054939352666,0.6796334381767473,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,4,840,0.3761952173009156,0.5752510679939028,0.5489011970662712,0.34008991409813094,0.564728702697583,0.565253063341284,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,8,840,0.405134293672876,0.6166017133996229,0.48171783799869605,0.34927543789656423,0.6093039807374865,0.4939134000272799,0.3744003635031203,0.6127281002890081,0.48820928422147336
Ethiopia,12,840,0.3834669188372322,0.5912623966932797,0.5234402861864751,0.4064084311590049,0.6816052427299416,0.3666808038656916,0.3744003635031203,0.6127281002890081,0.48820928422147336
Kenya,0,431,0.18189014110286533,0.31247305293102995,0.7726366084621594,0.14619574038728408,0.3430732913780077,0.7259251305435226,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,1,431,0.19980743407349708,0.32719677415406206,0.7507050825403978,0.14619574038728408,0.3430732913780077,0.7259251305435226,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,2,431,0.170632177531969,0.30779580235407894,0.7793922408646421,0.14619574038728408,0.3430732913780077,0.7259251305435226,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,3,431,0.18616141460104124,0.32934509691735947,0.7474206726106603,0.14619574038728408,0.3430732913780077,0.7259251305435226,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,4,431,0.21983868076910565,0.35842269305518093,0.7008517992892056,0.21420119081364214,0.4179937030167103,0.593149479160962,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,8,431,0.23406171037375934,0.3765716453446123,0.669789689493447,0.24367502065790586,0.4469299233407327,0.5348700940767845,0.2212525354249407,0.3711684761071764,0.6791976319549726
Kenya,12,431,0.21122255904393492,0.3498835245541642,0.7149359944818825,0.2534926665131604,0.48687012591086387,0.44802214770505744,0.2212525354249407,0.3711684761071764,0.6791976319549726
Somalia,0,672,0.42926796722415517,0.5154672670485363,0.39298380627350316,0.4977425871085408,0.6712238556211492,-0.029278400455755582,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,1,672,0.38709726497628466,0.47563554347872145,0.4831712131220216,0.4977425871085408,0.6712238556211492,-0.029278400455755582,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,2,672,0.3902427641713134,0.4957998884083778,0.4384208925781067,0.4977425871085408,0.6712238556211492,-0.029278400455755582,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,3,672,0.3631334192023978,0.45749441769889265,0.5218439102114014,0.4977425871085408,0.6712238556211492,-0.029278400455755582,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,4,672,0.365835230253819,0.4640164361696769,0.5081135929588183,0.5558307100825854,0.7639899715223955,-0.3334397845808901,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,8,672,0.44421288376807777,0.5609343787110418,0.2811765958184588,0.5828591957140674,0.7873610357620282,-0.41626959246289896,0.5788729660874339,0.7461410451204163,-0.2718618923365965
Somalia,12,672,0.4881640693887012,0.6051091281449003,0.16350085458307329,0.6159188336667581,0.8755186927186707,-0.7511725408414831,0.5788729660874339,0.7461410451204163,-0.2718618923365965
