lead,n,mae,rmse,r2,mae_baseline,rmse_baseline,r2_baseline,mae_baseline2,rmse_baseline2,r2_baseline2
0,828,0.333973228334768,0.5180274055035378,0.660349269545217,0.2838651669925179,0.48541768114241485,0.7017652378313505,0.4057532095932889,0.6665115356574907,0.43773322474254583
1,828,0.3517976383412206,0.5454446438514519,0.6234449783563143,0.2838651669925179,0.48541768114241485,0.7017652378313505,0.4057532095932889,0.6665115356574907,0.43773322474254583
2,828,0.33144478467098776,0.5066885065368458,0.6750555026793659,0.2838651669925179,0.48541768114241485,0.7017652378313505,0.4057532095932889,0.6665115356574907,0.43773322474254583
3,828,0.36395917098961533,0.5399190274347642,0.631035700510079,0.2838651669925179,0.48541768114241485,0.7017652378313505,0.4057532095932889,0.6665115356574907,0.43773322474254583
4,828,0.37347211596873064,0.5813160581233923,0.5722877187627824,0.3226112749410613,0.540388895246358,0.6303932342331882,0.4057532095932889,0.6665115356574907,0.43773322474254583
8,828,0.43106626259681896,0.6554980661145552,0.4561615489999743,0.3594631072004697,0.6130056867190389,0.5243844036442842,0.4057532095932889,0.6665115356574907,0.43773322474254583
12,828,0.4249958194799377,0.660495947552368,0.44783688058562476,0.41620950468569645,0.6802413811039941,0.4143297332060174,0.4057532095932889,0.6665115356574907,0.43773322474254583
