zone_code,lead,target_month,cluster,xgb_pred,rf_pred
ET0101,4,2026-10,crop_farming,2.1013938289736704,2.172877260157238
ET0102,4,2026-10,crop_farming,2.1248779682349874,2.071117141409637
ET0103,4,2026-10,crop_farming,1.9746570471454215,2.102829109145954
ET0104,4,2026-10,crop_farming,2.0246933126559887,2.083239916547013
ET0105,4,2026-10,crop_farming,1.3736323928304448,1.4847636532630557
ET0106,4,2026-10,crop_farming,2.1695643372927313,2.1610883489184363
ET0107,4,2026-10,crop_farming,1.9427369832992545,1.845553205539003
ET0301,4,2026-10,crop_farming,2.010311600654029,2.1161064598121495
ET0302,4,2026-10,crop_farming,1.3963248797494556,1.468415884000688
ET0303,4,2026-10,crop_farming,2.1705886611929572,2.013512684875525
ET0304,4,2026-10,crop_farming,1.8971740289766947,1.6761115454246154
ET0305,4,2026-10,crop_farming,1.4225091984588052,1.4192697020683298
ET0306,4,2026-10,crop_farming,1.0773351943716853,1.077541565751514
ET0307,4,2026-10,crop_farming,1.0513647583585914,1.0139412711998863
ET0308,4,2026-10,crop_farming,1.9993963255205793,2.0976617635078276
ET0309,4,2026-10,crop_farming,1.0511167868971827,1.0122008821372892
ET0310,4,2026-10,crop_farming,2.039377706338174,1.7514730638571472
ET0311,4,2026-10,crop_farming,1.3041254916777794,1.2839863391030673
ET0312,4,2026-10,crop_farming,1.0511167868971827,1.0122024851205302
ET0401,4,2026-10,crop_farming,1.336896102476392,1.3129975305142965
ET0402,4,2026-10,crop_farming,1.3101851848863186,1.286793872221709
ET0403,4,2026-10,crop_farming,1.0511167868971825,1.012200882137289
ET0404,4,2026-10,crop_farming,1.0511167868971827,1.0122038314562272
ET0405,4,2026-10,crop_farming,1.0511167868971827,1.0122008821372892
ET0406,4,2026-10,crop_farming,1.1459093996788299,1.1348170878668384
ET0407,4,2026-10,crop_farming,1.3120170319914375,1.2777341902444954
ET0408,4,2026-10,crop_farming,1.3701615029250536,1.3549604820390608
ET0409,4,2026-10,crop_farming,2.0872314791919666,2.046272017208043
ET0413,4,2026-10,crop_farming,1.0707557410675743,1.02422371521295
ET0416,4,2026-10,crop_farming,1.0511167868971825,1.012200882137289
ET0417,4,2026-10,crop_farming,1.332771609289038,1.2853541249112728
ET0418,4,2026-10,crop_farming,1.0525589524403005,1.013632094643849
ET0419,4,2026-10,crop_farming,1.3278099498380236,1.2556492525356824
ET0420,4,2026-10,crop_farming,1.0511167868971825,1.0136984032347687
ET0602,4,2026-10,crop_farming,1.0511167868971825,1.0131917647774302
ET0603,4,2026-10,crop_farming,1.0753266761280476,1.0301410923136187
ET0604,4,2026-10,crop_farming,1.0971881978902474,1.0563794971829548
ET0605,4,2026-10,crop_farming,1.143158947206894,1.1412206384289192
ET0701,4,2026-10,crop_farming,1.3424095502256925,1.3297206068715028
ET0702,4,2026-10,crop_farming,1.3404446383308557,1.3092762680413945
ET0703,4,2026-10,crop_farming,2.011831523256677,1.8531983171383544
ET0705,4,2026-10,crop_farming,1.8908680989679776,1.7058999198036024
ET0706,4,2026-10,crop_farming,1.9803181183643077,2.0695030330119732
ET0710,4,2026-10,crop_farming,1.999550566002994,1.9147812164947404
ET0713,4,2026-10,crop_farming,2.2797998053689668,2.063575154277335
ET0714,4,2026-10,crop_farming,1.289820317289982,1.3718422432504016
ET0715,4,2026-10,crop_farming,1.7778147851017498,1.5365892328471684
ET0716,4,2026-10,crop_farming,1.0955358332407419,1.0502503960150094
ET0720,4,2026-10,crop_farming,1.4864724458454062,1.4547238693499616
ET0721,4,2026-10,crop_farming,2.276898104937795,2.0621479005848107
ET0722,4,2026-10,crop_farming,2.279175642604516,2.0648349709973237
ET0723,4,2026-10,crop_farming,2.264951169490814,2.0714905633788874
ET0724,4,2026-10,crop_farming,1.0511167868971825,1.0122093840934303
ET1101,4,2026-10,crop_farming,1.0511167868971825,1.012200882137289
ET1102,4,2026-10,crop_farming,1.145671264477987,1.1686562777574396
ET1103,4,2026-10,crop_farming,1.0511167868971825,1.012200882137289
ET1104,4,2026-10,crop_farming,1.2446277469975304,1.237973311836388
ET1105,4,2026-10,crop_farming,1.0537958721150034,1.0160237252385556
ET1106,4,2026-10,crop_farming,1.069630768854461,1.0230987429998368
ET1202,4,2026-10,crop_farming,1.0511167868971822,1.0127899882657396
ET1203,4,2026-10,crop_farming,1.0511167868971822,1.0122008821372888
ET1204,4,2026-10,crop_farming,1.0511167868971827,1.01278998826574
ET1301,4,2026-10,crop_farming,1.300544343760236,1.3297732828788946
ET1401,4,2026-10,crop_farming,1.0511167868971825,1.012200882137289
ET1501,4,2026-10,crop_farming,1.3719055892106558,1.3113835736749806
ET1502,4,2026-10,crop_farming,1.8774381240182079,1.6917859831831157
ET1600,4,2026-10,crop_farming,1.8880899133403977,1.6217616942192246
ET0201,8,2027-02,pastoral,2.234851617931108,2.400191727365738
ET0202,8,2027-02,pastoral,2.2784911923210256,2.444067899926081
ET0203,8,2027-02,pastoral,2.251244417130827,2.4022093713836705
ET0204,8,2027-02,pastoral,2.1631926263846113,2.5374478181170095
ET0205,8,2027-02,pastoral,2.1152548766121626,2.1448188904474317
ET0411,8,2027-02,pastoral,1.9129747986907095,1.9632061755284118
ET0412,8,2027-02,pastoral,2.3464533261783784,2.456022031233448
ET0414,8,2027-02,pastoral,1.7976826321621606,1.7354829298192982
ET0415,8,2027-02,pastoral,1.7075127487357102,1.6966142323659312
ET0421,8,2027-02,pastoral,2.0959693529237367,2.2210561314494957
ET0501,8,2027-02,pastoral,2.1739959243559794,2.395791621319369
ET0503,8,2027-02,pastoral,2.3289909550812706,2.6182391051679246
ET0504,8,2027-02,pastoral,2.395669016669592,2.7437751728964477
ET0505,8,2027-02,pastoral,2.2972824994025633,2.6630314006216302
ET0506,8,2027-02,pastoral,2.2325937036946937,2.639677901678864
ET0507,8,2027-02,pastoral,2.2940299510955815,2.6813056874028436
ET0508,8,2027-02,pastoral,2.330704925320466,2.7461093379704478
ET0509,8,2027-02,pastoral,2.213963050489088,2.6380098659973314
ET0510,8,2027-02,pastoral,2.3272794807626163,2.7368569358327557
ET0511,8,2027-02,pastoral,2.4840825004726,2.7046052196789274
ET0410,8,2027-02,agropastoral,2.629636880941135,2.2801876885915116
ET0502,8,2027-02,agropastoral,2.1869096933105925,1.907183658087865
ET0707,8,2027-02,agropastoral,2.293041738224431,1.862204187203776
ET0712,8,2027-02,agropastoral,2.321303312547299,2.125976790272457
ET1201,8,2027-02,agropastoral,1.1252443194389343,1.0441507340842173
ET0101,8,2027-02,crop_farming,1.9597606998770805,2.2269689647413062
ET0102,8,2027-02,crop_farming,2.2105456380080892,2.285937734506173
ET0103,8,2027-02,crop_farming,2.2285937551189017,2.2522843426748027
ET0104,8,2027-02,crop_farming,2.074511232387129,2.17974904367792
ET0105,8,2027-02,crop_farming,1.3251473819680943,1.3880810114643138
ET0106,8,2027-02,crop_farming,2.1607715346012717,2.2698480749522325
ET0107,8,2027-02,crop_farming,1.888119749724864,1.95705438193919
ET0301,8,2027-02,crop_farming,2.047082302062415,2.2076335963152878
ET0302,8,2027-02,crop_farming,1.3484725703287508,1.2272875545598765
ET0303,8,2027-02,crop_farming,2.0673393348446525,2.247658182425252
ET0304,8,2027-02,crop_farming,1.7504423245031993,1.6969900493790362
ET0305,8,2027-02,crop_farming,1.4405061652976419,1.395435547896967
ET0306,8,2027-02,crop_farming,1.103562035284981,1.0676801818124375
ET0307,8,2027-02,crop_farming,1.058222883687609,1.027461682985206
ET0308,8,2027-02,crop_farming,2.093793333939616,2.2209529518178512
ET0309,8,2027-02,crop_farming,1.0579749122262003,1.0247473447926074
ET0310,8,2027-02,crop_farming,1.6483729725968908,1.5350751930371764
ET0311,8,2027-02,crop_farming,1.2567088046660606,1.2433180393101821
ET0312,8,2027-02,crop_farming,1.0579749122262003,1.0222566442987013
ET0401,8,2027-02,crop_farming,1.286489341008935,1.2466486728021522
ET0402,8,2027-02,crop_farming,1.2597784234188618,1.2246141914749724
ET0403,8,2027-02,crop_farming,1.0579749122262,1.0247473447926072
ET0404,8,2027-02,crop_farming,1.0579749122262003,1.028631202409739
ET0405,8,2027-02,crop_farming,1.0579749122262003,1.0247473447926074
ET0406,8,2027-02,crop_farming,1.1019355961586272,1.0686737814523262
ET0407,8,2027-02,crop_farming,1.3533331165551696,1.3301856300727999
ET0408,8,2027-02,crop_farming,1.4902232469295416,1.4076954958803118
ET0409,8,2027-02,crop_farming,2.297466329837032,2.2478611966092084
ET0413,8,2027-02,crop_farming,1.1044370033520916,1.0284435206456821
ET0416,8,2027-02,crop_farming,1.0579749122262,1.0247473447926072
ET0417,8,2027-02,crop_farming,1.3837944071119903,1.4305865415024597
ET0418,8,2027-02,crop_farming,1.0594170777693181,1.031831030352494
ET0419,8,2027-02,crop_farming,1.3871847591031603,1.3284030179431008
ET0420,8,2027-02,crop_farming,1.0579749122262,1.0289667633677102
ET0602,8,2027-02,crop_farming,1.0579749122262,1.0222216575705667
ET0603,8,2027-02,crop_farming,1.1090079384125648,1.0378576787636997
ET0604,8,2027-02,crop_farming,1.1331094027254238,1.0646333882658496
ET0605,8,2027-02,crop_farming,1.1660170602573547,1.1174302940174354
ET0701,8,2027-02,crop_farming,1.4634226029872472,1.3798032690514332
ET0702,8,2027-02,crop_farming,1.4504223604988244,1.3482271279841145
ET0703,8,2027-02,crop_farming,2.0347558868698057,2.1742159552583176
ET0705,8,2027-02,crop_farming,2.08977770947785,2.1377083757138275
ET0706,8,2027-02,crop_farming,2.1247843993015025,2.2417904784125953
ET0710,8,2027-02,crop_farming,2.1524472682925753,2.2771425022732728
ET0713,8,2027-02,crop_farming,2.3082790834565827,2.438212144213627
ET0714,8,2027-02,crop_farming,1.4020402618862726,1.5559588286041475
ET0715,8,2027-02,crop_farming,1.761181945064404,1.665334071963673
ET0716,8,2027-02,crop_farming,1.1292170955252592,1.0556668183217204
ET0720,8,2027-02,crop_farming,1.495076989128988,1.309284028644808
ET0721,8,2027-02,crop_farming,2.3174276540596517,2.425213949120802
ET0722,8,2027-02,crop_farming,2.3043916259953243,2.4737290343074
ET0723,8,2027-02,crop_farming,2.359942138195038,2.4669514626993774
ET0724,8,2027-02,crop_farming,1.0579749122262,1.0277699927553776
ET1101,8,2027-02,crop_farming,1.0579749122262,1.0247473447926072
ET1102,8,2027-02,crop_farming,1.1153577279532143,1.090462956795572
ET1103,8,2027-02,crop_farming,1.0579749122262,1.0247473447926072
ET1104,8,2027-02,crop_farming,1.2983934313637566,1.2373907282706056
ET1105,8,2027-02,crop_farming,1.0834763924111002,1.035672197955226
ET1106,8,2027-02,crop_farming,1.1033120311389784,1.0317065543499224
ET1202,8,2027-02,crop_farming,1.0579749122261999,1.0212798937212053
ET1203,8,2027-02,crop_farming,1.0579749122261999,1.024747344792607
ET1204,8,2027-02,crop_farming,1.0579749122262003,1.0212798937212058
ET1301,8,2027-02,crop_farming,1.3876290990617115,1.3396950328531174
ET1401,8,2027-02,crop_farming,1.0579749122262,1.0247473447926072
ET1501,8,2027-02,crop_farming,1.4205089152928854,1.3834663119093615
ET1502,8,2027-02,crop_farming,1.7666075394772447,1.5682149792129334
ET1600,8,2027-02,crop_farming,1.82429874914337,1.6541387767402231
ET0201,12,2027-06,pastoral,2.311088745115976,2.3067724439258113
ET0202,12,2027-06,pastoral,2.2532842688362233,2.4810943990519023
ET0203,12,2027-06,pastoral,2.2840694987400165,2.333308978903609
ET0204,12,2027-06,pastoral,2.233776387122984,2.586337145424297
ET0205,12,2027-06,pastoral,2.1795812970385313,2.1476522288376767
ET0411,12,2027-06,pastoral,1.5531864106768698,1.6645467430416332
ET0412,12,2027-06,pastoral,2.414008977247066,2.5759425094238675
ET0414,12,2027-06,pastoral,1.5001635015298793,1.582373012842155
ET0415,12,2027-06,pastoral,1.4141222399945699,1.4974281101206164
ET0421,12,2027-06,pastoral,1.7467235439051247,2.0144173308672304
ET0501,12,2027-06,pastoral,2.288886484863754,2.4305725663888755
ET0503,12,2027-06,pastoral,2.6129620263245568,2.666100408731105
ET0504,12,2027-06,pastoral,2.630458954404196,2.690335006024056
ET0505,12,2027-06,pastoral,2.4246712747512267,2.5968145488669574
ET0506,12,2027-06,pastoral,2.4725813750699683,2.596310106467541
ET0507,12,2027-06,pastoral,2.60425353050232,2.698546882013971
ET0508,12,2027-06,pastoral,2.6008058467129067,2.7365836198023086
ET0509,12,2027-06,pastoral,2.3246769496246777,2.5847309020561196
ET0510,12,2027-06,pastoral,2.5903724754525577,2.6859671637113536
ET0511,12,2027-06,pastoral,2.3125992669015476,2.5607673645200557
ET0410,12,2027-06,agropastoral,2.6247397633263887,2.3745513599847277
ET0502,12,2027-06,agropastoral,2.112027603218887,1.9241923879281808
ET0707,12,2027-06,agropastoral,2.121533537757798,1.9820481079495162
ET0712,12,2027-06,agropastoral,1.989478533036801,1.9723552142299063
ET1201,12,2027-06,agropastoral,1.0745607614517212,1.0553224841901963
ET0101,12,2027-06,crop_farming,2.157072850027618,2.317224141991929
ET0102,12,2027-06,crop_farming,2.1568638471793844,2.357662986159709
ET0103,12,2027-06,crop_farming,2.3180749635923457,2.2045000406623525
ET0104,12,2027-06,crop_farming,2.0838790857902203,2.239627014147551
ET0105,12,2027-06,crop_farming,1.3304935907789006,1.667363074112545
ET0106,12,2027-06,crop_farming,2.2539081879053717,2.2623393153920084
ET0107,12,2027-06,crop_farming,1.9763251319527617,2.2060475378155746
ET0301,12,2027-06,crop_farming,2.070158568112754,2.227393638547394
ET0302,12,2027-06,crop_farming,1.6140275181073334,1.7240181877389715
ET0303,12,2027-06,crop_farming,2.244885497934226,2.2645728615969936
ET0304,12,2027-06,crop_farming,1.9769943042833964,1.967939627009852
ET0305,12,2027-06,crop_farming,1.4583440920430566,1.5761509679025254
ET0306,12,2027-06,crop_farming,1.1172318390235751,1.0942961133305047
ET0307,12,2027-06,crop_farming,1.0841520739060577,1.0200428518657136
ET0308,12,2027-06,crop_farming,2.0901088728228254,2.268212362347487
ET0309,12,2027-06,crop_farming,1.083904102444649,1.018714451607084
ET0310,12,2027-06,crop_farming,1.8459643891346524,1.8642989711347067
ET0311,12,2027-06,crop_farming,1.3129837402692024,1.2789096848645614
ET0312,12,2027-06,crop_farming,1.083904102444649,1.0179737809202938
ET0401,12,2027-06,crop_farming,1.3057257268312312,1.2685646829013315
ET0402,12,2027-06,crop_farming,1.279014809241158,1.2512629902741232
ET0403,12,2027-06,crop_farming,1.0839041024446487,1.0187144516070838
ET0404,12,2027-06,crop_farming,1.083904102444649,1.0190542232222046
ET0405,12,2027-06,crop_farming,1.083904102444649,1.018714451607084
ET0406,12,2027-06,crop_farming,1.1208190032745635,1.100134918760831
ET0407,12,2027-06,crop_farming,1.5243315408467804,1.6349653443664538
ET0408,12,2027-06,crop_farming,1.618860486266509,1.7483990315685765
ET0409,12,2027-06,crop_farming,2.1159445266963917,2.318275200560286
ET0413,12,2027-06,crop_farming,1.115688758410857,1.046148699088125
ET0416,12,2027-06,crop_farming,1.0839041024446487,1.0187144516070838
ET0417,12,2027-06,crop_farming,1.5836142699545501,1.660132060339551
ET0418,12,2027-06,crop_farming,1.0853462679877668,1.0188604321482158
ET0419,12,2027-06,crop_farming,1.5401244586933664,1.6077541114394922
ET0420,12,2027-06,crop_farming,1.0839041024446487,1.0209983586416966
ET0602,12,2027-06,crop_farming,1.0839041024446487,1.0179605746919467
ET0603,12,2027-06,crop_farming,1.1202596934713303,1.0581571850526472
ET0604,12,2027-06,crop_farming,1.15471667505237,1.0968180962043188
ET0605,12,2027-06,crop_farming,1.187624332584301,1.1662730247678954
ET0701,12,2027-06,crop_farming,1.553629315471607,1.6364723253977596
ET0702,12,2027-06,crop_farming,1.5861225565265802,1.6504744720380753
ET0703,12,2027-06,crop_farming,2.1941261727943298,2.2109271653063174
ET0705,12,2027-06,crop_farming,2.0643878258106194,2.14665815015228
ET0706,12,2027-06,crop_farming,2.137975115806553,2.3315875395478156
ET0710,12,2027-06,crop_farming,2.133353635594516,2.4401883412316003
ET0713,12,2027-06,crop_farming,2.234396980490274,2.466272539791927
ET0714,12,2027-06,crop_farming,1.46785147871748,1.7433674398441403
ET0715,12,2027-06,crop_farming,1.9768516142753148,1.842903460424969
ET0716,12,2027-06,crop_farming,1.1450375913095419,1.0731316270539495
ET0720,12,2027-06,crop_farming,1.6330325057057549,1.713604217281963
ET0721,12,2027-06,crop_farming,2.2369567940552266,2.475813670056334
ET0722,12,2027-06,crop_farming,2.264373365516351,2.5177305791823184
ET0723,12,2027-06,crop_farming,2.211039125919342,2.483190869125503
ET0724,12,2027-06,crop_farming,1.0839041024446487,1.0193885015500526
ET1101,12,2027-06,crop_farming,1.0839041024446487,1.0187144516070838
ET1102,12,2027-06,crop_farming,1.16760763640048,1.2466415925350136
ET1103,12,2027-06,crop_farming,1.0839041024446487,1.0187144516070838
ET1104,12,2027-06,crop_farming,1.3715270490032982,1.6670065861164214
ET1105,12,2027-06,crop_farming,1.1095688099492662,1.0215673215060417
ET1106,12,2027-06,crop_farming,1.1145637861977438,1.045072884129846
ET1202,12,2027-06,crop_farming,1.0839041024446485,1.0170671648521874
ET1203,12,2027-06,crop_farming,1.0839041024446485,1.0187144516070836
ET1204,12,2027-06,crop_farming,1.083904102444649,1.0170671648521878
ET1301,12,2027-06,crop_farming,1.4285949392821629,1.549309265095932
ET1401,12,2027-06,crop_farming,1.0839041024446487,1.0187144516070838
ET1501,12,2027-06,crop_farming,1.5009117514964605,1.577705381042743
ET1502,12,2027-06,crop_farming,1.9356629957728542,1.8324896020730528
ET1600,12,2027-06,crop_farming,2.024042735273131,1.843864650419782
