zone_code,lead,target_month,subject,predicted_cause,is_compound,top1_category,top1_score,top2_category,top2_score,margin,score_DROUGHT,score_FLOODING,score_CONFLICT,score_MARKET_SHOCK,shap_DROUGHT_spi_3,shap_DROUGHT_ndvi_anomaly,shap_DROUGHT_ssmi_3,shap_DROUGHT_spei_3,shap_FLOODING_spi_3,shap_FLOODING_ssmi_3,shap_FLOODING_glofas_exceed_2yr,shap_CONFLICT_acled_event_count,shap_CONFLICT_acled_fatalities,shap_MARKET_SHOCK_grain_price_index,shap_MARKET_SHOCK_price_volatility,shap_MARKET_SHOCK_food_cpi_yoy_change,shap_MARKET_SHOCK_exchange_rate
ET0416,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0417,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027281787697575055,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0
ET0418,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0419,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0420,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0421,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0006265912124945316,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0006265912124945316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006265912124945316,0.0,0.0
ET0501,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005968168297840748,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005968168297840748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005968168297840748,0.0,0.0
ET0502,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0006909057192387991,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0006909057192387991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006239756621653214,6.693005707347766e-05,0.0
ET0503,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005768646078649908,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005768646078649908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005768646078649908,0.0,0.0
ET0504,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005793407326564193,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0
ET0505,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005793407326564193,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0
ET0506,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005793407326564193,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0
ET0507,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005606663471553475,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005606663471553475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005606663471553475,0.0,0.0
ET0508,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005793407326564193,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0
ET0509,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005831333401147276,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005831333401147276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005831333401147276,0.0,0.0
ET0510,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005793407326564193,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005793407326564193,0.0,0.0
ET0511,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005666670258506201,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005666670258506201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005666670258506201,0.0,0.0
ET0602,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0603,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0604,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0605,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027281787697575055,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0
ET0701,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0702,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0703,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0019829005577776115,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0019829005577776115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019730488929781131,0.0017855956684798002,0.0
ET0705,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0031196419258776587,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0031196419258776587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019730488929781131,0.0029223370365798473,0.0
ET0706,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.002672361453733174,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.002672361453733174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019730488929781131,0.002475056564435363,0.0
ET0707,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0006909057192387991,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0006909057192387991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006239756621653214,6.693005707347766e-05,0.0
ET0710,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00019469356629997492,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00019469356629997492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019469356629997492,0.0,0.0
ET0712,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.003595903210225515,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.003595903210225515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003595903210225515,0.0,0.0
ET0713,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005278937751427293,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005278937751427293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019469356629997492,0.00033320020884275436,0.0
ET0714,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0715,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0033729317829056527,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0033729317829056527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002006761960728909,0.0031722555868327618,0.0
ET0716,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET0720,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00026770511976792477,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00026770511976792477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026770511976792477,0.0,0.0
ET0721,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005278937751427293,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005278937751427293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019469356629997492,0.00033320020884275436,0.0
ET0722,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005278937751427293,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005278937751427293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019469356629997492,0.00033320020884275436,0.0
ET0723,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0005278937751427293,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0005278937751427293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019469356629997492,0.00033320020884275436,0.0
ET0724,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1101,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1102,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1103,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1104,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1105,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027281787697575055,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0
ET1106,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1201,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0006219718416105025,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0006219718416105025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005550417845370248,6.693005707347766e-05,0.0
ET1202,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027281787697575055,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0
ET1203,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1204,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027281787697575055,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027281787697575055,0.0,0.0
ET1301,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1401,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1501,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.00027206531012780033,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027206531012780033,0.0,0.0
ET1502,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0018379172615823336,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0018379172615823336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002890041869250126,0.001548913074657321,0.0
ET1600,4,2026-10,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0002700137374631595,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0002700137374631595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002700137374631595,0.0,0.0
ET0101,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.08457996180072769,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.08457996180072769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004292451383207663,0.08415071666240692,0.0
ET0102,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.14075099810929714,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.14075099810929714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003057806191009149,0.14044521749019623,0.0
ET0103,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.10616091867700561,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.10616091867700561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004292451383207663,0.10573167353868484,0.0
ET0104,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.13417694850863882,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.13417694850863882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003699599117226171,0.1338069885969162,0.0
ET0105,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02395032662820995,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02395032662820995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.02351147122681141,0.0
ET0106,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.10616091867700561,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.10616091867700561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004292451383207663,0.10573167353868484,0.0
ET0107,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.06089603495342999,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.06089603495342999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000430579898193173,0.060465455055236816,0.0
ET0201,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.013940267625002889,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.013940267625002889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008569512392568868,0.013083316385746002,0.0
ET0202,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.031190948920993833,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.031190948920993833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008569512392568868,0.030333997681736946,0.0
ET0203,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02516177146389964,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02516177146389964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008569512392568868,0.024304820224642754,0.0
ET0204,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.016635834581393283,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.016635834581393283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007685398377361707,0.015867294743657112,0.0
ET0205,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.014368158270372078,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.014368158270372078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008077467500697821,0.013560411520302296,0.0
ET0301,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.13153568788470693,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.13153568788470693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003699599117226171,0.13116572797298431,0.0
ET0302,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.028511537947224497,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.028511537947224497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041525881783854857,0.028096279129385948,0.0
ET0303,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.0946417846323584,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.0946417846323584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004292451383207663,0.09421253949403763,0.0
ET0304,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.055457379338577084,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.055457379338577084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000430579898193173,0.05502679944038391,0.0
ET0305,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.023275404014157175,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.023275404014157175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041525881783854857,0.022860145196318626,0.0
ET0306,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.023680859617115857,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.023680859617115857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.023242004215717316,0.0
ET0307,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02165286559534252,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02165286559534252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.021214010193943977,0.0
ET0308,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.11752961709203191,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.11752961709203191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003699599117226171,0.1171596571803093,0.0
ET0309,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02165286559534252,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02165286559534252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.021214010193943977,0.0
ET0310,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.044861312625243954,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.044861312625243954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000430579898193173,0.04443073272705078,0.0
ET0311,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.023213951625393747,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.023213951625393747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041525881783854857,0.0227986928075552,0.0
ET0312,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02165286559534252,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02165286559534252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.021214010193943977,0.0
ET0401,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.023213951625393747,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.023213951625393747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041525881783854857,0.0227986928075552,0.0
ET0402,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.023213951625393747,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.023213951625393747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041525881783854857,0.0227986928075552,0.0
ET0403,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02165286559534252,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02165286559534252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.021214010193943977,0.0
ET0404,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02165286559534252,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02165286559534252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.021214010193943977,0.0
ET0405,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02165286559534252,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02165286559534252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.021214010193943977,0.0
ET0406,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.023680859617115857,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.023680859617115857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.023242004215717316,0.0
ET0407,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.021732662581371187,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.021732662581371187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041525881783854857,0.02131740376353264,0.0
ET0408,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.02581358026759517,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.02581358026759517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00041525881783854857,0.025398321449756622,0.0
ET0409,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.145109949548214,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.145109949548214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032721265074542316,0.14478273689746857,0.0
ET0410,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.010956007055938244,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.010956007055938244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010956007055938244,0.0,0.0
ET0411,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.026190427612164058,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.026190427612164058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007688249606871977,0.02542160265147686,0.0
ET0412,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.03159954621150973,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.03159954621150973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008569512392568868,0.030742594972252846,0.0
ET0413,8,2027-02,champion_xgboost,MARKET_SHOCK,False,MARKET_SHOCK,0.023680859617115857,DROUGHT,0.0,1.0,0.0,0.0,0.0,0.023680859617115857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004388554013985413,0.023242004215717316,0.0
