pcode,year,month,ndvi_ref
ET0101,2006,5,0.1783454655246301
ET0101,2006,6,0.23613637279380453
ET0101,2006,7,0.309345468878746
ET0101,2006,8,0.37268183719028125
ET0101,2006,9,0.416795478625731
ET0101,2006,10,0.37454547123475507
ET0101,2006,11,0.3004545650698922
ET0101,2006,12,0.2490000155839053
ET0101,2007,1,0.20956365290013226
ET0101,2007,2,0.17684092237190768
ET0101,2007,3,0.15943182598460803
ET0101,2007,4,0.14580000530589712
ET0101,2007,5,0.14677273549816824
ET0101,2007,6,0.1955454647541046
ET0101,2007,7,0.3095272860743783
ET0101,2007,8,0.40161365270614624
ET0101,2007,9,0.4213182059201327
ET0101,2007,10,0.37147274342450226
ET0101,2007,11,0.303045470606197
ET0101,2007,12,0.2584318328987468
ET0101,2008,1,0.2135454592379657
ET0101,2008,2,0.18354546210982584
ET0101,2008,3,0.16750909929925745
ET0101,2008,4,0.15615909953009
ET0101,2008,5,0.15984091569076883
ET0101,2008,6,0.2038909223946658
ET0101,2008,7,0.28997729176824744
ET0101,2008,8,0.3474091142416001
ET0101,2008,9,0.39305456118150195
ET0101,2008,10,0.3696363785050132
ET0101,2008,11,0.3095454614270817
ET0101,2008,12,0.25412729247049853
ET0101,2009,1,0.21377273852174933
ET0101,2009,2,0.1838863722302697
ET0101,2009,3,0.1690545522353866
ET0101,2009,4,0.1624090983109041
ET0101,2009,5,0.14068182083693417
ET0101,2009,6,0.15921818668192084
ET0101,2009,7,0.254318196665157
ET0101,2009,8,0.37280001694505865
ET0101,2009,9,0.4016136554154483
ET0101,2009,10,0.3494318276643753
ET0101,2009,11,0.27909093553369696
ET0101,2009,12,0.22836364873430948
ET0101,2010,1,0.18934092061086136
ET0101,2010,2,0.16309091448783877
ET0101,2010,3,0.14116364785216073
ET0101,2010,4,0.13125000758604569
ET0101,2010,5,0.13921818949959497
ET0101,2010,6,0.16679546236991882
ET0101,2010,7,0.21481818908994849
ET0101,2010,8,0.2953454689546065
ET0101,2010,9,0.38111365925182
ET0101,2010,10,0.3700000223788348
ET0101,2010,11,0.2974909191781825
ET0101,2010,12,0.24022728069262073
ET0101,2011,1,0.20636364343491467
ET0101,2011,2,0.1804090968587182
ET0101,2011,3,0.15386364202607763
ET0101,2011,4,0.13686364144086838
ET0101,2011,5,0.14552727951244876
ET0101,2011,6,0.19611363993449646
ET0101,2011,7,0.24450000985102222
ET0101,2011,8,0.3042727397246794
ET0101,2011,9,0.3728863827206872
ET0101,2011,10,0.33903637528419495
ET0101,2011,11,0.2629545574838465
ET0101,2011,12,0.221340916373513
ET0101,2012,1,0.19481818784366955
ET0101,2012,2,0.17386364665898413
ET0101,2012,3,0.15363636748357254
ET0101,2012,4,0.13910909945314584
ET0101,2012,5,0.12368182499300351
ET0101,2012,6,0.14702273227951745
ET0101,2012,7,0.22747273472222415
ET0101,2012,8,0.338340931318023
ET0101,2012,9,0.39615911109880975
ET0101,2012,10,0.3454545573754744
ET0101,2012,11,0.26713637872175733
ET0101,2012,12,0.22175000743432483
ET0101,2013,1,0.18454546616836032
ET0101,2013,2,0.16404546255415137
ET0101,2013,3,0.14350000701167367
ET0101,2013,4,0.1208000040867112
ET0101,2013,5,0.10543182119727137
ET0101,2013,6,0.12615909630602057
ET0101,2013,7,0.19067273695360532
ET0101,2013,8,0.2941591035236012
ET0101,2013,9,0.380872748114846
ET0101,2013,10,0.35711365125396033
ET0101,2013,11,0.29488637230613013
ET0101,2013,12,0.23330910097468985
ET0101,2014,1,0.19411364536393771
ET0101,2014,2,0.17393182692202655
ET0101,2014,3,0.1537454602393237
ET0101,2014,4,0.14161364395510065
ET0101,2014,5,0.15456819161772728
ET0101,2014,6,0.19181818989190189
ET0101,2014,7,0.2505227422172373
ET0101,2014,8,0.31522729180075904
ET0101,2014,9,0.38749093088236725
ET0101,2014,10,0.37370456077835773
ET0101,2014,11,0.30772728540680633
ET0101,2014,12,0.24403637512163684
ET0101,2015,1,0.20359091596169906
ET0101,2015,2,0.18000000782988287
ET0101,2015,3,0.15247273445129397
ET0101,2015,4,0.13175000656734814
ET0101,2015,5,0.13456818664615805
ET0101,2015,6,0.17218182439153842
ET0101,2015,7,0.23563637516715313
ET0101,2015,8,0.3071636449206959
ET0101,2015,9,0.3590909323909066
ET0101,2015,10,0.3290909257802096
ET0101,2015,11,0.2645636437968774
ET0101,2015,12,0.2131591039625081
ET0101,2016,1,0.18597728759050372
ET0101,2016,2,0.1664000072262504
ET0101,2016,3,0.14334091544151306
ET0101,2016,4,0.1180000061338598
ET0101,2016,5,0.1077454574406147
ET0101,2016,6,0.13106818700378592
ET0101,2016,7,0.18440909412774173
ET0101,2016,8,0.30660001256249164
ET0101,2016,9,0.3925454724918713
ET0101,2016,10,0.3574181957678362
ET0101,2016,11,0.2802500169385563
ET0101,2016,12,0.2292727374217727
ET0101,2017,1,0.19483637606555762
ET0101,2017,2,0.16920455612919547
ET0101,2017,3,0.14431818506934427
ET0101,2017,4,0.12384091453118758
ET0101,2017,5,0.1421818245540966
ET0101,2017,6,0.2031590985980901
ET0101,2017,7,0.26429092206738214
ET0101,2017,8,0.32561365447261115
ET0101,2017,9,0.36554546654224407
ET0101,2017,10,0.32901819456707343
ET0101,2017,11,0.26127273724837735
ET0101,2017,12,0.21604546227238397
ET0101,2018,1,0.19056364893913266
ET0101,2018,2,0.16934091597795484
ET0101,2018,3,0.14565909721634607
ET0101,2018,4,0.11867273327979173
ET0101,2018,5,0.11225000633434816
ET0101,2018,6,0.1537954624403607
ET0101,2018,7,0.24160001088272443
ET0101,2018,8,0.35365910963578656
ET0101,2018,9,0.4114545610817996
ET0101,2018,10,0.36181819438934326
ET0101,2018,11,0.2873863753947345
ET0101,2018,12,0.23845455863259057
ET0101,2019,1,0.20540910281918265
ET0101,2019,2,0.17854546416889536
ET0101,2019,3,0.15463637357408352
ET0101,2019,4,0.1279454603791237
ET0101,2019,5,0.12295454943721945
ET0101,2019,6,0.17793182757767764
ET0101,2019,7,0.2588727420026606
ET0101,2019,8,0.34743183851242065
ET0101,2019,9,0.4150727391242981
ET0101,2019,10,0.38075001673264935
ET0101,2019,11,0.3125909268856049
ET0101,2019,12,0.25489092144099146
ET0101,2020,1,0.217431825670329
ET0101,2020,2,0.18952273712916806
ET0101,2020,3,0.155054548247294
ET0101,2020,4,0.12852273271842438
ET0101,2020,5,0.12711364234035666
ET0101,2020,6,0.18450909649783914
ET0101,2020,7,0.2528863806616176
ET0101,2020,8,0.34194546802477405
ET0101,2020,9,0.41243183341893286
ET0101,2020,10,0.3708409301259301
ET0101,2020,11,0.2909636456858028
ET0101,2020,12,0.23131818798455328
ET0101,2021,1,0.2014318284663287
ET0101,2021,2,0.1776363727721301
ET0101,2021,3,0.15141818875616248
ET0101,2021,4,0.12759091569618747
ET0101,2021,5,0.13445455106821927
ET0101,2021,6,0.1544545523144982
ET0101,2021,7,0.1827045557173816
ET0101,2021,8,0.3068909279324792
ET0101,2021,9,0.4026591100476005
ET0101,2021,10,0.36820456656542694
ET0101,2021,11,0.2895454710180109
ET0101,2021,12,0.22606819461692462
ET0101,2022,1,0.19078182496807794
ET0101,2022,2,0.16809091446074573
ET0101,2022,3,0.1467272774739699
ET0101,2022,4,0.12443182346495715
ET0101,2022,5,0.11152727631005374
ET0101,2022,6,0.13643182069063187
ET0101,2022,7,0.1581818237900734
ET0102,1981,8,0.36787501722574234
ET0102,1981,9,0.38831252232193947
ET0102,1981,10,0.3804062642157078
ET0102,1981,11,0.3036500047892332
ET0102,1981,12,0.226031256839633
ET0102,1982,1,0.17406250908970833
ET0102,1982,2,0.14728125650435686
ET0102,1982,3,0.1308500086888671
ET0102,1982,4,0.12146875914186239
ET0102,1982,5,0.11130000371485949
ET0102,1982,6,0.10221875738352537
ET0102,1982,7,0.13343750685453415
ET0102,1982,8,0.23327501863241196
ET0102,1982,9,0.34996877051889896
ET0102,1982,10,0.3319687657058239
ET0102,1982,11,0.23840001598000526
ET0102,1982,12,0.18631250970065594
ET0102,1983,1,0.16990000568330288
ET0102,1983,2,0.15740626119077206
ET0102,1983,3,0.13712500594556332
ET0102,1983,4,0.12028125580400229
ET0102,1983,5,0.09450000710785389
ET0102,1983,6,0.08028125297278166
ET0102,1983,7,0.11828125640749931
ET0102,1983,8,0.19430000893771648
ET0102,1983,9,0.3048750162124634
ET0102,1983,10,0.3126500155776739
ET0102,1983,11,0.2539687603712082
ET0102,1983,12,0.21359376050531864
ET0102,1984,1,0.179800009354949
ET0102,1984,2,0.16184375621378422
ET0102,1984,3,0.14034375548362732
ET0102,1984,4,0.1179000036790967
ET0102,1984,5,0.08984375279396772
ET0102,1984,6,0.08084375318139791
ET0102,1984,7,0.15232500527054071
ET0102,1984,8,0.2828125171363354
ET0102,1984,9,0.35106251761317253
ET0102,1984,10,0.323950020596385
ET0102,1984,11,0.24115626700222492
ET0102,1984,12,0.21512500941753387
ET0102,1985,1,
ET0102,1985,2,
ET0102,1985,3,0.11968750692903996
ET0102,1985,4,0.11012500524520874
ET0102,1985,5,0.10465625580400229
ET0102,1985,6,0.13446875847876072
ET0102,1985,7,0.1852750089019537
ET0102,1985,8,0.2487500049173832
ET0102,1985,9,0.29055001586675644
ET0102,1985,10,0.2724062614142895
ET0102,1985,11,0.22481250576674938
ET0102,1985,12,0.1805000025779009
ET0102,1986,1,0.14665625430643559
ET0102,1986,2,0.12346875574439764
ET0102,1986,3,0.1118250023573637
ET0102,1986,4,0.10428125597536564
ET0102,1986,5,0.09184375172480941
ET0102,1986,6,0.08030000515282154
ET0102,1986,7,0.1575312577188015
ET0102,1986,8,0.2562812604010105
ET0102,1986,9,0.34015001729130745
ET0102,1986,10,0.3274687621742487
ET0102,1986,11,0.26234376057982445
ET0102,1986,12,0.21295000799000263
ET0102,1987,1,0.17696875520050526
ET0102,1987,2,0.1454062545672059
ET0102,1987,3,0.12137500662356615
ET0102,1987,4,0.11859375610947609
ET0102,1987,5,0.11475000437349081
ET0102,1987,6,0.15587500855326653
ET0102,1987,7,0.21306250989437103
ET0102,1987,8,0.2555750161409378
ET0102,1987,9,0.3302812557667494
ET0102,1987,10,0.3013437632471323
ET0102,1987,11,0.23635000735521317
ET0102,1987,12,0.1846875073388219
ET0102,1988,1,0.15925000980496407
ET0102,1988,2,0.14350000489503145
ET0102,1988,3,0.12550000566989183
ET0102,1988,4,0.10478125605732203
ET0102,1988,5,0.07657500309869647
ET0102,1988,6,0.07121875323355198
ET0102,1988,7,0.08621875010430813
ET0102,1988,8,0.1382000045850873
ET0102,1988,9,0.2582500148564577
ET0102,1988,10,0.3467250168323517
ET0102,1988,11,0.3141875099390745
ET0102,1988,12,0.26518751308321953
ET0102,1989,1,0.21290001086890697
ET0102,1989,2,0.1690625101327896
ET0102,1989,3,0.14628125820308924
ET0102,1989,4,0.13343750685453415
ET0102,1989,5,0.11945000477135181
ET0102,1989,6,0.13825000543147326
ET0102,1989,7,0.21277501061558723
ET0102,1989,8,0.30293751321733
ET0102,1989,9,0.3450937643647194
ET0102,1989,10,0.3196500148624182
ET0102,1989,11,0.2671875134110451
ET0102,1989,12,0.20868750847876072
ET0102,1990,1,0.1679000062867999
ET0102,1990,2,0.13921875786036253
ET0102,1990,3,0.12653125450015068
ET0102,1990,4,0.11735000181943178
ET0102,1990,5,0.10590625368058681
ET0102,1990,6,0.10125000216066837
ET0102,1990,7,0.18495001271367073
ET0102,1990,8,0.30381251499056816
ET0102,1990,9,0.3447500243782997
ET0102,1990,10,0.31245001032948494
ET0102,1990,11,0.24512501247227192
ET0102,1990,12,0.20615626126527786
ET0102,1991,1,0.1765625076368451
ET0102,1991,2,0.15503125824034214
ET0102,1991,3,0.13575000874698162
ET0102,1991,4,0.11935000400990248
ET0102,1991,5,0.108968754298985
ET0102,1991,6,0.10525000374764204
ET0102,1991,7,0.11355000920593739
ET0102,1991,8,0.17918751016259193
ET0102,1991,9,0.25330001674592495
ET0102,1991,10,0.2443750137463212
ET0102,1991,11,0.1906250100582838
ET0102,1991,12,0.14880000427365303
ET0102,1992,1,0.12015625834465027
ET0102,1992,2,0.10837500635534525
ET0102,1992,3,0.10220000520348549
ET0102,1992,4,0.09221875667572021
ET0102,1992,5,0.07778125442564487
ET0102,1992,6,0.07997500337660313
ET0102,1992,7,0.12056250590831041
ET0102,1992,8,0.20082500763237476
ET0102,1992,9,0.2777500096708536
ET0102,1992,10,0.28112501092255116
ET0102,1992,11,0.24295001104474068
ET0102,1992,12,0.20165625400841236
ET0102,1993,1,0.1824062578380108
ET0102,1993,2,0.1604687562212348
ET0102,1993,3,0.13295000325888395
ET0102,1993,4,0.11425000336021185
ET0102,1993,5,0.11672500614076853
ET0102,1993,6,0.14853125624358654
ET0102,1993,7,0.17862500809133053
ET0102,1993,8,0.1980500128120184
ET0102,1993,9,0.23837501369416714
ET0102,1993,10,0.26946875639259815
ET0102,1993,11,0.24175000935792923
ET0102,1993,12,0.21215626411139965
ET0102,1994,1,0.16587501112371683
ET0102,1994,2,0.1360312532633543
ET0102,1994,3,0.1310937600210309
ET0102,1994,4,0.11606250703334808
ET0102,1994,5,0.09955000318586826
ET0102,1994,6,0.0843437546864152
ET0102,1994,7,0.09568750206381083
ET0102,1994,8,0.10100000258535147
ET0102,1994,9,0.1045000059530139
ET0102,1994,10,
ET0102,1994,11,
ET0102,1994,12,
ET0102,1995,1,0.1718750074505806
ET0102,1995,2,0.16496875509619713
ET0102,1995,3,0.1493437560275197
ET0102,1995,4,0.12831250485032797
ET0102,1995,5,0.11932500544935465
ET0102,1995,6,0.11353125236928463
ET0102,1995,7,0.15617500618100166
ET0102,1995,8,0.2646562587469816
ET0102,1995,9,0.33531251177191734
ET0102,1995,10,0.3016250152140856
ET0102,1995,11,0.23193751089274883
ET0102,1995,12,0.1817187573760748
ET0102,1996,1,0.15665000770241022
ET0102,1996,2,0.14165625907480717
ET0102,1996,3,0.13853125553578138
ET0102,1996,4,0.15135000925511122
ET0102,1996,5,0.17453126143664122
ET0102,1996,6,0.19865626096725464
ET0102,1996,7,0.20702500268816948
ET0102,1996,8,0.23015625961124897
ET0102,1996,9,0.2741500027477741
ET0102,1996,10,0.26184375397861004
ET0102,1996,11,0.22078125178813934
ET0102,1996,12,0.18734375480562449
ET0102,1997,1,0.16162500716745853
ET0102,1997,2,0.14431250747293234
ET0102,1997,3,0.13167500216513872
ET0102,1997,4,0.12640625424683094
ET0102,1997,5,0.1275000050663948
ET0102,1997,6,0.16937501169741154
ET0102,1997,7,0.2367500104010105
ET0102,1997,8,0.30390625819563866
ET0102,1997,9,0.32220002450048923
ET0102,1997,10,0.272781265899539
ET0102,1997,11,0.24603126011788845
ET0102,1997,12,0.22197500988841057
ET0102,1998,1,0.18593750707805157
ET0102,1998,2,0.16018750704824924
ET0102,1998,3,0.14210000913590193
ET0102,1998,4,0.12831250671297312
ET0102,1998,5,0.11825000494718552
ET0102,1998,6,0.1251000054180622
ET0102,1998,7,0.12925000488758087
ET0102,1998,8,0.16675000544637442
ET0102,1998,9,0.28568750992417336
ET0102,1998,10,0.3280625157058239
ET0102,1998,11,0.2950500063598156
ET0102,1998,12,0.24334376119077206
ET0102,1999,1,0.20671875961124897
ET0102,1999,2,0.18806250765919685
ET0102,1999,3,0.1684500128030777
ET0102,1999,4,0.14006250351667404
ET0102,1999,5,0.109225002117455
ET0102,1999,6,0.09281250461935997
ET0102,1999,7,0.10890625510364771
ET0102,1999,8,0.17817500792443752
ET0102,1999,9,0.2762500159442425
ET0102,1999,10,0.31559375859797
ET0102,1999,11,0.300425024703145
ET0102,1999,12,0.2480625119060278
ET0102,2000,1,0.19927501119673252
ET0102,2000,2,0.1659375075250864
ET0102,2000,3,0.13578125555068254
ET0102,2000,4,0.10606250632554293
ET0102,2000,5,0.09752500616014004
ET0102,2000,6,0.07787500089034438
ET0102,2000,7,0.07335000345483422
ET0102,2000,8,0.11159375589340925
ET0102,2000,9,0.21506251581013203
ET0102,2000,10,0.28882501646876335
ET0102,2000,11,0.2857812624424696
ET0102,2000,12,0.2400312554091215
ET0102,2001,1,0.194350004196167
ET0102,2001,2,0.16050000675022602
ET0102,2001,3,0.13890625722706318
ET0102,2001,4,0.12710000481456518
ET0102,2001,5,0.11040625534951687
ET0102,2001,6,0.11553125455975533
ET0102,2001,7,0.15917500853538513
ET0102,2001,8,0.25446876510977745
ET0102,2001,9,0.32612501457333565
ET0102,2001,10,0.3100750111043453
ET0102,2001,11,0.26187500916421413
ET0102,2001,12,0.22100001014769077
ET0102,2002,1,0.18909375742077827
ET0102,2002,2,0.1693437546491623
ET0102,2002,3,0.15368750784546137
ET0102,2002,4,0.14880001079291105
